region	bytes_sent
GitHub	20448918100
US/California	3935308737
AWS/us-east-2	3237207696
US/Maryland	3012882600
AWS/us-east-1	1528995828
NL/North Holland	1346024808
US/New Mexico	1202846808
CA/Quebec	1107146664
GB/England	432891192
VPN	401894804
CN/Shanghai	218817808
GCP/us-central1	217654912
PT/Lisbon	134070736
HK/Hong Kong	68012240
IN/Maharashtra	49235280
US/Rhode Island	37958128
US/New York	26581272
AWS/ap-southeast-1	23492856
VN/Ho Chi Minh	21208864
VN/Kiên Giang Province	21208864
US/Massachusetts	14400336
US/Pennsylvania	6424944
