region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GH-actions	39666722444	35549	1607	1345
AWS/us-east-2	296728313574	109318	552	205
HKG/KKC	6263665990	756	0	18
USA	13134428494	2466	104	37
USA/PA	52673791587	166	164	1
VPN	121602870019	4190	1209	227
USA/MA	115595054846	1956	282	234
AWS/us-east-1	81372742094	7119	308	479
AWS/ap-southeast-1	1589310627	257	255	1
USA/NV	109351220814	5143	160	117
AWS/us-west-2	2838548206	1125	110	97
CHN	64271469311	4793	4	110
HKG	33838108134	256	101	12
CAN/QC	13305115012	1255	23	186
DEU/HE	22472577106	121	121	0
IRN	32435325542	92	92	0
USA/CA	42285591212	3037	451	119
USA/VT	33412500436	5836	184	92
ITA/45	10510728210	2155	0	192
NLD	56126669057	797	150	38
USA/GA	5000294710	613	8	91
GCP/us-east1	32435325542	92	92	0
VNM/CT	18847376	2	2	0
BGD/F	5972760	1	1	0
BGD/C	34708372	6	6	0
PHL/00	8030044	3	3	0
JPN/13	175123364	30	5	2
CHN/BJ	184704856	715	138	138
TWN/NWT	137748092	552	71	71
ESP/CT	4301518982	4516	407	93
BRA/MG	187742928	17	17	0
KOR/29	32435325542	92	92	0
DEU/BW	929096	1	1	0
BRA/SP	116734276	16	16	0
ARG/B	182102816	17	17	0
CRI/SJ	80433168	4	4	0
JPN/26	273794182	702	92	91
CAN/BC	4726082290	1139	126	92
MAR/07	10020964	4	4	0
CHL/BI	4910936	2	2	0
USA/NY	187293426	188	27	14
MEX/CMX	154982736	470	76	51
USA/NJ	11352032862	546	29	43
USA/VA	296158812	236	25	6
VEN/I	17121912	2	2	0
VNM/SG	477505032	32	32	0
JOR/AM	139961676	7	7	0
MEX/MEX	40282948	2	2	0
KEN/30	146015660	11	11	0
GCP/us-east4	5358686204	20	20	0
USA/IL	1518001100	93	52	3
PRT/13	10059349268	40	33	6
MEX/JAL	27407980646	85	83	2
USA/WA	4793475117	25	18	3
VNM/HN	109714696	20	20	0
IND	236583912	6	6	0
MAR/04	3915476	3	3	0
BRA/PR	28470156	4	4	0
NOR/50	421063268	91	0	9
SYC	22431032	8	8	0
PAK/SD	15860996	5	5	0
VNM	27939244	2	2	0
DEU/BY	23691948	1	1	0
URY/MA	7233676	1	1	0
USA/MI	10450812	4	2	1
BRA/GO	26213780	4	4	0
NGA/LA	4380024	3	3	0
UKR/30	43070236	3	3	0
COL/ANT	18117372	2	2	0
BRA/CE	34708372	4	4	0
VNM/54	4977300	1	1	0
VNM/HP	71888044	8	8	0
CHE/VD	10593060	53	8	6
MEX/COA	7233676	1	1	0
BGR/01	4711844	1	1	0
NPL/P2	8494592	1	1	0
TWN/TXG	3593838640	32	2	6
BOL/L	2256376	1	1	0
VNM/35	1061824	1	1	0
ARG/M	4114568	1	1	0
URY/MO	32583896	5	5	0
FRA/GES	22298304	1	1	0
ARG/T	2057284	2	2	0
IND/HR	1061824	1	1	0
BGD	35770196	12	12	0
DZA/05	37031112	2	2	0
GBR/ENG	7276102304	64	64	0
BRA/PB	8030044	1	1	0
USA/FL	18515556	2	2	0
IDN/KB	10153692	1	1	0
ZAF/KZN	20174656	2	2	0
PER/LMA	11348244	1	1	0
SWE/H	5840032	1	1	0
IRQ	4512752	2	2	0
CHL/CO	6769128	1	1	0
KEN/25	1327280	1	1	0
MYS/10	1393644	1	1	0
VEN/T	53489384	2	2	0
IRQ/BG	91847776	7	7	0
PAN/8	32451996	3	3	0
USA/TX	272219992	47	11	3
IND/CG	1725464	1	1	0
SRB/00	21103752	2	2	0
PRT	1128188	1	1	0
IND/DL	1128188	1	1	0
ETH/AA	929096	1	1	0
GCP/us-west1	6737080586	13	13	0
BGD/E	22364668	2	2	0
VNM/68	862732	1	1	0
VEN/A	19710108	3	3	0
BRA/RJ	114809721	13	12	1
CHL/RM	792771416	10	10	0
ITA/78	1659100	1	1	0
KAZ/55	1061824	1	1	0
KAZ/75	1128188	1	1	0
FRA/IDF	17109532	102	8	9
COG/16	1128188	1	1	0
RUS/SPE	1128188	1	1	0
USA/IA	1791828	1	1	0
BRA/PA	1128188	1	1	0
DZA/31	1128188	1	1	0
IDN/YO	9423688	3	3	0
IRQ/KI	12476432	3	3	0
TUN/11	27142876	4	4	0
RUS/BEL	25550140	1	1	0
NPL	91331724	4	4	0
TUR/06	131614672	2	2	0
MEX/DUR	7897316	1	1	0
IDN/KI	4380024	1	1	0
LBN/BA	3716384	1	1	0
COL/CUN	929096	1	1	0
ISL/1	1061824	1	1	0
ARE/DU	33845640	5	5	0
CHL/AR	16325544	1	1	0
ESP/IB	1061824	1	1	0
ROU	20174656	1	1	0
MEX	637663940	7	7	0
USA/MD	1060202180	280	38	23
PRT/11	3605518958	644	25	2
MEX/QUE	8627320	1	1	0
CIV/AB	30859260	3	3	0
KOR/30	1001873786	4	4	0
USA/IN	226680548	82	4	2
UKR/63	2057284	1	1	0
BRA/RS	21966484	5	5	0
RUS/UD	16325544	1	1	0
BRA/BA	58267592	4	4	0
ESP/GA	4048204	1	1	0
SGP	279972460	32	15	4
GCP/us-central1	1402962848	9	9	0
ARG/W	7300040	2	2	0
VNM/43	12476432	1	1	0
COL/SAN	4977300	1	1	0
PAK/PB	42605688	8	8	0
UKR/14	20440112	1	1	0
CHE/ZH	487137462	15	5	2
SWE/M	3364809607	12	12	0
USA/TN	8135844	297	1	4
NOR	228636064	2	2	0
USA/RI	594240	4	0	1
EST/37	269795256	4	4	0
CHN/SH	229565160	3	3	0
PAK/IS	148560	1	1	0
ZAF/GP	54766132	7	7	0
ISR/TA	1276748	2	2	0
IRQ/NI	929096	1	1	0
FRA/NAQ	20307384	1	1	0
ITA/82	22563760	1	1	0
IND/MH	511517540	7	7	0
DZA/19	7034584	1	1	0
TGO/M	22165576	2	2	0
VEN/B	9224596	1	1	0
KEN	6901856	2	2	0
ARG/C	1460008	1	1	0
BRA/SC	20838296	5	5	0
UKR/12	24554680	1	1	0
IND/UP	775131992	3	3	0
DEU/RP	1460008	1	1	0
TUR/34	2123648	1	1	0
IND/MZ	1061824	1	1	0
FIN/18	2057284	2	2	0
SLV/SS	1393644	1	1	0
FRA/ARA	98648	3	0	1
UZB/TK	115340632	5	5	0
VNM/37	30461076	2	2	0
ECU	8760048	1	1	0
COL/VAC	2521832	2	2	0
CAN/ON	20705568	2	2	0
COL/DC	2256376	2	2	0
USA/OH	23027480	3	3	0
FRA/20R	2720924	1	1	0
CHL/ML	1327280	1	1	0
ARG/F	1327280	1	1	0
JAM/01	8229136	1	1	0
PRT/20	2057284	1	1	0
SAU/04	3849112	3	3	0
NLD/NH	18051008	1	1	0
IND/MP	929096	1	1	0
IRQ/KA	28868340	2	2	0
PAK	31788356	2	2	0
PSE/HBN	91530816	1	1	0
ARG/R	3849112	1	1	0
COG/BZV	6702764	1	1	0
VNM/66	30195620	2	2	0
ZAF/WC	7897316	4	4	0
ARG/X	18316464	1	1	0
ROU/AB	29598344	1	1	0
BRA/MA	20838296	2	2	0
ISR	13007344	1	1	0
RUS/ORE	9357324	1	1	0
SWE/AB	91917824	18	0	2
TUN/13	3119108	2	2	0
SAU/01	1061824	1	1	0
VNM/DN	44198424	6	6	0
MYS/14	1061824	1	1	0
ITA/72	1061824	1	1	0
PRT/14	1460008	1	1	0
PHL/11	1	1	0	1
NLD/OV	403054600	1	1	0
UKR/46	1393644	1	1	0
ESP/MD	2123648	1	1	0
ARG/G	14931900	1	1	0
DOM/01	75256776	4	4	0
IND/TS	1061824	1	1	0
AZE/BA	15462812	2	2	0
IND/TN	995460	1	1	0
VNM/06	10883696	1	1	0
PSE/RBH	6569208	1	1	0
BHR/13	55347576	1	1	0
VNM/13	9689144	2	2	0
ITA/34	13206436	1	1	0
UKR/35	2322740	1	1	0
JAM/08	28204700	1	1	0
UKR/68	15330084	1	1	0
VNM/23	30593804	1	1	0
IDN/JT	929096	1	1	0
IDN/JK	11149152	1	1	0
RUS/SAM	1061824	1	1	0
VEN/V	2322740	2	2	0
VNM/63	16524636	1	1	0
CHN/AH	511317732	1	1	0
VNM/52	13870076	1	1	0
GBR	38690212	1	1	0
CAN/AB	125276441	1	1	0
RUS	20074641	2	2	0
ISR/JM	228487504	1	1	0
NOR/03	228487504	1	1	0
COL/QUI	2123648	1	1	0
IDN	29001068	1	1	0
SAU/02	13870076	2	2	0
IND/JH	929096	1	1	0
THA	1061824	1	1	0
PRT/15	2588196	1	1	0
JPN/27	1061824	1	1	0
OMN/MA	929096	1	1	0
QAT/DA	51432100	2	2	0
KHM/12	69431604	1	1	0
IRL/L	8428228	1	1	0
IND/JK	2322740	1	1	0
EGY/C	2256376	2	2	0
GHA/AH	1061824	1	1	0
MEX/NLE	3716384	1	1	0
CHL/VS	46919348	1	1	0
UKR/51	13737348	1	1	0
BOL/S	22231940	1	1	0
