week_start	Neurophysiology	Miscellaneous
2026-05-04	8103278978	0
2026-05-11	983804673	0
2026-05-18	1357853787	0
2026-05-25	9282175861	557472
2026-06-01	12593911131	1114944
2026-06-08	8623645858	278736
2026-06-15	1547074908	0
2026-06-22	1861295450	278736
2026-06-29	841302609	139368
2026-07-06	3348356148	278736
2026-07-13	631402983	278736
2026-07-20	180442921	139368
2026-07-27	5193329480	418104
2026-08-03	201614672	139368
2026-08-10	1456474049	139368
