region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	7622143176	921	20	12
GitHub	337104992	37470	59	195
HKG/KKC	352519304	43	0	1
USA/CA	14819023673	41	12	5
AWS/ap-southeast-1	91318152	19	19	0
GBR/ENG	4585305764	15	15	0
USA/MD	3460970664	37	13	8
AWS/us-east-2	3983083152	2632	4	17
VPN	17433348301	96	45	11
CHN	16752533373	1268	5	10
CAN/ON	7401238168	4	4	0
USA/MA	12861187084	365	0	22
USA/NY	9287687868	124	14	7
USA	4014587380	769	5	3
ITA	21216600	16	4	4
IND/MH	352519304	1	1	0
AWS/us-west-2	41243164	38	10	6
NOR/50	179271584	56	0	5
KOR/30	3775199492	3	3	0
FIN/06	6585090532	4	4	0
CAN/QC	31637224	10	0	5
MEX/CMX	37947368	75	25	19
VNM/34	24303468	1	1	0
BRA/SP	4192512	2	2	0
DEU/HE	1048128	1	1	0
ESP/VC	1572192	1	1	0
EGY/C	1113636	1	1	0
ARG/B	1048128	1	1	0
USA/IL	79870804	8	4	2
USA/VA	115363384	58	1	3
DEU/BW	7996292	4	1	1
USA/RI	21393648	6	0	1
JPN/13	8651372	4	1	1
CHN/TJ	4596515149	22	2	2
EST/37	232575056	1	1	0
GCP/us-central1	232575056	1	1	0
CHN/SH	259731896	11	1	1
CHE/VD	2243824	6	2	1
BGD	851604	1	1	0
FRA/IDF	12283100	12	4	3
NLD	9016574512	424	2	2
BRA/SC	3408071904	1	1	0
RUS	3420612046	2	1	1
CHN/ZJ	3408071904	1	1	0
USA/WA	8794624	6	2	2
IDN/JK	917112	1	1	0
IND/GJ	2096256	2	2	0
IND/RJ	917112	1	1	0
RUS/VLG	1375668	1	1	0
TUN/11	1113636	1	1	0
CHN/BJ	1056404	3	1	1
BRA/ES	1506684	1	1	0
VNM/DN	851604	1	1	0
PAK/KP	1048128	1	1	0
