region	bytes_sent
GitHub	88567240
US/Massachusetts	49867700
AWS/us-east-2	49761268
GB/England	48434100
US/Pennsylvania	23032660
US/California	21530052
US/New York	17891564
CA/Ontario	12915760
CN/Shanghai	12915760
MX/Mexico City	12915760
AWS/us-east-1	10781408
CA/Quebec	9686820
US/Rhode Island	9686820
US/Maryland	9390984
US/District of Columbia	7379480
US/Arizona	6457880
JP/Kyoto	6457880
IR/Tehran	6457880
IR/Fars	6457880
GCP/us-east1	6457880
GCP/us-central1	6457880
GB/Scotland	6457880
FR/Île-de-France	6457880
VPN	6457880
SG/Singapore	3228940
IN/Maharashtra	3228940
US/North Carolina	3228940
US/Tennessee	3228940
