region	bytes_sent
US/California	682789194971
GCP/us-west1	197881866030
CA/Quebec	132332342534
US/Georgia	120016166353
NL/North Holland	117215272017
US/Massachusetts	98418416007
DE/Berlin	82709785563
US/Pennsylvania	81748730994
US/New York	78996464954
AU/Victoria	43823248864
US/Utah	42286728762
BR/Paraná	40717133078
AWS/us-east-1	39602370965
AWS/sa-east-1	39481256665
AWS/us-east-2	34506120235
US/New Hampshire	16788926251
CN/Shanghai	14812390576
US/Minnesota	8884538832
VPN	8687415418
AWS/ap-northeast-2	6638762412
US/Maryland	4266662752
US/Virginia	3001479221
HK/Hong Kong	2880141464
GCP/us-east1	2297971237
GCP/us-central1	2297971237
US/West Virginia	2297971237
GB/Scotland	2076278069
IN/Maharashtra	234140679
US/Rhode Island	173173192
US/North Carolina	146859601
AWS/ap-southeast-1	78110428
GitHub	41420288
FR/Auvergne-Rhône-Alpes	40182933
IN/Karnataka	24289224
US/Vermont	16225529
