region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NV	79137607385	3422	12	24
AWS/us-east-2	73980955289	273661	0	62
AWS/us-east-1	217258410474	28078	27	149
USA	223644919546	16532	105	34
AUT/9	39722400645	31	14	5
VPN	384914131525	2554	225	161
USA/IL	39684263425	52	22	2
USA/GA	120016166353	329	36	16
IND/MH	234140679	2105	4	2
USA/MI	38379432598	5969	117	37
USA/MA	119541182445	2454	67	43
USA/CA	1318655724178	2797	350	26
CHN	199852486859	6776	84	81
DEU/BE	82709785563	36	36	0
GitHub	324187572538	88137	178	242
CAN/QC	479449850175	859	89	29
GCP/europe-west4	39481256665	12	12	0
AWS/us-west-2	94748911	420	19	15
ITA/52	1212482606	236	0	11
BRA/PR	188990385129	45	35	6
HKG	146461518025	377	44	32
HKG/KKC	47400228393	65	28	19
USA/OH	137380606981	3162	46	5
AWS/ap-southeast-1	268973292	42	42	0
GCP/us-central1	41779227902	13	13	0
USA/NY	163012145325	936	80	16
AUS/VIC	43823248864	43	20	23
AWS/sa-east-1	39481256665	12	12	0
USA/PA	89974595993	28	28	0
NLD	144392433286	1314	43	6
CAN/ON	5020332760	13	7	6
CHE/VD	39680432178	915	18	6
USA/NH	204303941034	24	24	0
CHN/BJ	348161676	14	7	2
USA/UT	190514797679	18	17	1
USA/VA	42996974941	446	18	7
TWN/TXG	22905462905	9	9	0
USA/TX	39540785173	13	13	0
GBR/ENG	1327280	1	1	0
PRT/15	40791701353	388	12	12
ITA/62	39481256665	12	12	0
NZL/AUK	24045960275	8	8	0
TZA/02	929096	1	1	0
MEX/CMX	39481256665	12	12	0
TWN/TPE	1949354536	28	6	12
BGD/C	1128188	1	1	0
JPN/26	31553347	195	13	12
USA/TN	39481256665	12	12	0
VNM/SG	411761372	2070	16	12
AWS/ap-northeast-1	12159296000	431	18	25
JPN/13	34231058834	329	10	20
USA/MD	959628891	278	4	7
FRA/PDL	21279196472	49	6	1
CHN/SH	20874943725	6	6	0
USA/CT	2123648	1	1	0
PAK/KP	1990920	1	1	0
JPN/19	37309444	1	0	1
ARG/M	1990920	1	1	0
VNM/37	1061824	1	1	0
LSO/A	1128188	1	1	0
MAR/06	929096	1	1	0
EGY/C	1128188	1	1	0
USA/MN	8884538832	3	3	0
USA/DC	2786217664	1	1	0
PRT/11	288874732	475	8	2
GBR/SCT	2076278069	2	2	0
AWS/ap-northeast-2	6638762412	3	3	0
USA/NC	146859601	1	1	0
USA/WA	40079762	11	3	2
CHL/RM	1924556	1	1	0
VNM/DN	862732	1	1	0
FRA/GES	40182933	2	2	0
MEX/BCN	995460	1	1	0
VNM/45	862732	1	1	0
USA/AL	1128188	1	1	0
NGA/LA	11879156	1	1	0
BRA/SP	1659100	1	1	0
ZAF/GP	862732	1	1	0
ECU/G	1260916	1	1	0
VNM/HN	796368	1	1	0
GCP/us-east1	2297971237	1	1	0
TWN/YUN	2297971237	1	1	0
GCP/us-west4	16085798659	7	7	0
VEN	1327280	1	1	0
GCP/us-west1	197881866030	60	60	0
USA/IA	46189344	1	1	0
IND/TN	24289224	1	1	0
BRA/MG	2057284	2	2	0
TUR/34	16391908	1	1	0
VEN/V	12542796	1	1	0
CHE/AG	10326376	16	2	2
USA/RI	173173192	35	0	1
CHL/AR	862732	1	1	0
ZAF/WC	1128188	1	1	0
CAN/BC	6507936	37	2	1
ARG/B	3450928	2	2	0
