week_start	sub-Lalo/sub-Lalo_ses-20230120_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230120_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230123_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230123_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230125_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230125_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230208_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230208_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230209_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230209_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230210_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230210_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230214_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230214_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230215_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230215_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230216_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230216_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230217_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230217_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230221_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230221_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230222_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230222_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230223.nwb	sub-Lalo/sub-Lalo_ses-20230223_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230228.nwb	sub-Lalo/sub-Lalo_ses-20230228_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230303_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230303_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230307_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230307_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230308_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230308_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230309_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230309_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230315.nwb	sub-Lalo/sub-Lalo_ses-20230315_ecephys.nwb	sub-Lalo/sub-Lalo_ses-20230317_behavior.nwb	sub-Lalo/sub-Lalo_ses-20230317_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20221220.nwb	sub-Offenbach/sub-Offenbach_ses-20221220_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20221222_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20221222_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20221223_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230109.nwb	sub-Offenbach/sub-Offenbach_ses-20230109_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230110_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230110_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230112_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230112_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230113_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230113_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230117_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230117_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230120_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230120_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230123_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230123_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230125_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230125_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230202_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230202_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230203_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230203_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230207_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230207_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230208_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230208_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230209_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230209_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230210_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230210_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230214_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230214_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230215_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230215_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230216_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230216_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230217_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230217_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230221_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230221_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230222_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230222_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230223.nwb	sub-Offenbach/sub-Offenbach_ses-20230223_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230228.nwb	sub-Offenbach/sub-Offenbach_ses-20230228_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230301_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230301_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230303_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230303_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230308_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230308_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230309_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230309_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230315.nwb	sub-Offenbach/sub-Offenbach_ses-20230315_ecephys.nwb	sub-Offenbach/sub-Offenbach_ses-20230317_behavior.nwb	sub-Offenbach/sub-Offenbach_ses-20230317_ecephys.nwb
2026-03-02	0	0	6309643	4313074	0	4656628	5273252	4853217	5288545	0	5529779	4894154	5779517	3861678	5443245	0	0	0	5854724	4388405	0	0	0	0	0	0	5544592	0	6465753	4625463	6100194	4903793	0	0	0	0	5396040	4464949	6631280	0	10286468	4526248	5812928	0	0	0	0	0	0	0	0	0	0	0	0	5662441	0	6247803	0	6063482	4925746	0	0	6154992	4505120	0	0	0	0	5658248	0	5759228	0	6107408	5107738	0	0	5970654	0	0	4503047	0	0	5382026	0	5046904	0	5595316	0	0	0	0	0	0	4902268	6533308	4681582	5291792	4444892	5880574	0
2026-03-09	0	0	0	0	0	0	0	0	0	4469681	0	0	0	0	0	5200174	0	0	0	0	0	4638691	0	0	5180960	0	0	0	0	0	0	0	0	0	6368835	0	0	0	0	0	0	0	0	0	0	0	0	0	4823079	0	0	0	0	0	0	0	0	0	4552993	0	0	0	0	0	0	0	4893268	0	4938395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4464531	6362207	0	6541113	5055589	0	0	0	0	0	0	0	0
2026-03-16	0	0	0	0	15656412	0	19521384	0	0	0	0	0	0	19193844	0	0	19324860	0	0	27578868	0	0	14346252	0	0	24958548	0	18211224	0	11660424	0	25744644	29478600	0	0	19324860	0	0	0	0	28633844	26252768	0	22338228	0	0	22731276	23320848	19717908	14215236	25286088	0	6747324	0	0	0	0	4913100	22993308	21093576	15066840	0	0	0	0	0	0	0	0	0	12184488	13298124	19848924	0	0	26530740	0	0	15394380	20045448	17687160	16180476	0	0	16180476	22141704	0	21879672	0	16573524	27971916	0	0	0	0	0	13494648	0	0	21552132	0
2026-03-23	4639004	0	1101572	0	1588744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139883546	6301160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6485292	0	16835557	0	0	0	0	0	0	0	0
2026-04-06	0	0	0	0	7738920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9036316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1466004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8814718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10088232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-20	0	0	0	0	37863624	0	13494648	0	0	0	0	0	0	27054804	0	0	35898384	0	0	28954536	0	0	26792772	0	0	29085552	0	28233948	0	20962560	0	24303468	35505336	0	0	19586892	0	0	0	0	34595072	30576296	0	32491968	0	0	19848924	18342240	27775392	28823520	24434484	0	13167108	0	0	0	0	26858280	28561488	27316836	23255340	0	0	0	0	0	0	0	0	0	15132348	21159084	17359620	0	0	37667100	0	0	12381012	16311492	21879672	35570844	0	0	22141704	26399724	0	25679136	0	25548120	39239292	0	0	0	0	0	14215236	0	0	16442508	0
2026-04-27	4499712	0	8561208	0	1224312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70705384	12238837304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-05-04	115382958	11171016479	127082023	16132068994	234927167	25056077100	185056648	15676544365	230230341	15379593877	250894343	48706902	289486849	16309879446	240252333	15516307782	187548958	36204186	249552272	18229472509	242760997	17648639687	288563781	43080786979	41788816	15960280897	59196016	18740822820	242176101	20713327443	273128390	19011185433	202515364	16693984555	217818659	18994855382	83066296	23290501145	177197922	18768875709	71819021	15369549736	359246384	16286653294	99168150	60787960	15802205052	100867591	13113507735	202283422	17996061378	315694684	24122743518	155597611	17440380813	94940789	11617310616	138226951	16306024481	178687154	25451245786	152643578	15792582034	164839686	26502624516	224919796	51573216	240007161	17459962435	189963796	37329368	263915516	48706902	222909448	16561272854	275215436	16823171150	184586970	15549851369	248987345	20249361643	181394906	44773994	222783114	22440211676	43014576	17827296417	87148496	37713131127	233163755	20180060104	276883001	23005625413	154060186	17350759632	213403748	20204697254	99915280	26212260288	161337585	20096263675
2026-05-11	39294446	13031739	46301063	23661626	50125759	15763300	12410328	19431748	16275300	59653660	19157652	11701804	15947760	15370252	15947760	11439772	32457014	48990764	16340808	18973192	20259224	19550700	16406316	23306503	72372140	18580144	16275300	16643892	28901605	26874055	19092144	15763300	16078776	20282767	35849947	18907684	108708284	11832820	19997192	16489321	33997532	18907684	19354176	11701804	16275300	39418592	15959824	12344820	15894316	15947760	23360006	19616208	20069298	12999900	12029344	12672360	18842176	16668348	19104208	19550700	19235224	8807388	18776668	15816744	11701804	16275300	15566776	12410328	15370252	67990408	19104208	19419684	17597524	305269940	16577754856	22826100	20146974	16013268	15173728	23284656	11832820	8610864	15239236	15685728	11898328	40906832	56705800	12344820	23699755	16328744	24275496	289489853	15042712	19223160	18711160	22826100	19235224	92669584	22445116	16275300	23269747
2026-05-18	25143708	23484204	20296116	25605958	33528732	20627444	29008680	17352044	28746648	22083757	54587531	24361400	25274724	35166926	71540241	17614076	39686484	24557924	24947184	39493117	58221909	25143708	26912424	23494420	21540768	44136573	35750080	42980052	22257568	26130116	17675796	18203648	234078856	19775840	25405740	43861918	45116452	24557924	25336444	30693340	43485949	28167060	20885688	43505090	18003336	25209216	38445620	55914031	29053463	263437722	33497936	25209216	22330652	45342291	24295892	28615632	30987984	38441832	34286049	202520702	43424228	25078200	27571292	25078200	28473472	54730612	32792100	27829536	21217016	25078200	41131448	54163752	40850470	28615632	24492416	34380336	23410578	27370980	47016873	48923112	30502147	45123648	29213846	17937828	33532520	27174456	21922573	154562160	20561936	288711230	31946188	17937828	33204980	14531412	29263668	28550124	30388136	103699756	23172604	64227286	28291880
2026-05-25	14203872	15021441	14727936	11259706	11059488	9843452	24022416	11265425	48709521	13315376	14269380	13708424	10862964	13814612	7260024	7132796	11190504	10080656	37299100	9646928	21241583	12553795	10731948	7906385	11190504	7001780	14962052	12653736	11907304	6805256	28545434	7778569	27240656	6739748	7456548	10801244	7522056	7601757	27821492	15040667	20157524	10146164	91134856	6608732	33245566	10797456	8202436	11321520	6281192	11321520	11689042	61727820	10146164	11190504	11392889	13968205	10801244	15121684	13380884	10928472	14376150	15617132	8139510	28219248	9253880	16526668	10211672	43542529	8075203	7456548	10342688	47037792	10015148	7587564	10211672	7194516	11750154	32335710	10408196	11190504	6608732	30946492	10039976	10993980	11113812	7391040	6739748	7587564	6805256	8173348	15063892	76408217	15005229	23468770	13884608	19324332	7752882	7325532	9712436	7456548	10473704
2026-06-01	41803080	30731130	62846712	7918798	6101220	10536496	6232236	5879868	33352548	5486820	5970204	6778034	63844105	5814360	6035712	6953038	5970204	16434932	6101220	5879868	7305192	6625284	65542226	37715394	14141164	11906604	6428760	7015188	7239684	38175312	21550856	5748852	23591856	5355804	6756300	5486820	43440780	16950720	7043160	8358851	6494268	6469440	6363252	5945376	5839188	6297744	5814360	6952824	5879868	6690792	6977736	6428760	5814360	6101220	5945376	6232236	5683344	13448207	5617836	19604410	5945376	20770618	6076392	6494268	5945376	6232236	6076392	6166728	5617836	6690792	8085336	6166728	6010884	6494268	5748852	28904444	8474754	6887316	5748852	90907762	5552328	6821808	5879868	35986862	5814360	6625284	5617836	6559776	5683344	6977652	7046892	6821808	5879868	6821808	5879868	14391132	5552328	6887316	5879868	6297744	5945376
2026-06-08	12345520	8143101	37466294	11228344	64233233	6739748	8930828	6805256	51511028	7132796	8930828	9753116	7522056	9951328	19182480	6739748	32565716	55870748	7391040	7001780	8042332	7784088	7587564	8430449	22490988	29077976	11387028	8653860	57893920	7460336	7522056	6412208	7456548	7067288	25747658	7067288	32731208	12628132	8762920	7769279	77834392	6477716	7653072	10185148	48603224	7129008	6543224	7391040	24255142	7784088	7889578	7587564	6739748	30274718	9765538	7718580	9884132	7849596	6870764	7456548	9459144	7522056	6608732	30668900	10190084	21147720	8573972	7391040	6608732	51728304	7198304	7587564	6870764	72564808	9888636	7456548	7754166	7260024	6608732	93835483	6674240	7063500	6674240	7194516	7263812	7325532	9665822	7587564	7067288	7976824	8494324	7718580	45813738	7391040	6543224	7718580	10608516	7653072	13202984	27613155	10034986
2026-06-15	7915104	11520702	7391040	8049814	43551456	9772512	7456548	6674240	7980612	11036318	66737242	7198304	7718580	6608732	29680629	9811476	29552348	7001780	7456548	6608732	8042332	7129008	54975098	8168417	7587564	16369424	20558148	10949556	33393928	7329320	7194516	6543224	6997992	6739748	7784088	10112708	7391040	10109742	7976824	45174347	43354932	45082596	7456548	6739748	28259164	30908412	10262972	8177136	56853368	32939160	46604806	7391040	10315904	7784088	6936272	13247617	6739748	7653072	6543224	8177136	46667688	7391040	6674240	7129008	43096688	7391040	20430920	54089317	6805256	7653072	21086000	21344244	6805256	49185144	6674240	10142376	8016198	58945836	43162196	6997992	19448300	63954286	10997768	39252292	49123424	21213228	6674240	27764028	6543224	36210772	24824584	32284080	20692952	46433808	7394828	69383280	6870764	7915104	6608732	68883195	10034986
2026-06-22	26960786	8012085	7325532	7722274	12435156	7263812	22744868	6739748	39286682	6674240	7653072	61414154	66327882	8115416	7849596	6739748	32303684	79148120	67403684	12707990	8238856	7063500	13614300	11959274	91099688	12823782	82942820	11012148	8107840	16218048	7194516	9229052	10928472	9760222	25616642	15218896	33517304	9577402	8173348	10447629	94292060	9110428	7476888	9220776	27800608	7260024	15298812	9769668	7190028	10228224	24976626	63074844	6076392	25578482	6076392	12219829	9380620	18230006	9089760	9049080	13216764	20705110	5814360	6559776	5683344	38963524	5945376	6363252	5748852	49652388	46039704	8852556	10894368	71799052	5552328	8787048	10755738	32758524	11173702	9376620	8369172	26831590	5879868	38158996	9286284	34335692	8740434	9376620	5945376	19031124	12877104	71318933	8727934	22047934	5748852	6297744	9155268	79613152	9013224	9966192	5945376
2026-06-29	120521898	162494745	150660881	5646926	125898856	8052752	116007148	7987374	145776452	4823464	31669680	16942444	67220166	4888972	5269956	4888972	4942416	7525352	5597496	8695450	5585432	9118450	52788506	5684851	20173380	5151004	5400972	5704056	16766874	4495924	5400972	4495924	207523288	4626940	4876908	4495924	5335464	4757956	5781956	9534256	4942416	4888972	82891512	8072340	5663004	5007924	5216512	5007924	4692448	238978410	5410814	5663004	4757956	5335464	5085496	5400972	4954480	5269956	5216512	184022618	4823464	5138940	4823464	28089260	4823464	5400972	4757956	5269956	7895698	5466480	5151004	4942416	4888972	5138940	8299892	5138940	5669706	4942416	8545106	5073432	4757956	187123418	8182356	5663004	8011688	5466480	4888972	92287436	8454654	260378670	9745232	5269956	4692448	5663004	9002588	5204448	4888972	5269956	4692448	5466480	4888972
