date	bytes_sent	number_of_requests	number_of_downloads
2025-10-02	563761283794	67260	100
2025-10-03	1134326429084	51700	200
2025-10-04	882950200	2960	40
2025-10-06	15800836042	1880	<50
2025-10-07	672192621	2200	<50
2025-10-08	15943996254	340	<50
2025-10-10	220582813	680	<50
2025-10-12	38677928	60	<50
2025-10-16	41494772	60	<50
2025-10-18	4085730	<50	<50
2025-10-21	68025976	<50	<50
2025-10-23	863672876067	120	100
2025-10-26	39267500	60	<50
2025-10-29	39136484	60	<50
2025-11-04	47856100	60	<50
2025-11-05	19273456	<50	<50
2025-11-06	19666504	<50	<50
2025-11-07	30154836	<50	<50
2025-11-08	19011424	<50	<50
2025-11-09	29041200	<50	<50
2025-11-10	19600996	<50	<50
2025-11-11	19607192	<50	<50
2025-11-12	116111320	280	<50
2025-11-13	19356607	<50	<50
2025-11-14	9767744	<50	<50
2025-11-15	10029776	<50	<50
2025-11-16	9505712	<50	<50
2025-11-17	9571220	<50	<50
2025-11-18	9767744	<50	<50
2025-11-19	9571220	<50	<50
2025-11-20	9636728	<50	<50
2025-11-21	9636728	<50	<50
2025-11-22	9505712	<50	<50
2025-11-23	9702236	<50	<50
2025-11-24	10029776	<50	<50
2025-11-25	9898760	<50	<50
2025-11-26	11995016	<50	<50
2025-11-27	9571220	<50	<50
2025-11-28	9833252	<50	<50
2025-11-29	9440204	<50	<50
2025-11-30	9505712	<50	<50
2025-12-01	9898760	<50	<50
2025-12-02	9505712	<50	<50
2025-12-03	9505712	<50	<50
2025-12-04	9898760	<50	<50
2025-12-05	10422824	<50	<50
2025-12-06	9636728	<50	<50
2025-12-07	10095284	<50	<50
2025-12-08	9505712	<50	<50
2025-12-09	19404472	<50	<50
2025-12-10	18094312	<50	<50
2025-12-14	178687154	<50	<50
2025-12-15	19197138804	3660	<50
2025-12-16	696757192	120	100
2025-12-17	22459681656	4300	<50
2025-12-18	27858025075	3540	60
2025-12-19	73382049421	7120	100
2025-12-20	202515364	<50	<50
2025-12-23	20180060104	3840	<50
2025-12-24	32357308839	6180	<50
2025-12-29	818713376777	180	<50
2025-12-30	32108229533	6120	<50
2025-12-31	18654725610	3560	<50
2026-01-02	15598558271	2980	<50
2026-01-03	20900876401	3980	<50
2026-01-05	37771216201	7220	<50
2026-01-06	19076932	<50	<50
2026-01-07	20397356338	3900	<50
2026-01-08	259610592	<50	<50
2026-01-09	456467027	80	<50
2026-01-10	38877298325	7420	<50
2026-01-11	24307800166	4640	<50
2026-01-16	19552039022	<50	<50
2026-01-17	117626307063	100	<50
2026-01-18	31048506879	80	<50
2026-01-19	48964119773	<50	<50
2026-01-23	16681503083	3200	<50
2026-01-24	23202293315	4440	<50
2026-01-25	11617310616	2220	<50
2026-01-27	52114815134	9960	<50
2026-01-28	48735535013	9320	<50
2026-01-29	54584854486	10420	<50
2026-01-30	63415313153	11120	<50
2026-01-31	44685293519	8520	<50
2026-02-01	18428864049	3520	<50
2026-02-02	34341378870	6560	<50
2026-02-03	38151099203	7280	<50
2026-02-04	103249359146	19720	<50
2026-02-05	864944099	200	<50
2026-02-10	19404472	<50	<50
2026-02-12	11639728456	2240	<50
2026-02-17	19600996	<50	<50
2026-02-19	193086634	<50	<50
2026-02-20	129727747	40	<50
2026-02-24	666310737	60	<50
2026-02-25	144260233	80	<50
2026-02-26	59124788	100	<50
2026-02-27	62619420	100	<50
2026-02-28	56494054	80	<50
2026-03-01	41201351	60	<50
2026-03-02	65942002	120	<50
2026-03-03	34995664	60	<50
2026-03-04	11598237	<50	<50
2026-03-05	16255872	<50	<50
2026-03-06	34042789	60	<50
2026-03-07	48396656	60	<50
2026-03-08	34396918	80	<50
2026-03-09	33902894	<50	<50
2026-03-10	33586622	60	<50
2026-03-18	28589696	60	<50
2026-03-19	733376164	100	80
2026-03-20	17308216	<50	<50
2026-03-26	7329320	<50	<50
2026-03-27	62305161	<50	<50
2026-03-28	7474964	<50	<50
2026-03-29	76404581	<50	<50
2026-03-30	3668449	<50	<50
2026-04-04	13167108	<50	<50
2026-04-05	6485292	<50	<50
2026-04-10	18241240	<50	<50
2026-04-14	18902950	<50	<50
2026-04-20	9381748	<50	<50
2026-04-21	985203020	120	80
2026-04-22	16325596	<50	<50
2026-04-28	14285232	<50	<50
2026-04-30	12309542688	<50	<50
2026-05-08	863673368496	100	100
2026-05-12	36204186	<50	<50
2026-05-13	345826737	360	100
2026-05-14	418872143	420	100
2026-05-15	17033454145	760	100
2026-05-16	759169009	460	100
2026-05-17	840894206	460	100
2026-05-18	826637176	480	180
2026-05-19	1395662270	420	120
2026-05-20	382521958	400	100
2026-05-21	465178880	520	120
2026-05-22	388483344	400	100
2026-05-23	395065310	420	100
2026-05-24	368551556	460	100
2026-05-25	259653884	420	100
2026-05-26	317426205	500	100
2026-05-27	227451969	580	140
2026-05-28	246722716	560	120
2026-05-29	125797434	400	100
2026-05-30	170554393	480	100
2026-05-31	235922390	460	100
2026-06-01	136477163	380	100
2026-06-02	329425628	660	120
2026-06-03	224284553	380	120
