region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	1514364553437	180696	291	163
VPN	873824711545	2962	736	203
GitHub	25371018809	55389	8686	8264
KOR/41	1503865860211	223	218	3
USA/MD	125332186	374	101	102
CHN	733520051676	98744	1	103
USA	1222635683518	68597	103	39
AWS/ap-southeast-1	1172396676	207	207	0
USA/MA	906182939279	21288	10	129
USA/DC	755700288	101	101	0
KOR/30	876065441283	158	104	3
AWS/us-east-2	1085193097	6	6	0
IDN/BT	1375668	1	1	0
BLR/HM	15525396	1	1	0
USA/UT	41532072	1	1	0
JPN/26	545622824	8	8	0
MEX/CMX	120055234	396	75	53
VNM/26	6354276	1	1	0
MYS/10	6157752	2	2	0
MEX/SIN	7598928	1	1	0
AGO/LUA	9236628	1	1	0
ALB/11	9760692	1	1	0
USA/CA	24635320	44	5	5
BRA/SP	26596248	1	1	0
USA/MN	13625664	1	1	0
MAR/03	2423796	1	1	0
PAK/PB	1768716	1	1	0
FRA/CVL	2227272	1	1	0
VNM/HN	25220580	3	3	0
USA/VA	9374888	16	1	1
CHL/RM	202716310	6	6	0
USA/NH	1184641799	1640	251	193
VNM/SG	43235280	4	4	0
CHE/VD	42161872	173	6	6
USA/IL	70764027	20	3	3
JPN/13	230765916	2	2	0
USA/PA	83151	4	0	1
JPN/28	115382958	1	1	0
KOR/11	311964302	2	2	0
ECU/M	3406416	1	1	0
CRI/SJ	6878340	1	1	0
IDN	7926468	1	1	0
ETH/AA	2358288	1	1	0
NGA/FC	13363632	1	1	0
MDA/CU	1965240	1	1	0
NPL	10808820	1	1	0
USA/VT	81679384	104	16	4
BOL/S	4258020	1	1	0
FRA	1	1	0	1
USA/NY	70705384	1	1	0
GCP/us-central1	256601304	5	5	0
BRA/BA	2685828	1	1	0
FRA/HDF	27906408	1	1	0
ZAF/GP	22600260	2	2	0
IRQ/BG	12839569	2	1	1
IDN/JT	2030748	1	1	0
MEX/PUE	15983952	1	1	0
VNM/45	11660424	1	1	0
QAT/DA	7533420	1	1	0
ARG/S	3668448	1	1	0
VNM/68	31771380	1	1	0
CHN/GS	8974596	1	1	0
ARG/C	3668448	1	1	0
PHL/03	14477268	1	1	0
MYS/07	917112	1	1	0
VNM	8254008	1	1	0
FRA/IDF	11599404	12	3	3
BGD	6681816	2	2	0
USA/MI	8814718	5	1	1
EST/37	36204186	1	1	0
IDN/YO	8516040	1	1	0
VNM/21	1310160	1	1	0
VNM/39	9826200	1	1	0
ARE/DU	27578868	1	1	0
CHL/BI	6354276	1	1	0
BRA/RS	11201868	1	1	0
SGP	3275400	1	1	0
