region	bytes_sent
GitHub	2134874108
US/California	582614014
GB/England	345711024
AWS/us-east-2	331910984
VPN	197135288
AU/Victoria	176389137
GCP/us-central1	128557784
PT/Lisbon	127220440
US/Maryland	123669712
AWS/us-east-1	116001905
FR/Île-de-France	99796640
US/Pennsylvania	85406976
US/New York	69215764
US/Michigan	49898320
US/Massachusetts	49898320
AWS/us-west-2	49898320
US/Illinois	49898320
NL/North Holland	49898320
US/Oregon	43254752
US/Washington	41138656
CA/Quebec	39680296
IN/Maharashtra	39040400
US/Georgia	21639408
US/Virginia	21614608
CN/Shanghai	19572184
NO/Oslo	19567352
US/Texas	18638256
VN/Kiên Giang Province	17636008
VN/Ho Chi Minh	17636008
SE/Stockholm	17634640
US/Rhode Island	16531848
IN/Telangana	10807304
US/Wisconsin	10807304
JP/Tokyo	10807304
US/Indiana	10807304
SG/Singapore	10807304
HK/Hong Kong	8818688
