week_start	Neurophysiology
2021-08-09	49898320
2021-08-16	49898320
2021-11-15	5939109
2022-02-14	162109560
2022-04-11	83730312
2022-05-02	174317904
2022-05-16	211496
2022-07-11	49898320
2022-07-25	48069304
2022-08-01	566287064
2022-08-08	515317040
2022-08-15	229268104
2022-08-22	118453736
2022-08-29	264569904
2022-09-05	273282800
2022-10-03	8817320
2022-11-28	49898320
2022-12-26	10807304
2023-01-09	38178824
2023-01-23	22291488
2023-01-30	45730912
2023-02-13	19625992
2023-02-20	10807304
2023-04-10	19572184
2023-04-17	64843824
2023-04-24	70856053
2023-05-01	19894648
2023-05-08	19520200
2023-05-22	1691968
2023-05-29	22927633
2023-06-05	1480472
2023-06-12	1691968
2023-06-19	234192432
2023-06-26	89382592
2023-07-03	15808408
2023-07-10	1480472
2023-07-17	1480472
2023-07-24	40520872
2023-07-31	101277112
2023-08-07	1480472
2023-08-14	1480472
2023-08-21	1437616
2023-08-28	60675560
2023-09-04	189573609
2023-09-11	1480472
2023-09-18	1480472
2023-09-25	32019472
2023-10-02	422992
2023-10-09	422992
2023-10-16	9241680
2023-10-23	49793896
2023-10-30	20154688
2023-11-13	68355072
2023-11-20	64450528
2023-11-27	50109816
2023-12-04	40526280
2023-12-11	19943192
2024-01-01	39040400
2024-01-22	63868992
2024-02-12	54679608
2024-02-19	94767020
2024-02-26	18638256
2024-03-04	22042464
2024-03-11	80794736
2024-03-18	183928716
2024-03-25	90131956
2024-04-01	32394452
2024-04-15	230469816
2024-06-10	10807304
2024-07-08	79098520
2024-07-22	46693412
2024-08-26	93948444
2024-09-09	217875016
2024-09-16	30460832
2024-09-23	221666352
2024-09-30	42988368
2024-10-21	34169680
2024-11-04	39950300
2024-11-11	21737344
2024-11-25	10807304
2024-12-02	19572184
2025-02-24	10807304
2025-04-14	49898320
2025-05-12	8818688
2025-06-09	47343784
2025-06-23	7712640
2025-07-14	2570880
2025-07-21	8818688
2025-07-28	10753496
2025-08-11	10701512
2025-08-18	8817320
2025-09-08	10807304
2025-09-15	49898320
2025-09-29	19265676
2025-10-06	46109540
2025-11-10	10338632
2025-12-08	8818688
2025-12-15	185806912
2025-12-29	8817320
2026-01-12	58716552
2026-01-26	10701512
2026-02-02	10807304
2026-02-16	64602920
2026-02-23	13479676
2026-03-02	65770384
2026-03-16	64806524
2026-03-23	23923112
2026-03-30	13065984
2026-04-06	23776148
2026-04-13	49898320
2026-04-20	51893980
2026-04-27	17588784
2026-05-11	8817320
2026-05-18	41162888
2026-05-25	11551496
2026-06-01	25456120
2026-06-08	21489088
