region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	175971635334	21429	497	60
VPN	661567188	209	209	0
USA/MA	177370926545	3513	16	169
AWS/ap-southeast-1	594858945	306	306	0
GCP/us-west4	200331610947	207	207	0
GCP/us-central1	142558275900	134	134	0
USA	175357598551	200	200	0
AWS/us-east-2	158237075	22	22	0
USA/VT	4401481365	6	3	1
USA/PA	2396345594	5	2	1
USA/FL	5110567271	15	12	1
USA/AL	367	1	1	0
VNM/SG	1686	1	1	0
USA/CA	45	1	1	0
GitHub	1842	2	1	1
PRT	1005	1	1	0
