date	bytes_sent	number_of_requests	number_of_downloads
2026-03-04	15043965529	1800	<50
2026-03-05	96671869615	10100	60
2026-03-06	81660527846	1640	60
2026-03-09	24774	<50	<50
2026-03-10	1453867095	240	<50
2026-03-11	1542704631	120	80
2026-03-12	1005	<50	<50
2026-03-16	26216529	<50	<50
2026-03-17	1204	<50	<50
2026-03-18	77281962995	9240	<50
2026-03-19	77920619129	1780	280
2026-03-20	1019245	<50	<50
2026-03-21	3058695	<50	<50
2026-03-25	1935	<50	<50
2026-03-26	1833	<50	<50
2026-03-27	3666	<50	<50
2026-04-05	342889886847	340	340
2026-04-21	466756870	100	100
2026-05-14	5110567226	<50	<50
2026-05-15	1616960140	<50	<50
