date	bytes_sent	number_of_requests	number_of_downloads
2024-12-12	43187902872	5200	<50
2024-12-13	29871648	<50	<50
2024-12-14	355880990	<50	<50
2025-01-30	539088481	600	100
2025-01-31	6535854	<50	<50
2025-02-06	144554991	200	<50
2025-02-11	442666764	<50	<50
2025-02-15	476915678	<50	<50
2025-02-19	511787892	660	100
2025-03-04	7598928	<50	<50
2025-03-06	10022724	<50	<50
2025-03-13	5895720	<50	<50
2025-03-28	2400130192	2820	<50
2025-04-02	3951250111	5080	<50
2025-04-04	1457950274	1680	<50
2025-04-07	2668720856	3120	<50
2025-04-09	1020259762	1400	<50
2025-04-10	545564434	700	<50
2025-04-17	4496841233	5820	<50
2025-07-01	342488168	<50	<50
2025-07-26	2509622811	60	<50
2025-07-27	423407809	<50	<50
2025-07-28	1151825797	<50	<50
2025-07-30	4058732363	80	<50
2025-07-31	317366250	<50	<50
2025-08-01	1663704281	<50	<50
2025-08-02	1579549142	<50	<50
2025-08-03	1073203881	<50	<50
2025-08-04	2005704843	<50	<50
2025-08-05	1976218350	<50	<50
2025-08-06	1081891258	<50	<50
2025-08-07	2540035109	60	<50
2025-08-08	809052808	<50	<50
2025-08-09	1043170724	<50	<50
2025-08-10	2774826501	60	<50
2025-08-11	2234723282	<50	<50
2025-08-12	2394473247	<50	<50
2025-08-13	875175114	<50	<50
2025-08-14	1568483175	<50	<50
2025-08-15	2088271046	<50	<50
2025-08-16	304111527	<50	<50
2025-08-17	846670763	<50	<50
2025-08-18	1232628461	<50	<50
2025-08-19	333360525	<50	<50
2025-08-23	437024045	<50	<50
2025-08-24	863355125	<50	<50
2025-08-27	712284993	<50	<50
2025-08-28	347884598	<50	<50
2025-08-29	3251538666	60	<50
2025-08-30	889133033	<50	<50
2025-08-31	1189381735	<50	<50
2025-09-01	1141434321	<50	<50
2025-09-02	1330608938	<50	<50
2025-09-04	2118434357	<50	<50
2025-09-05	417803025	<50	<50
2025-09-06	1103543142	<50	<50
2025-09-07	412880528	<50	<50
2025-09-08	429605017	<50	<50
2025-09-09	857145175	<50	<50
2025-09-10	906914216	<50	<50
2025-09-11	470440399	<50	<50
2025-09-12	839468799	<50	<50
2025-09-13	436682300	<50	<50
2025-10-08	20154932	<50	<50
2025-12-12	442666764	80	<50
2025-12-13	476915678	100	<50
2025-12-15	1152623035	220	<50
2025-12-16	1620717943	280	100
2025-12-17	349383079	60	<50
2025-12-18	44730639279	400	100
2025-12-19	1470843324	180	100
2025-12-22	827248577	160	<50
2025-12-24	723748314	140	<50
2025-12-28	806410157	160	<50
2025-12-30	399756358	80	<50
2025-12-31	899959215	180	<50
2026-01-02	675146381	120	<50
2026-01-04	1747930797	340	<50
2026-01-05	1039548003	200	<50
2026-01-08	320546463	60	<50
2026-01-09	815505957	80	<50
2026-01-10	334289817	60	<50
2026-01-11	903932779	180	<50
2026-01-16	11804285498	60	<50
2026-01-17	12941745557	60	<50
2026-01-18	6617078937	<50	<50
2026-01-19	3596422308	<50	<50
2026-01-23	4617609284	880	<50
2026-01-24	1509646649	280	<50
2026-01-26	1735090755	260	<50
2026-01-27	2015212999	380	<50
2026-01-28	2264604930	440	<50
2026-01-29	3491255345	680	<50
2026-01-30	2541627403	480	<50
2026-01-31	3391171021	660	<50
2026-02-01	1365676452	260	<50
2026-02-02	415290140	80	<50
2026-02-03	366802921	80	<50
2026-02-04	3248332065	620	<50
2026-02-05	2032357848	400	<50
2026-02-20	183915460	60	<50
2026-02-25	421182890	60	<50
2026-02-26	74606234	60	<50
2026-02-27	56058064	60	<50
2026-02-28	24847808	<50	<50
2026-03-01	53422688	60	<50
2026-03-02	29791563	<50	<50
2026-03-03	49757535	60	<50
2026-03-04	19382891	<50	<50
2026-03-05	40157491	<50	<50
2026-03-06	43195995	60	<50
2026-03-07	25126632	<50	<50
2026-03-08	65160582	80	<50
2026-03-09	37063440	<50	<50
2026-03-10	35550608	<50	<50
2026-03-19	625666908	80	80
2026-03-26	16336320	<50	<50
2026-03-27	10153740	<50	<50
2026-03-28	377010057	<50	<50
2026-03-29	402220609	<50	<50
2026-03-30	944939155	<50	<50
2026-03-31	1509006456	<50	<50
2026-04-01	2398585305	<50	<50
2026-04-02	1194120217	<50	<50
2026-04-03	944746922	<50	<50
2026-04-04	37732610	<50	<50
2026-04-05	39894373	<50	<50
2026-04-06	20569512	<50	<50
2026-04-08	5109624	<50	<50
2026-04-09	1048128	<50	<50
2026-04-10	9826200	<50	<50
2026-04-11	1048128	<50	<50
2026-04-13	68062815	<50	<50
2026-04-14	8778072	<50	<50
2026-04-15	19062829	<50	<50
2026-04-16	8188502	<50	<50
2026-04-17	43628330	<50	<50
2026-04-19	17556147	<50	<50
2026-04-21	860961493	80	80
2026-04-22	74351588	<50	<50
2026-04-23	30264702	<50	<50
2026-04-24	16835557	<50	<50
2026-04-25	6485292	<50	<50
2026-04-26	20700528	<50	<50
2026-04-28	6747324	<50	<50
2026-04-30	11791440	<50	<50
2026-05-01	23844912	<50	<50
2026-05-02	8909089	<50	<50
2026-05-03	6223260	<50	<50
2026-05-06	16311493	<50	<50
2026-05-12	12506951	<50	<50
2026-05-15	24534940	<50	<50
2026-05-16	1295460822	120	<50
2026-05-17	2307114495	200	<50
2026-05-18	377885293	100	80
2026-05-19	28759906	<50	<50
2026-05-20	17633257	<50	<50
2026-05-21	147753205	<50	<50
2026-05-22	119971169	<50	<50
2026-05-23	67729782	<50	<50
2026-05-24	61226403	60	<50
2026-05-25	46891671	60	<50
2026-05-26	18390986	<50	<50
2026-05-27	37934796	140	<50
2026-05-28	31537526	120	<50
2026-05-29	25892099	60	<50
2026-05-30	8573610	<50	<50
2026-05-31	11197731	<50	<50
2026-06-01	2960778	<50	<50
2026-06-02	170053809	60	<50
2026-06-03	231167870	60	<50
2026-06-04	256024335	60	<50
2026-06-05	206808689	60	<50
2026-06-06	60267360	<50	<50
2026-06-07	48541428	<50	<50
2026-06-08	72255325	<50	<50
2026-06-09	654388943	<50	<50
2026-06-10	253829295	140	<50
2026-06-11	351983339	100	<50
2026-06-12	369272058	160	60
2026-06-13	99337794	140	<50
2026-06-14	142774174	60	<50
2026-06-15	88859304	<50	<50
2026-06-16	168148858	<50	<50
2026-06-17	91945914	<50	<50
2026-06-18	41382620	60	<50
2026-06-19	94405438	60	<50
2026-06-20	47104002	80	<50
2026-06-21	55126788	80	<50
2026-06-22	5571162	<50	<50
2026-06-23	41359712	80	<50
2026-06-24	16249608	60	<50
2026-06-25	21921146	100	<50
2026-06-26	132732958	140	80
2026-06-27	25991671	60	<50
2026-06-28	43198481800	160	120
2026-06-29	7155072336	60	<50
2026-06-30	19465386	80	<50
2026-07-01	27358970	<50	<50
2026-07-02	13917792	60	<50
2026-07-03	16639930	60	<50
2026-07-04	16179286	60	<50
2026-07-05	5226196	<50	<50
2026-07-06	4319974886	1080	<50
2026-07-07	1616720848	400	<50
2026-07-08	43076948	80	<50
2026-07-09	130313614	140	80
2026-07-10	39677484	100	<50
2026-07-11	13838839	60	<50
2026-07-12	2568812	<50	<50
