region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	64432251208	5789	12	117
AWS/us-east-1	43187902872	5202	0	108
USA/NY	727533832	807	105	101
USA	14904682720	2748	108	35
AWS/ap-southeast-1	1048772926	195	195	0
USA/MA	71780007754	4383	2	159
GitHub	7199464846	23692	1025	804
GCP/us-west1	442666764	1	1	0
VPN	57559740294	2063	870	160
USA/MD	43232465564	138	118	5
AWS/us-east-2	19881711504	16120	121	27
USA/IL	1156896108	219	213	2
GCP/us-east1	23517372	3	3	0
IDN/KI	7860960	1	1	0
FRA/IDF	18978446	72	13	13
MEX/CMX	76775064	231	48	47
GEO/KK	1113636	1	1	0
SAU/02	1	1	0	1
TUR/06	5961228	1	1	0
IDN/YO	26923788	5	5	0
MAR/07	10612296	2	2	0
SGP	18211224	4	4	0
USA/VA	15197856	4	4	0
EST/37	12506951	1	1	0
CHN/SH	12506951	1	1	0
CHE/VD	2448624	8	2	2
GCP/us-central1	710876109	3	3	0
USA/WA	8663608	6	2	2
AWS/us-west-2	20699636	26	6	2
IRQ	13232616	2	2	0
VNM/DN	37339560	4	4	0
IND	17949192	2	2	0
CAN/BC	10677804	1	1	0
NPL	8188500	1	1	0
VNM/69	10415772	1	1	0
PHL/00	9564168	1	1	0
CHL/LL	3406416	1	1	0
BRA/PE	25482612	2	2	0
USA/CA	10260628	15	5	4
USA/PA	496090954	552	4	1
USA/NM	545564434	704	7	2
VNM/HP	13429140	1	1	0
VNM/52	10481280	1	1	0
BRA/SC	9695184	1	1	0
AUS/WA	1048128	1	1	0
MEX/TAM	139851416	1	1	0
VNM/HN	40287420	8	8	0
MYS/14	4323528	4	4	0
VNM/49	7336896	1	1	0
PAK/PB	15983952	2	2	0
BGD/G	13887696	1	1	0
IDN/JB	7271388	1	1	0
BGR	5633688	1	1	0
VEN/V	7402404	1	1	0
IRQ/BG	14346252	4	4	0
SRB/00	10808820	1	1	0
ARE/DU	851604	1	1	0
MAR/04	10743312	1	1	0
IDN/SU	2947860	1	1	0
DEU/HE	16114968	1	1	0
COL/DC	4978608	1	1	0
JOR/AM	10350264	2	2	0
JAM/01	20110956	2	2	0
VNM/SG	156236580	7	7	0
BRA/MS	1048128	1	1	0
TUR/34	11463900	1	1	0
KEN/30	13625664	2	2	0
MAR/03	8647056	1	1	0
BOL/C	6288768	1	1	0
MAR/06	4716576	1	1	0
ZAF/GP	12381012	1	1	0
MEX	24565500	2	2	0
TUR/35	2751336	1	1	0
BLR/VI	1113636	1	1	0
MEX/COA	1	1	0	1
CIV/AB	2751336	1	1	0
AZE/BA	4061496	1	1	0
IND/TN	12446520	1	1	0
BGD/C	24762024	2	2	0
ESP/CT	11070852	1	1	0
CHN/BJ	917112	1	1	0
CAN/AB	2947860	1	1	0
FRA/NOR	8909088	1	1	0
VNM/35	8843580	1	1	0
NPL/P3	10677804	1	1	0
ARG/B	4323528	1	1	0
BRA/RO	1	1	0	1
BHS/NP	1113636	1	1	0
BRA/MA	435330190	1	1	0
BRA/RS	14804808	2	2	0
GBR/ENG	15918446	3	1	2
ITA/72	14346252	1	1	0
IND/KL	417981297	1	1	0
CAN/NS	7205880	1	1	0
RUS/IRK	8057484	1	1	0
BRA/ES	4323528	1	1	0
VNM/39	12446520	1	1	0
IDN/JK	9040104	1	1	0
XK	2358288	1	1	0
CAN/QC	16311492	1	1	0
VNM/20	1375668	1	1	0
VNM/37	12708552	1	1	0
USA/KY	11922456	1	1	0
COL/VAC	2685828	1	1	0
BRA/PA	7533420	1	1	0
HKG	4585560	1	1	0
NGA/FC	1703208	1	1	0
BRA/SP	2358288	1	1	0
ECU/P	1441176	1	1	0
ARG/M	3078876	1	1	0
USA/NJ	6535854	6	1	1
FRA/OCC	12708552	1	1	0
IDN/BT	3930480	1	1	0
POL/14	10219248	1	1	0
MEX/SIN	11070852	1	1	0
ZAF/KZN	917112	1	1	0
BGD	22141704	2	2	0
PHL/40	7664436	1	1	0
GBR/WLS	11005344	1	1	0
IRQ/WA	9367644	1	1	0
