region	bytes_sent
US/California	493596303572
AWS/us-east-2	366362939030
US/Massachusetts	331959533919
NL/North Holland	188791858939
US/Maryland	174597568690
AWS/us-east-1	155128050519
DE/Baden-Wurttemberg	154863459017
US/Wisconsin	154863459017
VPN	100461053614
US/Michigan	56422891753
CN/Shanghai	41777227826
FI/Uusimaa	23667212372
CN/Beijing	23096743548
HK/Hong Kong	16356714489
CA/British Columbia	11733782564
GCP/us-west1	10858437983
GCP/us-central1	9187744380
GitHub	5237262489
CA/Quebec	3609390236
US/Georgia	3464813257
AWS/eu-west-2	2627579132
US/Texas	2344606512
US/Delaware	1807677372
US/Nevada	1530632945
US/New Jersey	1530632945
GCP/us-east4	1530632945
IR/Razavi Khorasan	1173920620
NO/Oslo	1144154028
US/Washington	959965822
US/Colorado	625523324
PL/Mazovia	214451804
US/Rhode Island	190831360
GB/England	120527381
AWS/eu-central-1	57131908
DE/Hesse	56940632
TW/Taiwan	44463880
AWS/ap-southeast-1	42804780
US/Ohio	41410308
AWS/eu-west-1	40084016
IR/Tehran	34223572
US/Pennsylvania	33049672
US/Connecticut	31686904
US/Florida	26014832
US/Virginia	24910992
US/New York	20174800
AWS/eu-central-2	17358364
ZA/Gauteng	14135532
