week_start	sub-BWRat17/sub-BWRat17_ses-BWRat17-121712_ecephys.nwb	sub-BWRat17/sub-BWRat17_ses-BWRat17-121912_ecephys.nwb	sub-BWRat18/sub-BWRat18_ses-BWRat18-020513_ecephys.nwb	sub-BWRat19/sub-BWRat19_ses-BWRat19-032413_ecephys.nwb	sub-BWRat19/sub-BWRat19_ses-BWRat19-032513_ecephys.nwb	sub-BWRat20/sub-BWRat20_ses-BWRat20-101013_ecephys.nwb	sub-BWRat20/sub-BWRat20_ses-BWRat20-101513_ecephys.nwb	sub-BWRat21/sub-BWRat21_ses-BWRat21-121113_ecephys.nwb	sub-BWRat21/sub-BWRat21_ses-BWRat21-121613_ecephys.nwb	sub-BWRat21/sub-BWRat21_ses-BWRat21-121813_ecephys.nwb	sub-Bogey/sub-Bogey_ses-Bogey-012615_ecephys.nwb	sub-Dino/sub-Dino_ses-Dino-061814_ecephys.nwb	sub-Dino/sub-Dino_ses-Dino-061914_ecephys.nwb	sub-Dino/sub-Dino_ses-Dino-062014_ecephys.nwb	sub-Dino/sub-Dino_ses-Dino-072114_ecephys.nwb	sub-Dino/sub-Dino_ses-Dino-072314_ecephys.nwb	sub-Dino/sub-Dino_ses-Dino-072414_ecephys.nwb	sub-Rizzo/sub-Rizzo_ses-Rizzo-022615_ecephys.nwb	sub-Rizzo/sub-Rizzo_ses-Rizzo-022715_ecephys.nwb	sub-Splinter/sub-Splinter_ses-Splinter-020515_ecephys.nwb	sub-Splinter/sub-Splinter_ses-Splinter-020915_ecephys.nwb	sub-Templeton/sub-Templeton_ses-Templeton-032415_ecephys.nwb
2025-09-08	0	1470449920	0	0	2312698857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-15	37258587	28436444	18141932	17204230	17025250	7752669	8510277	0	7850344	10358405	12078568	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	56997078	44529184	54691252	53006334	51341206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	0	19134600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	58987998	149446104	55885804	51347234	54194858	31541588	34572020	26503176	31467740	42229988	48247908	30202952	60465464	43942184	39832064	40264952	53953852	28594276	23569872	23193699	32412882	27076412
2025-10-13	48160377	37483716	45918924	37859388	35178688	33001596	34771112	26702268	31799560	42296352	48579728	29340220	59470004	44207640	40097520	40265780	53688396	32414592	31161040	29730380	38969880	36389460
2025-10-20	9565877	7443652	9900516	8369841	9043537	8150853	8510277	4684647	7850344	11088409	12012204	7799603	14651818	10819636	10007789	9900535	13405508	8037284	7856624	7863961	9742470	9512140
2025-10-27	70412067	53499208	65719956	58057975	60119287	54069591	60169215	47724429	56278860	74897939	84085428	55923673	103226366	75936544	70519071	70763753	94369468	57588268	56456376	52990443	68927294	68575900
2025-11-03	136576838	108392060	129847176	117841414	124154050	113448302	120736614	93856122	115744848	145150398	171223600	111649910	206983644	153664916	140507230	138342034	189004392	117897460	110191828	105781794	138120044	127529020
2025-11-10	114591432	89987464	113828892	101765372	103080596	94890220	103516968	81765904	96261412	125827232	146137368	94657060	178940924	130698364	118965280	117080956	162657924	98770148	95208584	92310248	115383268	111424756
2025-11-17	67027503	55423764	64790860	57327971	62972939	53671407	61297403	47591701	56545144	73172475	85147252	57450873	103160002	77396552	68196331	70431933	93838556	56858264	55726372	53123171	70320938	60944040
2025-11-24	111756839	88008488	91137368	94359083	113343215	104373503	116114067	74336393	109503616	86511639	150183972	86319213	174302210	129824112	106952907	120536753	152769788	105702168	92691120	77014211	128389438	128635320
2025-12-01	67956599	53499208	65388136	57195243	61181111	54600503	60965583	47923521	55616048	73172475	85147252	55327225	103690914	76467456	69390883	71161937	94701288	57389176	55261824	54649543	68529110	64992244
2025-12-08	58058902	45325552	55421256	51479962	52336666	46715106	52123486	40717042	48230252	63079526	72736864	47859442	88176364	65515092	59383094	60796854	81561236	11125864388	47338836	43998294	63233028	54551008
2025-12-15	1629391901	1547054684	5071582720	3190304865	2401439061	10638817246	5434614037	7641409003	4393560492	4378381689	9264596936	8889178835	23432567224	15072301420	9668375261	7214102935	8470799460	11160189056	10177345960	9650668525	6302107434	10702781676
2025-12-22	3061265890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7115520367	0	0	0	0	0	0
2025-12-29	9499513	7377288	9104148	8303477	8379897	7686305	8510277	6609203	7983072	10690225	9162195044	7865967	14856618	14971611104	10538701	9900535	13538236	8037284	8122080	7399413	10007926	8981228
2026-01-05	4838878323	3077180700	5124785392	5686458045	5025496022	7888429841	11644891842	7627074379	9553781096	4365307981	9703005456	8872056923	11767315038	15076545740	9671360649	7195786471	8489168420	11163638000	10164139524	9636134809	6285184614	21295554228
2026-01-12	0	0	7264921736	0	4055258085	10457126077	0	0	0	0	0	29241335	16452392928	0	0	15663095144	0	21298414172	0	0	0	15361927376
2026-01-19	38329872	31101888	37611144	34275732	35245052	30612492	33974744	27166816	32264108	42229988	48911548	32658420	60156476	44340368	39566608	41128512	54418400	32613684	31359304	30062200	12027649506	36455824
2026-01-26	57727082	2062192597	55885804	3156376907	2364040063	48108750	5397750647	42243414	47367520	4340742059	74993240	8855528621	90732444	67240556	9630905951	433183332	8428923816	49219164	47670656	9619411427	6263443298	10667697308
2026-02-02	40718976	29973700	38540240	33280272	34515048	31077040	34970204	7601168479	32728656	41964532	49376096	31862052	59426472	44473096	38372056	39933960	55480224	33277324	10132447572	31455844	39102608	36787644
2026-02-09	39325332	29708244	37212960	33811184	34249592	30280672	34638384	27100452	31865924	42163624	48513364	35445708	60820116	44207640	40562068	39867596	53821124	32348228	32156500	31323116	39633520	35924912
2026-02-16	35231798	34239184	35280968	34559482	32444530	34182162	37806044	13616590	37894804	39272322	45730408	16196482	30111420	23431100	19617394	20331982	26811016	16406388	15646884	14931554	19949488	17962456
2026-02-23	40519884	31101888	37743872	35072100	34913232	38763345	43745937	26768632	32197744	41699076	49243368	31463868	60222840	56155464	39500244	40199416	67757544	38720704	31227404	38125253	50703270	37849468
2026-03-02	9698605	6050008	9635060	6909833	8578989	0	0	7339207	8314892	11154773	12012204	5205699	14253634	0	0	0	0	0	7989352	0	0	9313048
2026-03-09	1530632945	78608154877	2488291980	3104963309	2312698857	0	0	0	0	0	0	0	0	0	9808697	9900535	0	0	0	0	0	0
2026-03-16	70793284	51829756	49623028	23259308	28409560	46274396	30855636	21061328	48855108	48401840	75589876	28012940	61483756	47592204	39367516	53737672	44065616	50332872	24989188	25018536	44544456	37650376
2026-03-23	22965707	23489472	2520462201	21321067	28416147	20924698	17369847	16202209	15915252	48579976	31237360	10818223006	66654462	45597192	29035403	25293041	38104292	25706376	22269000	21951695	24638666	26168360
2026-03-30	1548075606	1472994584	1369024	5749049	6611780	0	0	0	7034585	0	0	0	64813009	4421768	7468130373	0	100806917	59196688	1061824	0	0	3915476
2026-04-06	16846317931	14722747512	22410174120	27950708905	20814289713	44285542033	42768733672	60577678680	34487120141	29949278671	64046169852	61655542445	81536248278	90838490632	57428340774	42702744982	50080193640	66490133328	60626566569	57455266086	31030251510	53062413300
2026-04-13	1560106393	2526732762	2506649196	3164386523	2344931414	5293535121	5350976242	7589048589	4315541472	4278011477	9155624321	9083313577	11655181983	14962171908	9598085582	7116762371	8365712537	11078117836	10101854188	9590466895	6250001759	10617530944
2026-04-20	1878440925	1775257737	2692141140	3181260329	2652839925	5745279773	5672264169	7963451684	4548329272	4394416317	9759214628	9378132547	12100959562	268917136	10073511997	7601793833	1202671144	493185796	741971998	1153478956	2267692964	261985456
2026-04-27	25849844	13149700	10900820	11033548	6520796	5682684	11847045	4910936	5616320	10659984	5991304	5110028	1966300	4180932	71673122	730004	8162773	10352784	4211968	4114568	0	0
2026-05-04	1530632945	1470449920	2488291980	3114453362	2312698857	5279870173	5346091709	7582933067	4310782176	4327767353	9156354692	8814383827	11665357179	14960791468	9618480836	7133664483	8346698940	11076844316	10136326724	9575877681	6206050302	10612482660
2026-05-11	0	8329216	0	0	9663989	0	0	490896615	5730616	0	0	0	0	14834962348	0	0	7318137340	10749688604	10330784572	8003182712	0	0
2026-05-18	139063461	256967268	167046072	273792840	179926840	67218593	52374754	260325006	26441412	18396289	44972576	14051446	92701866	37315584	24406961	28319743	7019592	58431236	53888156	40999951	38528686	13097540
2026-05-25	8657992	10125496	5988096	6331332	9306296	6041256	5510708	5514340	1175640	8548096	7893688	7920740	8474236	5407944	15040381	5565292	7311800	35142000	87123128	592795834	4664191278	255436448
2026-06-01	15656029	8138496	3079496	21325057	4851189	3802004	64897126	0	2874696	4031424	15834196	29110219	0	0	0	0	0	0	10817332	0	30925624	10379058668
2026-06-08	3832404	26692828	4687568	4784260	16403668	16997024	25151956	13670984	0	24952864	0	0	11414608	25483776	38159300	23691948	18979276	0	0	26943784	24023768	34044732
2026-06-15	0	6658700	0	10279749	24994073	0	0	0	14201896	0	0	0	11149152	34442916	65766724	21268035	0	0	40547188	81835545	0	0
2026-06-22	1534017509	2946043584	2491742908	3104963309	2312698857	5283918377	5366167822	7572209835	4313834920	4276733437	9169998488	8807934635	11649855738	4247296	9572518317	7119900391	0	3052744	0	0	0	0
