region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	267437045232	5050	31	11
CHN	239408467064	21890	102	50
USA/NY	171064105942	2487	61	23
HKG	16370850021	1953	2	2
GCP/us-west4	36465972410	5251	56	53
GCP/us-central1	407674580507	6056	160	112
USA/MA	561501812233	6727	57	67
USA/NV	321144227774	12128	22	45
USA/NH	23933582728	96970	2555	2294
USA	263545872907	13016	60	11
USA/SD	154863459017	22	22	0
VPN	396629992254	6704	422	167
GitHub	8338049409	133309	326	448
AWS/us-east-1	194547474921	26129	89	235
GCP/asia-southeast1	58419522761	12703	165	122
USA/WI	154879585469	23	23	0
AWS/us-east-2	367025309950	909920	60	64
USA/VT	1719710133	5748	181	116
USA/IN	1196429028	3024	176	57
AWS/eu-west-3	11139040950	3028	12	12
USA/CA	332725968460	796	129	66
KOR/28	175723342892	47	38	4
AWS/ap-southeast-1	493680140	69	69	0
AWS/eu-central-1	32742979479	4524	72	82
IRN/23	151509169905	56	23	13
CAN/QC	204649492176	1177	21	67
AWS/me-central-1	3898657715	1261	19	24
ITA/45	3384496819	657	0	19
GCP/europe-west4	66818604942	2444	67	59
USA/MI	224524787353	68	39	1
AWS/us-west-2	1751271032	1397	36	28
ARG/B	85941381	6	5	1
KOR	154863459017	22	22	0
USA/DC	374123091	855	66	30
DOM	12874616	1	1	0
IRQ	17851916	2	2	0
CHN/SH	154949305305	28	22	6
IRQ/DA	14931900	1	1	0
USA/NE	223236504751	37	37	0
GCP/us-west1	186082154069	21907	136	80
USA/VA	1774281278	577	12	7
USA/GA	4782553725	679	6	22
ITA/52	5847805013	1138	0	25
USA/IL	19350805614	125	32	4
GBR/ENG	1300923240	2852	43	51
USA/MD	173102416280	209	40	11
DEU/BW	154863459017	22	22	0
USA/TN	29465616	2	2	0
USA/TX	28337428	3	3	0
USA/FL	69880608	9	8	1
USA/NC	8826782011	2	2	0
MEX/CMX	898244584	3399	86	56
GCP/australia-southeast1	306553314	361	25	25
GCP/asia-east1	78344077163	1212	42	36
GCP/europe-west1	300934862	331	22	22
GCP/us-east1	118461406705	4729	50	33
CHN/BJ	23133776406	188	71	29
ARG/E	1128188	1	1	0
BGR/16	159178167783	27	26	1
BRA/RS	40880224	3	3	0
PAK/PB	42472960	6	6	0
AWS/eu-central-2	689714844	29	7	1
VNM	43667512	6	6	0
FIN/18	23667212372	10	10	0
VNM/HN	145270796	8	8	0
GBR/SCT	14732808	2	2	0
CHE/VD	51654999	198	14	11
MYS/01	1061824	1	1	0
IND	7826355	33	2	1
BGD/C	10419148	2	2	0
VEN/I	6901856	1	1	0
KAZ/63	11215516	1	1	0
RUS/ULY	7963680	1	1	0
VEN/O	71289796	1	1	0
PAK/KP	39353852	2	2	0
ITA/72	6437308	1	1	0
ESP/AN	27740152	1	1	0
USA/WA	927406706	12929	3	5
VEN/K	18648284	1	1	0
MEX/MEX	16524636	1	1	0
MEX	8892776	1	1	0
NPL	7631860	1	1	0
VNM/43	17387368	1	1	0
CHN/GD	41721108	264	2	2
DZA/09	54153024	1	1	0
DEU/BY	22032848	1	1	0
BRA/SP	646437876	7	7	0
MEX/SON	1061824	1	1	0
AWS/eu-west-2	4138344569	612	14	8
USA/CO	625523324	19477	2	10
IRN	4361763336	114	11	6
AWS/eu-west-1	40084016	3	2	1
GCP/asia-northeast1	651217032	179	1	1
DEU/HE	58409776	24	3	3
GCP/us-west3	2488291980	1	1	0
ARE/AJ	8826412	1	1	0
NOR/50	1124372780	229	0	7
BRA/MS	7764588	1	1	0
JPN/13	20196424	61	3	1
USA/OH	139047440	5	5	0
BRA/PA	14400988	2	2	0
IND/KA	10419148	2	2	0
SAU/03	11879156	1	1	0
COG	10817332	1	1	0
BGD	47782080	5	5	0
ARG/N	23293764	2	2	0
BRA/MG	22961944	3	3	0
TUR/38	8560956	1	1	0
VNM/34	862732	1	1	0
IDN	1460008	1	1	0
CRI/SJ	17719188	1	1	0
AZE/BA	57338496	4	4	0
ZAF/WC	20572840	2	2	0
KOR/42	300791368	6	6	0
NOR	1144154028	2	2	0
VNM/SG	78707704	9	9	0
SLV/SS	14467352	1	1	0
AZE/YE	14400988	1	1	0
POL/16	214451804	2	2	0
IRQ/BG	11879156	2	2	0
UKR/53	7300040	1	1	0
ECU/L	995460	1	1	0
TUR/34	8030044	1	1	0
COL/ATL	3915476	1	1	0
BRA/CE	27872880	3	3	0
PAK/BA	9888236	1	1	0
RUS/KDA	10020964	1	1	0
AWS/eu-south-2	5443275512	2	1	1
PSE/GZA	18051008	1	1	0
ARG/J	4114568	1	1	0
OMN/MA	55413940	2	2	0
URY/MO	18913740	1	1	0
VNM/51	862732	1	1	0
COL/DC	929096	1	1	0
VNM/69	5906396	1	1	0
DZA/25	3251836	1	1	0
AGO/LUA	20838296	3	3	0
USA/PA	69350780	7	5	1
USA/NM	13994320	1641	0	2
CHN/ZJ	208308591	8	2	4
JPN/28	13538256	1	1	0
GCP/us-east4	1530632945	1	1	0
ISR/M	3061265890	2	2	0
CHE/AG	5591700	8	2	2
DZA/16	11480972	1	1	0
CAN/BC	656938248	1	1	0
