region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	14955833336	114960	38322	23222
USA/VT	1294125476	9947	3316	496
VPN	232140852	1211	1167	31
CHN	160239724	821	821	0
GitHub	1193390532	45246	3078	2733
CAN/QC	14834960	76	76	0
USA/MA	149038924	1128	58	358
AWS/ap-southeast-1	83145912	426	426	0
USA/FL	36291000	186	186	0
USA	34344144	176	176	0
AWS/us-east-1	172704764	885	885	0
USA/NV	44500560	228	228	0
USA/IL	25001176	130	126	2
USA/CA	155628166	1109	522	464
AWS/us-east-2	33742752	2272	152	16
NLD	12490944	64	64	0
GCP/us-east1	390424	2	2	0
USA/VA	7415048	39	35	3
MEX/CMX	38632888	256	134	81
ARG/C	195004	1	1	0
USA/MD	7508112	52	24	12
GCP/us-central1	2340048	12	12	0
FRA/IDF	6474316	47	19	16
BRA/SP	390008	2	2	0
BRA/MG	195004	1	1	0
VNM/45	195004	1	1	0
NOR/50	5460112	28	0	9
VNM/SG	585012	3	3	0
IND/PB	195004	1	1	0
SYC	195004	1	1	0
USA/TX	1170600	6	6	0
PAK/PB	195004	1	1	0
VEN/I	195004	1	1	0
TUN/11	195004	1	1	0
JPN/13	780016	6	2	2
EST/37	390008	2	2	0
CHE/VD	1189616	8	4	2
BRA/GO	195004	1	1	0
UKR	195004	1	1	0
USA/NY	780400	4	4	0
IRQ/BA	195004	1	1	0
TZA/02	195004	1	1	0
USA/TN	195004	1	0	1
USA/RI	585012	3	0	1
DOM/01	195004	1	1	0
IRQ/BG	195004	1	1	0
GBR/ENG	5070104	26	26	0
IND/MH	390008	2	2	0
BRA/PE	195004	1	1	0
MAR/10	195004	1	1	0
IRQ/AR	195004	1	1	0
VNM	195004	1	1	0
ITA/45	390008	2	2	0
SAU/10	195004	1	1	0
MYS/10	195004	1	1	0
KEN/17	195004	1	1	0
ZAF	195004	1	1	0
ARE/DU	195004	1	1	0
DZA/16	195004	1	1	0
MYS/01	195004	1	1	0
VNM/22	195004	1	1	0
