week_start	Neurophysiology
2023-05-01	5655116
2023-05-08	975020
2023-05-22	730656
2023-05-29	852432
2023-06-05	852432
2023-06-12	852432
2023-06-19	12162664
2023-06-26	2363916
2023-07-03	1047436
2023-07-10	852432
2023-07-17	852432
2023-07-24	6117540
2023-07-31	27567980
2023-08-07	608880
2023-08-14	852432
2023-08-21	852432
2023-08-28	2266008
2023-09-04	852432
2023-09-11	730656
2023-09-18	852432
2023-09-25	1242440
2023-10-02	243552
2023-10-09	121776
2023-10-16	438556
2023-10-23	1218572
2023-10-30	390008
2023-11-06	316780
2023-11-13	706788
2023-11-20	975020
2023-11-27	121776
2023-12-04	487104
2023-12-11	755336
2024-01-01	780016
2024-01-22	27888612
2024-02-26	195004
2024-03-04	780016
2024-03-11	20966904
2024-03-18	42120864
2024-03-25	31590648
2024-04-01	10530216
2024-04-15	10530216
2024-04-29	24980576
2024-05-06	89979564
2024-05-13	195004
2024-05-27	5855032
2024-06-03	195004
2024-06-10	2146020
2024-06-17	195004
2024-06-24	585012
2024-07-08	99407888
2024-07-29	49570456
2024-08-26	15604016
2024-09-02	16591228
2024-09-09	12681020
2024-09-16	99921344
2024-09-23	195004
2024-09-30	390008
2024-10-07	975020
2024-10-14	1171176
2024-10-21	49960672
2024-11-04	390008
2024-11-11	975980
2024-11-18	53277916
2024-11-25	1951192
2024-12-02	390200
2024-12-30	390424
2025-02-10	390408
2025-02-17	195196
2025-02-24	2535052
2025-07-21	2927812
2025-07-28	13272160
2025-08-04	10344460
2025-08-11	21069472
2025-08-18	4293864
2025-08-25	4879500
2025-09-01	6635640
2025-09-08	5269652
2025-09-22	25350520
2025-09-29	780016
2025-10-06	474279304
2025-10-13	1592308820
2025-10-20	398125344
2025-10-27	2786621264
2025-11-03	1629637468
2025-11-10	1162755832
2025-11-17	696655172
2025-11-24	696719352
2025-12-01	696719352
2025-12-08	599725436
2025-12-15	999869624
2025-12-22	4684480
2025-12-29	93099708
2026-01-05	815563748
2026-01-12	142089328
2026-01-19	406907644
2026-01-26	606818736
2026-02-02	398125344
2026-02-09	398125344
2026-02-16	210894636
2026-02-23	429158404
2026-03-02	49380300
2026-03-09	12881240
2026-03-16	451390460
2026-03-23	204946116
2026-03-30	5267060
2026-04-06	1756636
2026-04-13	1756796
2026-04-20	825138144
2026-04-27	585588
2026-05-04	1951624
2026-05-11	24202320
2026-05-18	215382768
2026-05-25	65112892
2026-06-01	23440216
2026-06-08	57288612
