region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	6397781042	1215	20	6
HKG/KKC	3113619712	372	0	3
GitHub	3091009611	24362	336	360
CAN/QC	6042976813	181	5	19
GBR/ENG	24669412152	26	26	0
CHN	29932851671	2750	0	20
USA/MA	48019252028	5550	1	56
AWS/us-east-1	20685464873	2469	97	19
VPN	41362747826	249	178	14
AWS/ap-southeast-1	309197760	47	47	0
NOR/50	331514041	74	0	9
USA/CA	19846630239	44	24	5
USA/VA	20303451791	206	22	2
IND/MH	2054452350	2	2	0
MEX/CMX	53688660	201	45	45
IRQ	982620	1	1	0
SGP	540707212	3	3	0
PAK/SD	851604	1	1	0
CHN/BJ	8062672	31	6	6
VNM/39	851604	1	1	0
MAR/06	1113636	1	1	0
USA/NH	2861043788	5449	484	388
USA/MD	44169644	30	10	10
USA/VT	644404692	1221	108	24
USA/PA	22116512	14	2	1
USA/IL	437581376	20	15	2
UKR/30	21159084	4	4	0
ESP	2423796	2	2	0
ZAF/WC	7009356	1	1	0
AWS/us-east-2	550018386	1466	0	15
USA/MI	186580901	21	1	3
SAU/02	851604	1	1	0
USA/TX	21093576	1	1	0
KHM/12	31574856	2	2	0
VNM/HN	23910420	4	4	0
COL/SUC	1441176	1	1	0
BRA/BA	4127004	2	2	0
JPN/13	5857922	11	1	1
COL/ATL	12577536	1	1	0
USA/RI	60641996	12	0	1
PRY/10	1113636	1	1	0
FRA/IDF	23259828	13	4	3
NLD	4261809985	201	4	4
ARG/F	1441176	1	1	0
USA/WA	284603812	8	4	2
BRA/GO	1899732	1	1	0
UKR/56	2161764	2	2	0
PER/CAJ	5830212	1	1	0
USA/LA	1113636	1	1	0
ALB/04	1179144	1	1	0
BRA/SP	2620320	2	2	0
BGD	917112	1	1	0
JOR/AM	1113636	1	1	0
ESP/VC	1965240	1	1	0
MEX/MEX	2292780	1	1	0
CHE/VD	2448624	8	2	1
URY	1375668	1	1	0
IND	1048128	1	1	0
PAK/PB	1244652	1	1	0
ITA/21	1441176	1	1	0
IDN/JT	1113636	1	1	0
VNM/SG	2882352	3	3	0
GBR	1048128	1	1	0
BRA/RJ	1441176	1	1	0
VNM/56	851604	1	1	0
UZB/TK	1048128	1	1	0
AWS/us-west-2	19952710	24	6	2
ESP/PV	1703208	1	1	0
UKR	13953204	2	2	0
VNM	851604	1	1	0
IRQ/BG	1113636	1	1	0
ARG/J	917112	1	1	0
IND/DL	1113636	1	1	0
