region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	20871588	8	8	0
VPN	66571774	58	17	4
USA/CA	2618128	9	3	3
AWS/us-east-1	11560898	6	6	0
USA/MA	57959431	41	0	14
USA/CT	48241106	13	13	0
USA/MD	29167698	78	10	6
CHE/ZH	5217897	2	2	0
USA/VA	6343001	4	4	0
MEX/CMX	24167077	82	12	9
GitHub	52960231	334	12	152
CHE/GE	5217897	2	2	0
USA	5217897	2	2	0
GCP/us-central1	6343001	4	4	0
CHN/BJ	2173232	3	3	0
FRA/IDF	36303838	116	9	5
USA/IL	6592984	30	3	2
USA/NH	122636336	545	109	96
USA/VT	4500416	20	4	3
IND/MH	1125104	2	2	0
USA/NY	3380592	16	3	1
CHE/NE	567832	2	1	1
EST/37	562552	1	1	0
CZE/10	1125104	2	2	0
CHE/VD	869752	4	1	1
