week_start	Neurophysiology
2024-09-23	1093667980
2024-09-30	1134336710610
2024-10-07	343017664
2024-10-14	224066335939
2024-10-21	1138568410348
2024-10-28	711653590834
2024-11-04	11711946384
2024-11-11	80459488012
2024-11-18	55833677813
2024-11-25	74339536558
2024-12-02	1424390604
2024-12-09	3562524659
2024-12-16	15064289477
2025-01-06	8422407272
2025-01-13	15163790883
2025-01-20	4883429840
2025-02-03	1394982576
2025-02-10	31530839028
2025-02-17	4019093865
2025-04-07	2243204291
2025-04-21	3325422342
2025-06-02	293960548
2025-06-16	2430216048
2025-07-28	386681007265
2025-08-04	8481319184
2025-08-11	169183943362
2025-08-18	880957917093
2025-08-25	6014620512
2025-09-01	9434701325
2025-09-08	163802645823
2025-10-06	172783704700
2025-10-13	3686414015
2025-10-20	1027736085588
2025-10-27	91755088147
2025-11-03	110480829623
2025-11-10	43974106275
2025-11-17	60193776631
2025-11-24	30874742253
2025-12-01	4995213159
2025-12-08	34450147476
2025-12-15	1061540874734
2026-02-02	5887574405
2026-02-09	17809193534
2026-02-16	4391938835
2026-02-23	192036971001
2026-03-02	80217186470
2026-03-09	3740784130
2026-03-16	12310965688
2026-03-23	64692096239
2026-03-30	28039902637
2026-04-06	64535089809
2026-04-13	3362572274
2026-04-20	9888293324
2026-05-04	1610864225
2026-05-11	19566596883
2026-05-18	56880340069
2026-05-25	35614017051
2026-06-01	11262389874
2026-06-08	18038026841
2026-06-15	13300665136
2026-06-22	8055958825
2026-06-29	2483943285
2026-07-06	11280962675
2026-07-13	1697884156
2026-07-20	90799319589
