week_start	sub-661968859/sub-661968859_ses-681698752_behavior+ophys.nwb	sub-664605504/sub-664605504_ses-686708257_behavior+ophys.nwb	sub-664605504/sub-664605504_ses-687293842_behavior+ophys.nwb	sub-664605504/sub-664605504_ses-691741646_behavior+ophys.nwb	sub-664605504/sub-664605504_ses-692799916_behavior+ophys.nwb	sub-664605504/sub-664605504_ses-696130311_behavior+ophys.nwb	sub-664744816/sub-664744816_ses-689705421_behavior+ophys.nwb	sub-664744816/sub-664744816_ses-690759629_behavior+ophys.nwb	sub-664744816/sub-664744816_ses-693163510_behavior+ophys.nwb	sub-664744816/sub-664744816_ses-698999602_behavior+ophys.nwb	sub-666788991/sub-666788991_ses-695169813_behavior+ophys.nwb	sub-666788991/sub-666788991_ses-695746063_behavior+ophys.nwb	sub-666839638/sub-666839638_ses-692308988_behavior+ophys.nwb	sub-671540231/sub-671540231_ses-693163207_behavior+ophys.nwb	sub-673580710/sub-673580710_ses-694862252_behavior+ophys.nwb	sub-673580710/sub-673580710_ses-696247907_behavior+ophys.nwb	sub-673728456/sub-673728456_ses-697392152_behavior+ophys.nwb	sub-673728456/sub-673728456_ses-698783733_behavior+ophys.nwb	sub-675861517/sub-675861517_ses-697608599_behavior+ophys.nwb	sub-675881553/sub-675881553_ses-695633877_behavior+ophys.nwb	sub-675881553/sub-675881553_ses-700599622_behavior+ophys.nwb	sub-699590236/sub-699590236_ses-718204062_behavior+ophys.nwb	sub-699590236/sub-699590236_ses-718651940_behavior+ophys.nwb	sub-699590236/sub-699590236_ses-718830277_behavior+ophys.nwb	sub-699590236/sub-699590236_ses-719893937_behavior+ophys.nwb	sub-699590236/sub-699590236_ses-720757419_behavior+ophys.nwb	sub-746910369/sub-746910369_ses-766321179_behavior+ophys.nwb	sub-746910369/sub-746910369_ses-766830331_behavior+ophys.nwb	sub-746910369/sub-746910369_ses-767441755_behavior+ophys.nwb	sub-746910369/sub-746910369_ses-768253493_behavior+ophys.nwb	sub-746910369/sub-746910369_ses-768939823_behavior+ophys.nwb	sub-746910369/sub-746910369_ses-769667208_behavior+ophys.nwb	sub-746926904/sub-746926904_ses-769667739_behavior+ophys.nwb	sub-746926904/sub-746926904_ses-770127462_behavior+ophys.nwb	sub-746926904/sub-746926904_ses-770687839_behavior+ophys.nwb	sub-746926904/sub-746926904_ses-771835340_behavior+ophys.nwb	sub-753852001/sub-753852001_ses-771658602_behavior+ophys.nwb	sub-753852001/sub-753852001_ses-772172502_behavior+ophys.nwb	sub-753852001/sub-753852001_ses-775065195_behavior+ophys.nwb	sub-754469470/sub-754469470_ses-777309974_behavior+ophys.nwb	sub-754469470/sub-754469470_ses-778292916_behavior+ophys.nwb	sub-759066288/sub-759066288_ses-778165960_behavior+ophys.nwb	sub-759066288/sub-759066288_ses-779940237_behavior+ophys.nwb	sub-759066288/sub-759066288_ses-782420243_behavior+ophys.nwb	sub-759066288/sub-759066288_ses-786264766_behavior+ophys.nwb	sub-759066288/sub-759066288_ses-787347373_behavior+ophys.nwb	sub-760696809/sub-760696809_ses-777331050_behavior+ophys.nwb	sub-760696809/sub-760696809_ses-778299488_behavior+ophys.nwb	sub-760933183/sub-760933183_ses-799095423_behavior+ophys.nwb	sub-760933183/sub-760933183_ses-799890062_behavior+ophys.nwb	sub-760933183/sub-760933183_ses-800151868_behavior+ophys.nwb	sub-760933183/sub-760933183_ses-803063130_behavior+ophys.nwb	sub-760940732/sub-760940732_ses-794590232_behavior+ophys.nwb	sub-760940732/sub-760940732_ses-795204547_behavior+ophys.nwb	sub-760940732/sub-760940732_ses-797356052_behavior+ophys.nwb	sub-760940732/sub-760940732_ses-798500537_behavior+ophys.nwb	sub-760940732/sub-760940732_ses-799645540_behavior+ophys.nwb	sub-760940732/sub-760940732_ses-803237009_behavior+ophys.nwb	sub-760984688/sub-760984688_ses-788822860_behavior+ophys.nwb	sub-760984688/sub-760984688_ses-789848743_behavior+ophys.nwb	sub-763247322/sub-763247322_ses-790856463_behavior+ophys.nwb	sub-763248171/sub-763248171_ses-802548622_behavior+ophys.nwb	sub-763832038/sub-763832038_ses-796527576_behavior+ophys.nwb	sub-763832038/sub-763832038_ses-797559679_behavior+ophys.nwb	sub-763832038/sub-763832038_ses-798725363_behavior+ophys.nwb	sub-765991985/sub-765991985_ses-791540398_behavior+ophys.nwb	sub-765991985/sub-765991985_ses-792316062_behavior+ophys.nwb	sub-765991985/sub-765991985_ses-793855640_behavior+ophys.nwb	sub-769316535/sub-769316535_ses-804919130_behavior+ophys.nwb	sub-769316535/sub-769316535_ses-805615556_behavior+ophys.nwb	sub-769316535/sub-769316535_ses-806172153_behavior+ophys.nwb	sub-769316535/sub-769316535_ses-806835465_behavior+ophys.nwb	sub-772622312/sub-772622312_ses-797729073_behavior+ophys.nwb	sub-772622312/sub-772622312_ses-798938968_behavior+ophys.nwb	sub-772622312/sub-772622312_ses-799774167_behavior+ophys.nwb	sub-772656187/sub-772656187_ses-797612122_behavior+ophys.nwb	sub-772656187/sub-772656187_ses-798920347_behavior+ophys.nwb	sub-772656187/sub-772656187_ses-799787572_behavior+ophys.nwb
2022-08-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421660384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303545904	0	0	0	0	0	0	0	0	0	133542496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901366824	0	0	0	0	410623384
2022-09-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303545904	0	0	0	0	0	0	0	0	0	267084992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-11-07	0	134481040	0	0	0	0	0	72781272	0	89430408	0	0	0	0	78512392	0	0	0	389859128	0	0	483325088	339074160	0	0	538845880	0	0	594323160	0	0	0	445557888	378182032	0	0	0	217045040	128274408	205916592	222558720	78329544	50590984	72786824	117401416	145210344	72778088	150443320	168108752	84058696	178869904	117420568	33385624	84063736	168128912	27828504	122987912	56263016	55507712	67239304	190361520	89434952	55624296	67379848	0	0	533306784	378630448	205959216	367526928	156019016	0	901366824	689466272	0	0	589445920	410623384
2022-11-14	0	0	6669113	0	5242880	0	0	0	0	5242880	0	10053677	0	0	0	0	0	5242880	6337293	0	0	0	0	5242880	9954600	5242880	5242880	5242880	5242880	11646537	5242880	0	0	10485760	10485760	0	5242880	15728640	14932148	10485760	5242880	5242880	5242880	10220056	5242880	10485760	9863528	5242880	10485760	5242880	15728640	24355960	5242880	14799296	16856704	12099864	15728640	5242880	15728640	15728640	17665624	10485760	0	5242880	0	0	5242880	10485760	0	0	0	0	11082788	0	5242880	0	0	1678744
2022-11-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18449192	15529176	15064628	17055548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-12-12	51729331	74125829	52659365	10053677	78341295	64902116	36930159	13339164	77843096	28171049	52127515	43467482	55048469	10020964	78142203	79535088	41742018	39286550	12144612	27308317	50435702	12210976	75187653	29365601	13371877	93339559	0	0	104554192	80630384	73231322	54383891	9987313	26081052	64868520	68585787	99377745	44529306	50732988	108402311	37792891	14101881	14268260	14300973	25848309	97485957	122638796	62878483	26047401	54550270	54516619	128346100	0	48610223	52028438	0	53389369	52028438	44064758	28801038	53222990	55379351	39320201	24852849	40282948	28801038	45492053	36631990	11547336	43268390	40979301	40414738	36499262	13140072	21468285	37628388	0	35702894
2023-01-02	27871942	40314723	51331147	83749547	44662158	121642398	89754965	72136730	69513945	41874746	14168245	0	13007344	13570969	58996658	0	66959400	26013750	13371877	29796498	76548584	14069168	15694617	28337428	28768325	10053677	61186725	10186405	41842033	40979301	33247426	11712777	0	11547336	81159475	64372142	41277470	72434899	58996658	13737348	91780474	84745890	52558467	97885024	42040242	43766589	34342901	13405528	39352914	12044597	40547466	68121239	0	94996838	26545600	0	27010148	41942048	69249427	15661904	13936440	0	47845740	27805633	12177325	29332888	65002131	33546533	70543111	51829346	37394707	15628253	12210976	53355718	0	53852979	25084654	0
2023-02-06	0	36101078	15727330	12740950	19477365	6437308	41476562	25846488	8129121	45590247	36664703	97185029	9655493	27374681	10352784	6635517	24786485	20173718	15794632	14367337	19742821	17751901	34940177	33977430	63773928	0	12708237	19211909	27971957	0	35138331	41775669	8726397	24586455	6636400	8527305	31323808	40314723	37394707	24720121	43832015	39684734	19841898	36697416	38422935	32949257	22594652	20937373	15926422	0	30791075	6304580	0	36366534	38224726	0	30691943	14201896	32052874	6403657	42751960	15230069	25848309	26080114	101268650	80297626	64006671	28734674	59759375	8593669	43367467	35470151	66428488	26245555	45291085	42072955	43965681	62213905
2023-02-13	50554280	41026120	43442040	44705416	50542792	59202440	45351624	41323992	48100296	47487368	58440592	41604192	44132576	43218424	47055112	49607720	57510064	52367104	59557688	44984432	50168736	53408928	55958640	0	44736784	51258040	55270456	51403776	28092120	55976144	26214400	0	0	0	0	0	0	0	49631208	53873072	49543680	46872264	45348104	41329544	54486856	50838504	41320808	50828600	47354216	47358536	47491912	54506008	33385624	47363576	47364296	27828504	70559112	91554512	90043904	92535568	85503920	94983824	90277072	92816656	102673744	44474584	45718944	116486448	53915696	52691464	51161416	52373184	57263144	49834912	5242880	46693048	0	0
2023-02-20	0	0	0	0	117440512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41943040	0	41943040	0	16777216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-27	0	67240520	0	133834376	0	0	0	0	0	0	0	88790112	1412524256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-03	139683240	0	171811706	242386592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211795547	196069155	0	0	0	0	0	0	270226814	0	146693456	0	189162719	0	0	280443118	0	0	0	300953291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144969813	209603659	0	0	0	327561503	126917867	0	0	0	0	0	0	0	0	0
2023-04-10	15429161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209770093	0	0	0	0	145200680	0	0	0	0	0	0	0	594323160	0	0	246401200	0	0	0	0	0	0	0	240791980	0	0	0	72786824	0	0	0	150443320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260600337	0	0	0	0	739532776	0	0	0
2023-04-17	0	0	0	309316038	284994156	0	0	0	0	0	0	0	0	0	11513685	0	0	0	0	0	0	0	0	226429278	247165683	0	0	234226579	0	0	0	310570553	0	0	0	0	0	0	0	0	0	0	0	203860883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268700387	0	195504592	263126749	0	0	0
2023-04-24	0	0	241222049	0	0	0	58001198	0	0	0	0	260734776	0	290797778	0	0	0	0	0	0	0	0	0	0	0	327030591	245404747	0	0	143472402	0	0	0	0	179838991	0	0	0	0	134381582	260073950	0	0	0	0	0	0	126153274	0	0	0	0	0	0	161093630	0	0	167859930	0	0	0	0	0	0	0	0	0	251414910	0	0	0	0	0	0	0	0	0	0
2023-05-01	177453584	0	0	0	0	0	0	214047522	0	0	0	0	0	0	0	170617209	264718547	417816598	297734113	0	0	0	0	0	0	0	0	0	0	0	0	0	389146412	302379593	0	0	277395009	181567214	179873525	0	0	0	61650280	0	0	101799562	0	0	0	0	490149606	0	0	0	0	0	184687260	0	191656418	0	0	0	0	0	0	0	359816283	0	173138048	0	0	0	0	0	0	309213209	367844506	0
2023-05-08	0	134712409	0	0	0	0	0	0	0	113579641	274374040	0	364359872	0	0	0	0	294547868	0	193080954	0	0	0	292257676	392364542	0	0	0	0	0	0	0	132458792	0	34176522	256918432	0	0	0	0	0	18415541	0	0	240927577	0	0	0	0	255658399	0	284860435	33385624	0	0	0	0	0	0	208245542	0	0	0	285091357	0	376606430	0	0	0	0	0	0	0	0	0	191786332	0	0
2023-05-15	0	0	0	201473655	319135206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555618161	423026531	0	0	0	0	195868242	0	0	0	0	0	0	0	250583898	0	0	211827377	0	0	0	179309072	0	0	0	0	293415983	0	0	0	0	0	0	0	393062716	0	0	184221774	0	0	0	0	0	0	0	0	0	0	0	0	0	492903353	0	362201745	0	397410082	0	0	305463229
2023-05-22	302477787	234861067	0	0	0	0	0	0	446254869	0	0	0	26146478	0	0	0	0	200943626	0	0	0	0	0	0	0	0	0	313695124	0	0	0	171977202	0	0	234488448	0	0	0	0	0	200611861	329022449	0	166135294	0	0	0	0	0	0	0	241852148	0	0	0	0	0	0	0	269494934	0	0	0	0	0	0	0	0	0	257684846	0	0	0	0	0	0	0	0
2023-05-29	0	1165232	0	208080101	0	0	50594504	0	259067119	0	0	8925489	1412524256	1306752504	0	390281132	0	0	0	0	0	0	339074160	344669488	0	0	0	354903471	834519740	0	0	765196940	445557888	378182032	400142520	789675971	199770328	217045040	0	0	445557578	78329544	0	0	117401416	0	0	150443320	84054376	158770711	0	0	0	84063736	84064456	0	0	56263016	0	0	444081517	89434952	0	0	217906070	865629152	0	0	0	0	0	178202304	901366824	263457631	893957114	0	0	410623384
2023-06-05	0	1697520	162353429	0	0	0	0	0	0	0	0	0	109862319	274774100	0	0	0	0	0	0	374913624	0	0	0	0	0	0	0	0	0	0	0	194506373	0	0	0	0	0	0	375278212	0	0	0	0	209507396	0	229779308	0	0	0	0	59858452	0	0	0	0	0	0	0	0	0	0	0	10053677	0	0	0	0	146957919	25881022	0	0	0	0	0	295512381	0	34474746
2023-06-12	0	382560646	0	0	0	0	0	0	0	370498128	0	0	0	0	0	0	329355152	179078095	0	0	0	0	0	0	245671141	295079608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16323723	0	261664920	0	0	0	0	0	0	286386807	0	0	344949864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283297708	0
2023-06-19	0	153501680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-26	0	353971952	0	0	0	264053914	0	271020368	0	0	270988538	196198241	382580956	322152423	0	0	0	0	0	0	136374268	0	0	218630101	0	0	249591417	0	0	0	0	197592768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315286922	0	0	416193908	0	0	351022639	380188155	0	0	0	0	24753772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-03	0	1370128	0	0	0	0	0	0	0	0	0	0	0	0	0	216342005	6403657	0	0	349630816	0	373258331	0	0	0	0	0	185151808	0	132327940	0	0	0	0	0	0	0	129008802	0	0	212497528	129406986	0	0	0	0	0	0	0	0	0	292390459	0	0	0	0	269535041	0	0	0	0	251809397	0	0	0	0	0	0	0	0	322885186	0	0	0	0	0	0	174766311
2023-07-10	0	27663596	0	0	0	0	0	0	0	171218292	154362664	0	175798236	0	0	0	0	0	171748376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139762584	0	0	0	0	0	0	0	0	253111468	0	0	0	232936812	0	0	0	0	0	0	0	0	0	147858992	232737720	6370944	0	0	0	243554224	0	0	197831084	0	0	294058884	0	0	0	0	0	0
2023-07-17	210866506	1103664	0	0	421436664	0	0	272556120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199887430	0	0	0	340940884	0	0	0	0	0	0	349931854	255899584	0	0	0	0	0	0	0	0	0	0	0	0	266975916	0	0	0	390606475	8826412	0	0	0	226029218	0	0	0	0	0	201576649	0	186906343	0	0	0	0	193183838	268766751	0	99479636	0	0
2023-07-24	215276484	188950476	0	0	0	0	0	0	0	0	0	0	0	238173885	0	0	0	232069335	0	0	0	211925571	0	0	181033543	0	0	0	0	281174943	0	0	0	0	0	0	0	0	0	0	176423590	0	50590984	0	0	0	0	0	0	0	208375566	0	33385624	0	17287353	0	0	0	0	0	265814077	0	0	0	0	135611551	0	0	0	0	0	23326477	0	0	237975676	217866446	0	0
2023-07-31	0	726880	0	0	0	10020964	0	0	5441848	0	6370944	16790092	9490052	6735477	0	395916423	0	0	0	0	0	0	0	0	0	0	0	15130992	0	0	0	0	0	16490985	0	0	6337293	0	10618240	0	0	0	0	0	8925489	6304580	6403657	0	0	0	10087328	0	0	11812792	12542796	0	0	0	0	0	0	0	0	8295500	0	0	0	0	0	0	13803712	0	0	10020964	19344637	0	2787288	0
2023-08-07	0	1540720	292863504	0	264327812	227759592	0	0	0	282908904	0	0	0	0	0	8693684	0	0	0	0	0	0	0	460565332	0	0	0	10485512	0	0	0	0	0	0	0	0	0	0	97555080	0	0	0	0	0	290539936	0	0	0	0	9954600	0	0	0	0	228224968	0	0	0	0	0	277996312	0	0	0	0	0	0	0	0	8229136	0	10087328	9954600	0	0	6370944	0	349337612
2023-08-14	0	1590248	0	0	292000772	0	0	0	0	0	0	0	0	0	0	0	432757988	0	257292400	0	254039736	0	0	0	0	0	0	293461608	0	168630924	0	0	0	277865240	253509652	0	0	31456536	0	0	0	0	0	0	311977164	339184748	0	0	294125248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221191212	0	0	20506476	225105032	0	0	0	174338228	0	0	0
2023-08-21	0	2021320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282311628	0	0	171152756	0	0	0	0	0	243355132	0	0	0	0	0	0	0	0	0	217806648	0	0	0	0	50590984	0	0	0	0	0	105916944	0	0	0	33385624	0	0	0	0	0	0	0	273884228	238843208	0	0	0	242427692	0	0	0	0	343831056	0	195441980	0	0	0	0	141354492
2023-08-28	0	2311560	197896620	0	0	0	0	0	0	300759164	245148616	314366268	0	0	10087328	0	0	16790092	0	0	0	0	0	0	0	237582292	0	0	235657736	74924128	0	0	0	0	0	0	446296244	0	0	0	0	266716916	50590984	0	0	0	0	305870848	0	0	103195192	117420568	33385624	0	0	0	0	0	0	0	95180760	89434952	0	0	61822632	0	0	0	477454340	0	0	178202304	0	689466272	0	371751608	0	0
2023-09-04	0	1873552	0	0	163719988	0	0	51235060	264458884	0	0	0	0	320436393	0	0	0	0	0	146664440	0	0	0	0	11547336	0	247470528	0	0	0	0	0	0	0	0	0	0	0	0	0	200419280	0	0	0	0	0	282246092	0	0	0	0	360620320	0	164848176	0	0	235193188	261671596	0	0	0	0	0	0	0	0	0	366393988	0	0	0	96227800	0	0	184159272	0	333345544	0
2023-09-11	53423020	221815712	0	149450900	0	161728240	0	0	0	0	0	0	216612096	0	0	0	303149924	0	0	0	0	0	0	204998396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195375616	35305648	0	0	0	0	0	0	0	0	0	342968324	0	0	0	0	156485484	0	0	0	0	353784828	0	0	0	160799972	0	0	0	0	0	35239284	0	0	0	0	0	343500064	0	0
2023-09-18	150049004	1526536	0	0	0	0	0	164781812	0	0	0	0	0	0	0	344824860	0	0	0	0	213823152	0	9158232	0	0	0	0	0	0	0	128811696	228623152	317615620	0	0	173740124	0	0	0	0	0	0	0	65368540	0	0	229879928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63311256	0	0	0	264725168	0	0	0	0
2023-09-25	0	1764776	0	0	0	0	0	0	67293096	0	0	0	0	0	13206436	0	117663372	0	155357296	0	0	0	0	0	0	0	0	0	0	0	0	114411536	0	0	0	0	0	0	0	85874188	0	0	0	0	0	0	0	0	0	0	0	0	33385624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289942660	0	0	0	0	337658376	0	0	0	0	145800880
2023-10-02	187810120	618464	0	139961676	263596980	240236024	0	0	17321004	0	0	0	0	0	0	317020000	0	0	0	0	228092240	0	0	188009212	0	0	0	0	0	0	0	0	0	0	247800692	0	0	0	0	0	323989048	0	0	0	0	0	0	294655332	0	128347976	0	0	0	0	0	0	0	0	0	0	0	221854024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	0	0	0	0	0	0	0	0	0	0	21029963	24222860	0	0	300759992	0	0	0	0	97089704	0	111358792	0	0	0	0	0	184491092	0	110496060	0	260146880	154030016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152637200	0	0	0	0	0	0	0	0	0	0	0	171882760	0	0	0	0	0	204268392	0	109766056	218934008
2023-10-16	0	514864	0	0	0	0	0	0	0	0	344890396	0	119189744	0	0	0	0	0	0	0	0	0	0	0	21900120	121844304	0	0	0	0	144473600	0	0	85808652	0	0	0	0	0	0	0	0	0	25165824	0	120044520	0	0	0	0	0	196171156	0	0	0	0	0	0	0	137571744	0	0	0	104191480	0	0	0	0	0	0	285165280	0	0	0	0	0	0	0
2023-10-23	139683240	175720	122085240	133834376	0	0	0	72781272	58720256	0	0	0	1412524256	1306752504	0	0	450855980	178196224	389859128	0	0	0	339074160	344669488	0	538845880	516643896	255876096	879535832	339091664	610951920	638080864	445557888	378182032	400142520	24156496	0	0	0	140690852	222558720	78329544	151772952	0	0	145210344	0	150443320	0	0	0	0	100156872	0	0	0	122987912	0	55507712	0	0	0	55624296	67379848	61822632	521576664	0	0	0	183763464	156019016	178202304	0	0	0	371751608	294722960	410623384
2023-10-30	86670556	67488416	122085240	0	0	111631240	0	0	100529096	89430408	289127312	88790112	1412524256	0	19792136	0	511380776	113681532	389859128	0	0	827258016	339074160	332614712	610967824	309919052	516643896	0	0	0	0	0	0	154495392	0	621382440	0	0	204930376	0	401209780	212099344	0	0	134456964	0	72778088	0	197167444	84058696	41943040	0	66771248	190843412	84064456	0	0	0	0	67239304	95180760	0	0	0	61822632	0	0	0	205959216	0	256682312	0	901366824	343932928	0	371751608	0	0
2023-11-06	0	11949272	0	0	0	0	0	0	0	166506448	188739216	0	28005608	0	0	0	0	0	0	167436372	0	143346240	0	0	211966616	0	0	0	0	312971796	0	0	0	0	0	314961888	342303856	0	0	0	0	233069540	0	0	0	0	0	0	0	0	0	0	0	0	10352784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166440912	167701828	0	0	0	0	0	0
2023-11-13	51830284	153376	0	0	0	68023100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178252048	0	0	0	72004940	53356656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61386700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166970996	0	0	0	0	88992468	0	0	0	0	0	0	0	0	0	116201708	0	0
2023-11-20	7764588	317897920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	0	906032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	139683240	46491296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55958640	51068208	0	0	0	0	59549400	55976144	49963760	50878304	52341888	47880592	54112440	44665640	47726808	54515760	49631208	48630192	49543680	46872264	45348104	46572424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5242880	0	0	57263144	49834912	47472616	46693048	53550480	48864664
2023-12-11	279366480	605456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50590984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50590984	0	0	0	0	0	0	0	0	0	33385624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	506804748	277065560	324187312	19112832	237050552	32451996	0	226367604	43733876	301756280	17453732	204069300	18051008	59926692	223379568	100010548	32385632	16391908	8693684	19245560	224108744	20174656	397851352	67956736	8560128	261802668	391612308	118657176	40614768	244285884	255102388	21103752	277798048	38026572	217473172	418488900	277733340	18051008	311311868	44065696	326774680	334606460	0	261075148	273551580	298968992	280518144	0	70345012	278993428	320202988	262002588	0	415769632	39353852	0	234463184	250987820	0	18913740	154094724	354979380	0	259615140	0	249860460	382585976	278064332	119720656	237317664	404486096	188073920	380398448	216610440	353586564	345225528	262934168	259217784
2024-01-15	16391908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	17363104	2518012	8906324	8765172	17827640	14816984	13977804	8833744	10786052	2190012	3517292	3081312	8962804	7194408	2224392	14750620	9383728	20534408	7782400	0	11092220	11093424	2455468	2346288	8682980	14562944	4029496	7841908	4799920	3583656	4027120	8428228	8741632	5734400	4667368	5986308	3457456	11423936	2190012	6831376	8166680	0	55841256	6370944	0	7170880	11219664	3650020	11865264	11486448	132728	11016652	72298020	2246136	8179768	0	5045600	6684044	9755508	8519884	2303960	10352784	0	2190012	0	0	6370944	0	132728	6159776	2316616	6968220	0	132728	1843176	8248044	0	3480368
2024-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6968220	2225832	12020028	8631328	2435224	0	8579208	0	5508212	2192424	6370944	2190012	0	7945112	8708404
2024-02-05	139683240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-12	151363304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
