region	bytes_sent
GitHub	18885107356
US/Georgia	2571324350
AWS/us-east-2	1166996692
US/Maryland	826754748
US/New Jersey	672173938
US/Vermont	634511314
US/California	395147362
GCP/us-central1	394868084
US/New Hampshire	328051656
VPN	278116756
US/New York	269886425
US/Connecticut	259114234
AWS/us-east-1	256538302
GB/England	174095840
US/Nevada	144829944
CA/Quebec	114812872
US/Massachusetts	108724976
PT/Lisbon	83689660
AWS/ap-southeast-1	74527161
US/Rhode Island	67996504
US/Texas	57053562
IN/Punjab	51465032
IT/Sardinia	44156960
GCP/us-west1	38993084
IN/Maharashtra	38603472
HK/Hong Kong	34279704
US/Virginia	32037212
PT/Braga	27341368
US/Pennsylvania	27308888
NL/North Holland	27109514
US/North Carolina	26015468
NL/Gelderland	22980300
US/Hawaii	20810084
US/Washington	20753708
BR/Santa Catarina	20716176
US/Michigan	20697332
ES/Catalonia	20697332
KR/Seoul	20697332
GCP/us-east4	20697332
DE/Hesse	20697332
BR/Rio de Janeiro	20697332
IR/Fars	20697332
IN/Delhi	20697332
GCP/us-west3	20697332
GE/Tbilisi	18295752
CA/British Columbia	13306873
VN/Ho Chi Minh	12861600
VN/Kiên Giang Province	12861560
RU/Moscow	7697684
US/Oregon	7660100
CN/Shanghai	6644045
US/Indiana	319464
US/Illinois	131544
FI/Uusimaa	75168
IT/Lazio	37592
US/Idaho	37584
BR/São Paulo	37584
IN/Bihar	37584
IT/Lombardy	37584
US/Utah	18792
US/Kentucky	18792
US/South Dakota	18792
US/Colorado	18792
US/Missouri	18792
GCP/us-east1	18792
DE/Baden-Wurttemberg	12
JP/Aichi	4
