week_start	Neurophysiology
2023-10-02	1306409011
2023-10-09	122592
2023-10-16	122592
2023-10-23	309228296
2023-10-30	304521299
2023-11-13	283743255
2023-11-20	1123250702
2023-11-27	8178745
2023-12-04	367776
2023-12-11	326138736
2024-01-01	405746030
2024-01-22	635052742
2024-03-04	43471587
2024-03-11	77715737
2024-03-18	278206860
2024-03-25	214387095
2024-04-01	74301045
2024-04-15	105458397
2024-07-08	140601821
2024-07-15	105598896
2024-08-26	205053301
2024-09-02	118609345
2024-09-09	467706245
2024-09-16	128875889
2024-10-07	7336896
2024-10-28	77364948
2024-11-11	9695184
2024-11-25	17687160
2024-12-02	106355281
2025-05-26	1035526841
2025-07-28	216487796
2025-08-04	315863044
2025-08-11	408595499
2025-08-18	115674078
2025-09-01	126476561
2025-09-08	673984509
2025-09-15	20372988
2025-09-22	94091244
2025-09-29	4936893
2025-10-06	424987506
2025-10-13	559766964
2025-10-20	192572052
2025-10-27	191392908
2025-11-03	809129085
2025-11-10	515161383
2025-11-17	331039863
2025-11-24	336083979
2025-12-01	337852695
2025-12-08	284010486
2025-12-15	2688590459
2025-12-29	105463829
2026-01-05	630380722
2026-01-12	223196322
2026-01-19	395832018
2026-01-26	596080721
2026-02-02	295798493
2026-02-09	190999860
2026-02-16	223606350
2026-02-23	239647158
2026-03-02	20282260
2026-03-09	14679765
2026-03-16	290692302
2026-03-23	205160044
2026-03-30	269508155
2026-04-06	210014694
2026-04-13	262451743
2026-04-20	896514149
2026-04-27	252887575
2026-05-11	105210254
2026-05-18	1048998551
2026-05-25	241470903
2026-06-01	32086593
2026-06-08	101939963
2026-06-15	317140972
2026-06-22	20747560
