region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	1683564797	5188	286	268
USA/NH	5706391452	6572	1240	970
HKG/KKC	106355281	13	0	1
AWS/us-east-1	1497000990	172	43	10
VPN	5383739135	172	137	14
USA/VT	840600048	956	180	35
USA	487194775	93	11	4
AWS/us-west-2	24343870	29	6	2
AWS/us-east-2	158155804	590	4	3
CHN	1053572843	157	2	11
USA/VA	1461773087	99	15	3
USA/MD	44106024	32	10	10
CAN/QC	123265721	30	0	10
AWS/ap-southeast-1	136715196	28	28	0
USA/CA	1066962070	31	16	5
USA/MA	6223045756	1250	0	38
USA/WA	8956144	7	2	2
MEX/CMX	36108560	116	27	27
DEU/NW	4039256	14	3	3
FRA/IDF	20183861	67	14	13
BRA/MG	1441176	1	1	0
USA/IL	179357116	13	6	2
MAR/03	1113636	1	1	0
AUS/NSW	9695184	1	1	0
CHN/SH	209083318	2	2	0
HKG	3275400	3	3	0
IRQ/BG	2554812	2	2	0
NLD	361573776	16	3	3
COL/DC	2227272	1	1	0
PER/LMA	56533404	2	2	0
BGD	1113636	1	1	0
GBR/ENG	1420111105	14	14	0
SGP	1081087169	177	5	3
VEN/I	2816844	1	1	0
TUR/45	1113636	1	1	0
FIN/18	1113636	1	1	0
BRA/CE	2685828	1	1	0
IND/CH	982620	1	1	0
MEX/GUA	2358288	1	1	0
COL/CAQ	1375668	1	1	0
MEX/SON	2816844	1	1	0
PHL/00	1048128	1	1	0
NOR/50	224741814	48	0	1
BRA/RO	1899732	1	1	0
HRV/17	6747324	1	1	0
MAR/06	4258020	1	1	0
IND	1113636	1	1	0
IND/MH	917112	1	1	0
VEN/L	1179144	1	1	0
BRA/SP	1637700	1	1	0
MEX/MIC	3668448	1	1	0
PAK/IS	917112	1	1	0
VNM/SG	23451864	2	2	0
UZB/TK	11529408	1	1	0
ALB	1179144	1	1	0
UKR/68	1113636	1	1	0
VNM	851604	1	1	0
JPN/13	4936893	6	1	1
USA/RI	28981058	6	0	1
KEN/30	1179144	1	1	0
CHN/BJ	1363604	5	1	1
DZA/16	1113636	1	1	0
ESP/CT	15394380	1	1	0
EST/37	100076837	1	1	0
CHE/VD	2448624	8	2	1
MYS/13	14346252	1	1	0
IRQ/AN	4323528	1	1	0
PAK	1113636	1	1	0
BRA/PE	1768716	1	1	0
BRA/RS	1113636	1	1	0
