region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	51267160	92	23	17
HKG/KKC	165460020	20	0	1
USA/TX	8254008	1	1	0
AWS/us-east-1	372648636	27	7	1
USA/VA	54437148	6	6	0
AWS/ap-southeast-1	34195176	6	6	0
USA	165460020	32	0	1
VPN	391083696	19	10	3
USA/MD	4714748	4	1	1
USA/CA	4518224	4	1	1
CHN	496380060	6	0	1
USA/MA	192450004	13	0	2
EST/37	165460020	1	1	0
CHE/VD	1308332	4	1	1
DEU/NW	1308332	4	1	1
MEX/CMX	2485648	8	2	2
AWS/us-east-2	165460020	1	1	0
FRA/IDF	8903604	12	3	3
