region	bytes_sent
US/California	4661238538808
NL/North Holland	1741924325372
AWS/us-east-1	1527659171515
US/New Mexico	820851788614
US/Massachusetts	283925662699
AWS/us-east-2	268380740479
US/New York	198983093976
VPN	179584983006
CN/Shanghai	139237232711
GitHub	135184642567
GB/England	27731244507
PT/Lisbon	10036892801
HK/Hong Kong	9785726811
GCP/us-central1	3146247656
IN/Maharashtra	3146247656
CA/Quebec	2276554491
US/Georgia	2248994884
VN/Ho Chi Minh	1378129029
VN/Kiên Giang Province	1378129029
US/Maryland	637159754
AWS/us-west-2	134881602
AWS/ap-southeast-1	95232340
US/Rhode Island	78342004
DE/North Rhine-Westphalia	24820136
