week_start	sub-496035/sub-496035_ses-20191108T181915_icephys.nwb	sub-496035/sub-496035_ses-20191108T184609_icephys.nwb	sub-496035/sub-496035_ses-20191108T193629_icephys.nwb	sub-496035/sub-496035_ses-20191108T203439_icephys.nwb	sub-496035/sub-496035_ses-20191108T215123_icephys.nwb	sub-496035/sub-496035_ses-20191108T223842_icephys.nwb	sub-496035/sub-496035_ses-20191108T231928_icephys.nwb	sub-496035/sub-496035_ses-496035-04-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-05-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-05-02_icephys.nwb	sub-496035/sub-496035_ses-496035-06-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-08-01-02_icephys.nwb	sub-496035/sub-496035_ses-496035-08-01_icephys.nwb	sub-496035/sub-496035_ses-496035-09-01_icephys.nwb	sub-497712/sub-497712_ses-20191125T171356_icephys.nwb	sub-497712/sub-497712_ses-20191125T212258_icephys.nwb	sub-497712/sub-497712_ses-20191125T215755_icephys.nwb	sub-497712/sub-497712_ses-20191125T223535_icephys.nwb	sub-497712/sub-497712_ses-20191125T223811_icephys.nwb	sub-497712/sub-497712_ses-497712-03-01_icephys.nwb	sub-497712/sub-497712_ses-497712-05-01-01_icephys.nwb	sub-497712/sub-497712_ses-497712-05-01-02_icephys.nwb	sub-497712/sub-497712_ses-497712-06-01-01_icephys.nwb	sub-497712/sub-497712_ses-497712-07-01-01_icephys.nwb	sub-499276/sub-499276_ses-20191119T230743_icephys.nwb	sub-499276/sub-499276_ses-20191120T004103_icephys.nwb	sub-499276/sub-499276_ses-499276-03-01-01_icephys.nwb	sub-499276/sub-499276_ses-499276-06-01_icephys.nwb	sub-499277/sub-499277_ses-20191118T171337_icephys.nwb	sub-499277/sub-499277_ses-20191118T185857_icephys.nwb	sub-499277/sub-499277_ses-20191118T214029_icephys.nwb	sub-499277/sub-499277_ses-20191118T222143_icephys.nwb	sub-499277/sub-499277_ses-499277-04-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-05-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-06-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-06-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190409T210613_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190410T161219_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190412T162336_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190412T191355_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T174241_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T192122_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T203054_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T212554_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-11-01-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-11-03-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-03_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-04_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-03-03-01-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-03-03-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190227T175943_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T183846_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T215742_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T222559_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190710T231356_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-01a-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-02-02-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-02a-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-02-02-02b-02_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T182323_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T193609_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T211030_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T220139_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T223434_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190816T183141_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T195256_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T213738_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T222925_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190820T190404_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190820T200702_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T171339_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T215800_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T222032_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T230717_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T195347_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T203512_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T204651_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T212556_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191001T194530_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191001T205448_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T173221_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T182216_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T190441_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T200455_icephys.nwb	sub-Q19-26-013/sub-Q19-26-013_ses-20191015T205741_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191111T223210_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191112T192919_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191113T173113_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191113T211001_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T010243_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T013826_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T025400_icephys.nwb
2023-11-13	932171842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41738891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16170615	0	0	0	0
2023-11-20	980212202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	49547977	64419598	184874150	54586284	77031622	53030588	83545406	185387526	42023554	64807710	54973004	53400924	77453142	83995102	83009446	48194390	56896248	109483676	62209560	83477782	57292648	62605304	48567542	110033164	96103670	63340598	63776310	96585366	60090620	94370292	62189534	61062102	60479772	94840212	62573662	61436534	49618256	111451950	39077476	129527750	68967340	68548482	101447930	33135098	50028704	112156878	69521340	69056642	102071450	33480762	130320086	39475028	125677436	36317712	41599288	29164788	63899268	126290684	41967688	36674352	29522308	199703260	89986946	43311840	55702756	79107336	62237658	77639312	37831290	50243100	37659216	59475974	69394800	61316698	52976220	58213686	64119070	64320062	68357438	53528798	85998910	54398174	49796678	54423776	56326694	53924772	48651096	70806714	54927694	32341230	63814202	50452220	73461676	49327422
2023-12-04	88541678	96629397	277311225	81879426	115547433	79545882	125318109	278081289	63035331	97211565	82459506	80101386	116179713	125992653	124514169	72291585	85344372	164225514	93314340	125216673	85938972	93907956	72851313	165049746	144155505	95010897	95664465	144878049	90135930	141555438	93284301	91593153	90719658	142260318	93860493	92154801	74427384	167177925	58616214	194291625	103451010	102822723	152171895	49702647	75043056	168235317	104282010	120109599	153107175	50221143	195480129	59212542	188516154	54476568	62398932	43747182	95848902	189436026	62951532	55011528	44283462	299554890	134980419	64967760	83554134	118661004	93356487	116458968	56746935	75364650	56488824	89213961	104092200	91975047	79464330	87320529	96178605	96480093	102536157	80293197	118512605	81597261	74695017	81635664	84490041	80887158	72976644	106210071	82391541	48511845	95721303	75678330	110192514	73991133
2023-12-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63340598	0	0	0	47185146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16170615	0	0	0	0
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29522308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32341230	0	0	0	0
2024-01-22	55339666	41961194	85962902	66672922	52873474	37108660	59442206	0	0	0	0	0	0	0	64254748	45251980	44595456	78298096	44508320	0	0	0	0	0	64877444	45189020	0	0	42458952	59564676	45347450	41892944	0	0	0	0	40244140	78005768	40284200	102164464	50917500	54973914	76461156	32016950	0	0	0	0	0	0	0	0	44948358	32345872	32280124	33339024	24659634	0	0	0	14761154	43434464	28533054	15450576	25187946	24893516	23457397	26461456	16872665	20774044	15677352	22429318	0	21336478	19444654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16170615	0	0	0	0
2024-01-29	0	0	0	0	0	0	0	46177067	18724385	25041783	17593314	22012206	26563115	30727155	0	0	0	0	0	32033035	20740136	23439996	19510583	43075050	0	0	27683359	33262027	0	0	0	0	24015630	32184650	23424175	23470011	0	0	0	0	0	0	0	0	23602896	43670571	27614814	24458873	39010705	15600089	53690555	23614478	44121662	0	0	0	23157882	42846966	16161072	19263796	10695482	39879348	27399158	14919664	19059626	18770904	25501477	24434500	15901825	22112740	11684096	21103826	28637988	20352434	15100666	16678554	22461787	23998015	24034723	23843526	20649159	15640747	18152602	19349232	25304743	20336884	17338840	22420701	21070774	15216211	20946037	23241672	32188080	22910807
2024-03-04	78183939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	194474335	207261677	317559724	169886826	218258965	197239598	241892845	223378136	88833980	145250843	110909602	113748874	143926903	188060108	233828024	205752450	177532872	259433044	192783824	234145812	163396484	172406944	182192557	292666338	252051537	206540754	148664703	177876844	209631726	242878466	186117633	185773462	140205354	166148984	144358655	106523452	172956624	260786732	141641656	236177172	190753660	219385360	232820736	247434868	163379676	210797240	135996688	146520916	235918107	238519900	158029951	113483990	277831828	435524601	172475104	195256297	205812642	188250260	74910008	117744924	110853730	290534448	242375883	226602384	814080224	213302224	232092151	210700420	224790776	498880234	532355118	195958505	224011244	192696487	673664914	877559492	203912809	209528593	193606969	126697663	202640053	958875850	825028604	175701164	201462037	897450696	983089423	131889605	193060390	179933657	202527499	202934696	173263136	131126123
2024-03-18	83081194	90117265	180280522	88847370	99134961	88254626	124426083	45883452	30271721	31346363	28181226	31695642	34731595	31818960	118789040	79870014	88931000	141124656	95673884	37630452	33548388	31278444	30654027	41430254	134791919	101392014	34152783	41268572	97439614	122209058	95813009	92614502	33801466	40649292	34247215	34129995	135777540	161269552	83436638	170563056	112728324	112591278	150417342	49342492	32472840	37168036	28035524	35263836	39580541	0	30623803	30726842	175028084	52087684	79786564	43660680	68332520	48732840	24401624	24199352	23099842	115735328	113797991	37311168	57247008	99997280	68207555	107693188	20348557	0	19966160	61995742	28977304	64325290	0	0	58451102	64786466	59937825	33276667	33063147	0	0	29707724	28514835	0	0	32350681	28878894	0	32734209	34252388	31443264	26596863
2024-03-25	76058026	86673833	176957505	79821866	99768273	77406966	111953571	175491174	75439003	87451382	68454868	77933460	99571610	67192971	72189132	67490274	76894496	143197546	53964956	74900123	50482900	85567592	46924534	95400004	81024184	59881116	32388395	75285639	55598980	75060980	50078894	52879728	56227410	73365402	53093079	58140835	51791820	102415892	40371202	123679913	68457374	70479502	95818474	38247807	43332192	107832595	69965982	70569957	95827025	43258473	122646550	46028318	109370994	43326948	44122144	32556504	60103384	105685974	27011552	26390052	35414594	117297064	66579846	33129612	48514468	57448120	57558987	62025096	35425474	40941872	35891844	50545098	65035888	43346770	41304134	39611004	49346030	52418142	55000481	53013634	49333709	35455917	39790724	44394936	53306478	53243660	39109740	48233859	50922984	34358569	44357170	48270152	72885856	52548545
2024-04-01	26913410	31515143	69557311	28544086	35977955	28574022	42029186	67328203	30532157	33603427	26710490	32680374	36628643	44063775	47731442	28931086	28655992	51993474	30933340	48240087	25699212	34474232	24220983	52683526	46666614	33786266	28539283	46983627	32646366	44135290	24776295	30383158	32514830	44279266	27086299	30126011	26907944	61371954	27630820	69739010	41070320	40772205	57094909	27060350	27886916	61231999	38928398	41496541	58847765	24442525	75421843	26313258	65488380	19042440	26834088	25579906	33657630	66607342	27741556	25527320	20220126	75908468	35879529	14673744	28692722	27732864	28623706	35478364	19552189	25156544	19966160	29043331	36568452	28814461	24017376	19528974	29159531	27904551	30345650	29346543	27880686	23343878	23502022	23517544	23278475	23723924	22701796	29425354	30066638	17583870	27254881	31873600	41704218	31531966
2024-04-08	41636866	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
2024-04-15	26913410	31515143	66438203	27349534	36707959	28175838	40967362	65270919	25687585	31811599	24454114	28565806	57798759	42736495	42555050	28333810	29452360	52192566	29606060	42798239	30012872	31222396	24220983	50161694	40428398	34383542	35441139	47514539	31252722	45263478	31479059	29785882	33112106	45141998	31134503	30656923	30491600	0	28228096	75910862	40340316	41236753	57360365	0	0	0	42312962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-04-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60376494	0	0	0	0	0	20357586	31205116	61630183	0	42027453	58980493	24442525	72170007	26976898	65488380	27537032	26568632	22128978	33923086	66341886	28073376	19289104	22277410	73784820	39330457	19053768	29688182	34236536	32871002	36009276	20282193	27545648	19966160	30237883	36767544	28283549	25145564	24041726	30221355	32284575	24970166	29678363	28677054	24538430	23900206	26039376	29516691	26312120	23564528	50529106	30133002	20702978	27321245	30015408	38186926	31930150
2024-04-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11680064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-13	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11945520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-10	0	0	0	0	0	0	7897316	0	0	0	0	0	0	0	0	7830952	0	7830952	0	0	0	0	0	0	0	0	0	0	0	13803712	0	0	0	0	0	0	0	23691120	0	0	0	0	0	7764588	0	0	0	23426492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20440112	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	51855266	66015522	74377167	30379240	43355291	28711806	44349183	77548903	31827453	34261923	29940190	31880042	83017658	44902539	73161883	29679870	30435608	112526360	33294668	42933319	30298676	35015600	27432687	57327606	48599183	35099575	67865914	96731218	33243920	46347130	32450970	33756267	65237984	46713162	65088746	35068359	33061536	63952302	27417838	73259526	40283976	41836425	60585705	24191129	33490728	65142155	40876094	42022485	61688865	0	73037487	0	69095150	25916820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6370944	0	0	9423688	0	42999455	27199087	0	11348244	0	0	0	0	0	0	0	0	0	0
2024-07-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24826853	0	28872562	0	0	28620660	22036972	37094438	69202682	28935932	25964068	22973730	85330666	43508377	19353692	29253178	36499020	34332446	39381068	24770581	25816654	23194604	33364699	40427888	31136021	27307512	25475370	33393315	36874430	33544763	30187922	33313251	25981103	25049159	37114904	29342298	28749122	27031444	35365690	31289651	23149382	36383297	28932558	78159362	31053518
2024-07-22	12144612	12675524	13140072	3517292	12277340	10087328	132728	12343704	15130992	12210976	2190012	10020964	12741888	11613700	10087328	10020964	10020964	8627320	7167312	12078248	11149152	8295500	13405528	8826412	11878328	4446388	13007344	12078248	8959140	11680064	9689144	11547336	15927360	10020964	10020964	12410068	6503672	10020964	14201896	11613700	9954600	12410068	10286420	11746428	6304580	7233676	13272800	5574576	11547336	9290960	11945520	10020964	11281880	10950060	10020964	12874616	11215516	11547336	10020964	10020964	13936440	12144612	10020964	11746428	10352784	10817332	10020964	10020964	7300040	10087328	12144612	12476432	10087328	7034584	11480972	12609160	10020964	10087328	5441848	14069168	9954600	11082788	11613700	12210976	10352784	12210976	12741888	10684604	14002804	7034584	9954600	12741888	12277340	12940980
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11680064
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48051835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	20818433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	0	0	0	0	9091868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	20818433	32209799	24753772	27293142	10087328	0	0	0	0	13737348	0	15860996	0	0	17652824	0	0	0	7830952	0	0	0	0	11746428	0	0	0	0	0	0	11082788	0	0	0	0	0	0	2720924	13737348	0	0	0	10087328	14135532	0	7830952	0	12277340	12542796	10419148	0	0	0	21501936	0	0	0	0	9091868	0	16391908	0	7631860	0	0	0	0	0	0	10020964	3716384	49846279	34697400	0	7300040	0	7830952	12277340	19511016	12874616	0	0	21767392	0	0	6370944	0	0	12410068	16170615	0	7764588	0	0
2024-09-02	0	128839196	0	142787332	0	0	0	0	0	43836190	0	0	0	0	0	0	28448124	0	31104780	41738891	0	7830952	0	0	0	0	74692945	0	0	0	0	40090582	0	0	0	0	0	0	0	0	0	0	68177201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114541280	0	55011528	0	121950346	0	0	0	0	0	0	7764588	0	0	118951948	0	0	0	0	43147550	0	0	0	9954600	0	0	0	35355174	0	0	0	0	64682460	0	0	52490156	0
2024-09-09	67851266	0	102922835	0	0	0	0	110309129	0	0	0	32429404	0	0	0	0	35924728	0	41238040	57533027	0	0	0	0	0	0	0	67205927	0	0	0	0	39508252	0	0	40465014	35294888	0	0	81288015	137934680	0	0	0	29057184	72270759	0	48085122	66896225	0	81352363	19737514	0	0	0	14582394	42435394	0	0	0	29522308	0	0	0	34731236	0	0	0	0	29271580	0	0	0	0	0	0	0	43348542	47385918	32557278	103385782	0	0	0	0	32953252	27679576	0	0	0	0	29480700	0	0
2024-09-16	35416857	33540267	74244439	28454684	40700731	28114530	43751907	74894343	28575617	35390111	29077458	28097294	40773795	46694367	42966263	27954406	29838332	57054518	32631028	42866955	31161408	36011060	28627239	57393970	48267363	35165939	35314119	49301267	31186636	40108914	33313702	33557175	33471726	48106806	34266463	34736539	32265168	64748670	28015114	73193162	40084884	41305513	59789337	31623069	33424364	65142155	40544274	41292481	60494313	24561397	73568399	28806198	68166054	25784092	28554296	22368792	38488082	69401774	29002296	25499520	22907366	85264302	43508377	19486420	28788630	39551764	34398810	40708348	24106941	30329406	21800960	34426523	42286080	31600569	27307512	27997202	32663311	37604434	34075675	32046114	42999455	25782011	24650975	27890308	0	28483666	0	35697510	30891467	20362094	0	0	0	0
2024-09-23	208337417	257678392	647059525	218345136	308126488	185607058	292408921	370775052	84047108	129615420	109946008	106801848	154906284	167990204	290533061	168680365	199136868	383192866	217733460	166955564	114585296	125210608	97135084	220066328	336362845	221692093	127552620	193170732	210317170	330296022	217663369	195463646	120959544	204081412	125147324	122873068	148854768	334355850	117232428	388583250	206902020	205645446	304343790	115972843	100057408	224313756	139042680	138113284	204142900	71076092	260640172	78950056	377032308	108953136	124797864	87494364	159748170	260412320	83935376	73348704	73578332	399406520	179973892	129935520	139256890	158214672	124475316	155278624	75662580	100486200	75318432	118951948	138789600	122633396	105952440	130031992	128238140	128640124	136714876	107057596	167283507	108796348	99593356	108847552	146375710	107849544	125329096	141613428	113969956	64682460	164608977	144171622	188418240	129973818
2024-09-30	20818433	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	39127807	32059535	32160031	40483299	26764399	32513695	27199087	24898339	36171028	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12741888	0	0	0	0	0	0	0	0	9423688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	7764588	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11613700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9954600	0	0	0	0	0	0	0	0	0	0	0	0	0	27199087	0	27211888	28163347	26962386	0	0	0	0	0	0	0	0
2024-10-21	20818433	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	32513695	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
