week_start	sub-496035/sub-496035_ses-20191108T181915_icephys.nwb	sub-496035/sub-496035_ses-20191108T184609_icephys.nwb	sub-496035/sub-496035_ses-20191108T193629_icephys.nwb	sub-496035/sub-496035_ses-20191108T203439_icephys.nwb	sub-496035/sub-496035_ses-20191108T215123_icephys.nwb	sub-496035/sub-496035_ses-20191108T223842_icephys.nwb	sub-496035/sub-496035_ses-20191108T231928_icephys.nwb	sub-496035/sub-496035_ses-496035-04-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-05-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-05-02_icephys.nwb	sub-496035/sub-496035_ses-496035-06-01-01_icephys.nwb	sub-496035/sub-496035_ses-496035-08-01-02_icephys.nwb	sub-496035/sub-496035_ses-496035-08-01_icephys.nwb	sub-496035/sub-496035_ses-496035-09-01_icephys.nwb	sub-497712/sub-497712_ses-20191125T171356_icephys.nwb	sub-497712/sub-497712_ses-20191125T212258_icephys.nwb	sub-497712/sub-497712_ses-20191125T215755_icephys.nwb	sub-497712/sub-497712_ses-20191125T223535_icephys.nwb	sub-497712/sub-497712_ses-20191125T223811_icephys.nwb	sub-497712/sub-497712_ses-497712-03-01_icephys.nwb	sub-497712/sub-497712_ses-497712-05-01-01_icephys.nwb	sub-497712/sub-497712_ses-497712-05-01-02_icephys.nwb	sub-497712/sub-497712_ses-497712-06-01-01_icephys.nwb	sub-497712/sub-497712_ses-497712-07-01-01_icephys.nwb	sub-499276/sub-499276_ses-20191119T230743_icephys.nwb	sub-499276/sub-499276_ses-20191120T004103_icephys.nwb	sub-499276/sub-499276_ses-499276-03-01-01_icephys.nwb	sub-499276/sub-499276_ses-499276-06-01_icephys.nwb	sub-499277/sub-499277_ses-20191118T171337_icephys.nwb	sub-499277/sub-499277_ses-20191118T185857_icephys.nwb	sub-499277/sub-499277_ses-20191118T214029_icephys.nwb	sub-499277/sub-499277_ses-20191118T222143_icephys.nwb	sub-499277/sub-499277_ses-499277-04-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-05-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-06-01-01_icephys.nwb	sub-499277/sub-499277_ses-499277-06-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190409T210613_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190410T161219_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190412T162336_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190412T191355_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T174241_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T192122_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T203054_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-20190416T212554_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-11-01-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-11-03-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-01_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-03_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-01-03-01-04_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-03-03-01-02_icephys.nwb	sub-H19-03-307/sub-H19-03-307_ses-H19-03-307-99-03-03-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190227T175943_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T183846_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T215742_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190228T222559_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-20190710T231356_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-01a-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-02-02-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-01-02-02a-01_icephys.nwb	sub-M19-01-001/sub-M19-01-001_ses-Q19-01-001-02-02-02b-02_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T182323_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T193609_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T211030_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T220139_icephys.nwb	sub-Q19-26-005/sub-Q19-26-005_ses-20190718T223434_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190816T183141_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T195256_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T213738_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190819T222925_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190820T190404_icephys.nwb	sub-Q19-26-008/sub-Q19-26-008_ses-20190820T200702_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T171339_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T215800_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T222032_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190923T230717_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T195347_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T203512_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T204651_icephys.nwb	sub-Q19-26-009/sub-Q19-26-009_ses-20190925T212556_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191001T194530_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191001T205448_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T173221_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T182216_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T190441_icephys.nwb	sub-Q19-26-012/sub-Q19-26-012_ses-20191002T200455_icephys.nwb	sub-Q19-26-013/sub-Q19-26-013_ses-20191015T205741_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191111T223210_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191112T192919_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191113T173113_icephys.nwb	sub-Q19-26-018/sub-Q19-26-018_ses-20191113T211001_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T010243_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T013826_icephys.nwb	sub-Q19-26-02/sub-Q19-26-02_ses-20190604T025400_icephys.nwb
2022-07-11	20818433	43448078	108794836	33614764	54541752	32059068	56438651	107359711	21052034	43836190	34001484	32429404	55117983	58256235	57928848	25357615	35924728	140076488	41238040	56404839	36321128	41633784	27596022	72104347	65106887	42369078	42804790	64352275	39119100	62448370	41218014	40090582	39508252	64674250	41602142	40465014	28646736	72681012	19538738	79429823	47995820	47576962	65389913	16567549	29057184	68819831	48549820	48085122	67858034	16740381	81352363	19737514	77504666	18158856	20799644	14582394	42927748	77811290	20996168	18337176	14761154	114517578	61550326	22340320	34731236	54219616	41266138	53485604	18915645	29271580	18829608	38504454	48423280	39019717	32004700	37242166	43147550	42313227	47385918	32557278	60120871	33426654	28415135	33452256	33870155	32953252	27679576	49835194	33956174	16170615	42842682	29480700	51396786	28355902
2022-07-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72261438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-07-25	0	32209799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164225514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19538738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14582394	0	0	0	0	14761154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-08-01	0	0	0	27293142	0	0	0	0	0	0	27486502	0	0	0	0	0	0	0	0	0	0	31302652	0	0	0	0	31888155	0	30045310	0	0	0	0	0	0	0	24809128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437471820	0	63145342	0	18337176	442834620	99851630	0	0	0	0	0	0	0	0	0	29737987	34697400	0	26488110	0	0	0	0	0	0	27199087	0	0	28163347	0	0	0	0	16170615	0	0	36730838	0
2022-08-08	20818433	0	92437075	0	38515811	26515294	41772703	92693763	21011777	32403855	0	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	0	24283771	55016582	48051835	31670299	0	48292683	0	47185146	31094767	30531051	30239886	47420106	31286831	30718267	0	55725975	0	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	437471820	31949634	0	20983844	0	442834620	0	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	0	0	30658349	0	29106843	32059535	32160031	34178719	26764399	42999455	0	24898339	27211888	0	26962386	24325548	35403357	27463847	0	31907101	25226110	0	24663711
2022-08-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189571122	0	0	0	0	191895002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-08-22	0	96629397	92437075	27293142	38515811	26515294	41772703	0	21011777	32403855	27486502	26700462	0	41997551	41504723	24097195	28448124	195414719	0	41738891	0	31302652	24283771	55016582	48051835	31670299	31888155	0	30045310	47185146	31094767	30531051	0	47420106	31286831	30718267	24809128	55725975	273542332	0	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	102071450	16740381	65160043	19737514	62838718	18158856	20799644	58329576	31949634	63145342	0	18337176	59044616	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	85623390	34697400	30658349	26488110	58213686	32059535	32160031	34178719	0	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	16170615	57224498	25226110	36730838	24663711
2022-08-29	20818433	0	0	0	0	0	0	370775052	0	0	0	0	38726571	0	0	0	0	0	31104780	0	28646324	0	0	0	0	0	0	144878049	0	0	0	0	30239886	0	0	0	0	0	0	64763875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14582394	0	0	41967688	0	221417310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53528798	0	0	0	0	0	0	0	0	0	225747171	0	0	0	0
2022-09-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206656156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226388610	0	0	0	0
2022-10-03	20818433	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	25826707	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
2022-10-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125677436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-12-05	20818433	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
2023-01-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57671680	0	0	0	0	0	0	0	0	0	0	59917163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25121550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-13	0	32209799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39077476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29737987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-10	0	32209799	0	27293142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19538738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63145342	0	0	0	0	0	0	0	0	0	0	0	0	0	29737987	34697400	0	0	0	0	0	0	0	0	27199087	0	0	0	0	0	0	0	16170615	0	0	36730838	0
2023-04-17	20818433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-05-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2403871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-05-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19538738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16170615	0	0	0	0
2023-05-15	59289690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-05-22	21096296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-05-29	18515851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-05	18459259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-12	21095832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-19	947409095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-26	357256332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-03	32498322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-10	39273304	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	0	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
2023-07-17	18316003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-24	18459259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16170615	0	0	0	0
2023-07-31	18459279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16170615	0	0	0	0
2023-08-07	18273359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-14	39330120	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	14761154	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	16170615	31907101	25226110	36730838	24663711
2023-08-21	39273984	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	24809128	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	29522308	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	32341230	31907101	25226110	36730838	24663711
2023-08-28	88825421	32209799	92437075	27293142	38515811	26515294	41772703	92693763	21011777	32403855	27486502	26700462	38726571	41997551	41504723	24097195	28448124	54741838	31104780	41738891	28646324	31302652	24283771	55016582	48051835	31670299	31888155	48292683	30045310	47185146	31094767	30531051	30239886	47420106	31286831	30718267	0	55725975	19538738	64763875	34483670	34274241	50723965	16567549	25014352	56078439	34760670	34528321	51035725	16740381	65160043	19737514	62838718	18158856	20799644	14582394	31949634	63145342	20983844	18337176	59044616	99851630	44993473	21655920	27851378	39553668	31118829	38819656	18915645	25121550	18829608	29737987	34697400	30658349	26488110	29106843	32059535	32160031	34178719	26764399	42999455	27199087	24898339	27211888	28163347	26962386	24325548	35403357	27463847	97023690	31907101	25226110	36730838	24663711
2023-09-04	41909337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-11	18316003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-18	18459259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-25	20626812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16170615	0	0	0	0
2023-10-02	5329426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	2637037	32209799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19538738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29737987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	2637549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31888155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18337176	29522308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48511845	0	0	0	0
2023-10-30	7911439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30045310	0	0	0	0	0	0	0	24809128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14761154	0	0	0	0	0	0	0	0	0	0	0	0	0	26488110	0	0	0	0	0	0	0	0	0	28163347	0	0	0	0	16170615	0	0	0	0
2023-11-06	20818433	0	92437075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31118829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
