region	bytes_sent
GitHub	52421704029
US/California	14682853466
AU/South Australia	13060309516
US/Washington	6528244646
AWS/us-east-2	6037991882
CA/Ontario	5583132125
AWS/us-east-1	4275531594
NL/North Holland	3877309476
CH/Vaud	3357114951
CA/Quebec	3302430767
US/Massachusetts	3287804297
US/New Mexico	3271279661
CH/Zurich	3271279661
CN/Guangdong	3260979265
US/Maryland	1907109970
VPN	1113692955
GCP/us-central1	778636578
GB/England	564168354
CN/Shanghai	442221898
US/Pennsylvania	315722388
PT/Lisbon	208581278
US/Virginia	202935539
AWS/ap-southeast-1	109102416
DE/Berlin	99851630
HK/Hong Kong	81486524
FR/Île-de-France	71510694
IN/Maharashtra	61863538
US/Rhode Island	57365506
JP/Tokyo	41636866
UA/Kiev	36730838
IN/Punjab	30931769
IN/Telangana	30891973
VN/Ho Chi Minh	29343548
VN/Kiên Giang Province	29343548
US/New Hampshire	21655920
CH/Geneva	20818433
AWS/ap-northeast-2	20818433
ES/Madrid	20818433
CA/British Columbia	19538738
RU/Vladimir Oblast	17652824
US/New York	13870076
BR/Santa Catarina	32769
