region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	49114316491	1266648	256	339
VPN	68924640016	4345	90	37
AWS/us-east-2	19478286390	148292	4	27
NOR/50	10423362588	2010	0	3
USA	46112301941	3071	17	4
AWS/us-east-1	50195142268	7402	33	32
AWS/ap-southeast-1	183684432	26	26	0
USA/MA	76501212534	8932	0	31
CHN	51821244834	3232	0	10
USA/VA	16077108857	3910	3	4
ZAF/GP	33605604	3	3	0
ISR/HA	12839568	1	1	0
AWS/us-west-2	792163576	3677	14	8
USA/CA	30942764827	500	19	8
CAN/QC	7407602509	1416	0	9
PRT/11	30206731076	14	14	0
CAN/ON	30080104112	9	9	0
MDA/CU	10022724	1	1	0
VNM/HN	20438496	2	2	0
USA/MD	344397706	947	10	10
MEX/CMX	5503874070	22626	47	36
USA/NY	30057962408	8	8	0
AWS/ap-southeast-2	30057962408	8	8	0
KAZ/71	11201868	1	1	0
NPL	9302136	1	1	0
ECU/P	9236628	1	1	0
USA/IL	254259608	630	7	2
PHL/03	4978608	1	1	0
VNM/51	5961228	1	1	0
VNM/49	11005344	1	1	0
SGP	12053472	2	2	0
BRA/MG	8057484	2	2	0
ZAF/WC	1113636	1	1	0
PHL/00	5502672	1	1	0
JPN/13	71716585	308	3	1
VNM/SG	851604	1	1	0
USA/WA	8868408	8	2	2
PAK/SD	8188500	1	1	0
IRQ/AR	9826200	1	1	0
VNM/CT	7074864	1	1	0
USA/OH	4055222054	1	1	0
UZB/TK	8254008	1	1	0
DEU/NW	119794536	576	3	3
JAM/14	1113636	1	1	0
TUR/16	1113636	1	1	0
NLD	14536001463	684	3	3
MLI/BKO	7729944	1	1	0
ARG/X	10481280	1	1	0
IND/JK	1113636	1	1	0
MEX/VER	851604	1	1	0
BGD/C	1113636	1	1	0
MAR/03	11005344	2	2	0
ETH/AA	10874328	1	1	0
NGA/LA	10153740	1	1	0
IRQ/DA	10546788	1	1	0
CHE/VD	67980136	356	3	2
BRA/RS	917112	1	1	0
MEX/PUE	13625664	1	1	0
BRA/SP	22600260	2	2	0
GBR/ENG	27382344	1	1	0
TUR/06	35046780	1	1	0
ARG/B	1375668	1	1	0
MNG/1	11463900	1	1	0
VNM/56	9760692	1	1	0
UKR/05	16114968	1	1	0
IDN/JK	1048128	1	1	0
TWN/TAO	851604	1	1	0
CHN/BJ	1326712	5	1	1
JOR/AM	2685828	2	2	0
USA/RI	1789710063	342	0	1
ZAF/MP	5961228	1	1	0
CRI/H	9695184	1	1	0
RUS/KDA	6747324	1	1	0
BEL/BRU	21552132	1	1	0
COL/ANT	3013368	1	1	0
FRA/IDF	6023648	27	4	3
