region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	33313048	41625	22	159
AWS/us-east-2	5052032	2408	1	15
USA/NH	52914240	342	114	103
NOR/50	5105760	22	0	2
USA/VA	928320	5	1	3
GBR/ENG	3017040	13	13	0
USA/CA	1524314	118	5	3
USA/MA	12068206	98	1	6
VPN	3583600	18	13	3
USA	464160	2	2	0
USA/VT	3713280	24	8	6
CHN	1624560	7	7	0
AWS/us-east-1	1624560	7	7	0
JPN/13	464160	3	1	1
CAN/QC	1160400	5	5	0
PRT/11	1242320	9	5	1
USA/MD	4142880	23	14	5
USA/RI	696240	3	0	1
DEU/BW	928320	4	4	0
IND/MH	232080	1	1	0
AWS/ap-southeast-1	1392480	6	6	0
USA/WA	681458	5	1	1
HKG	232080	1	1	0
USA/NY	464160	2	2	0
USA/IL	566560	3	2	1
EST/37	232080	1	1	0
MEX/CMX	2006880	12	6	5
BGD	232080	1	1	0
CHE/VD	668960	4	2	1
UKR/48	232080	1	1	0
JOR/AM	232080	1	1	0
MAR/04	232080	1	1	0
BIH/BIH	232080	1	1	0
GCP/us-central1	232080	1	1	0
VEN/A	232080	1	1	0
FRA/IDF	1337920	8	4	3
