date	bytes_sent	number_of_requests	number_of_downloads
2024-05-25	178384847	260	260
2024-05-26	243282768	940	220
2024-05-27	37747846	140	<50
2024-05-31	2064003	<50	<50
2024-06-01	4137470	<50	<50
2024-06-02	2769467	<50	<50
2024-06-03	697926	<50	<50
2024-06-11	1401479	<50	<50
2024-06-12	4146904	<50	<50
2024-07-09	193561034	760	180
2024-07-10	86434610	300	80
2024-07-24	178384847	260	260
2024-08-26	695555	<50	<50
2024-08-27	6255984	<50	<50
2024-08-29	4102615	<50	<50
2024-08-30	693886	<50	<50
2024-08-31	4800752	<50	<50
2024-09-02	4821065	<50	<50
2024-09-03	678138	<50	<50
2024-09-04	27586807	<50	<50
2024-09-05	11778315	<50	<50
2024-09-06	13792789	<50	<50
2024-09-07	6987222	<50	<50
2024-09-08	15294784	<50	<50
2024-09-09	9031543	<50	<50
2024-09-10	15204586	<50	<50
2024-09-11	8903564	<50	<50
2024-09-13	698527	<50	<50
2024-09-14	4191162	<50	<50
2024-09-20	239987783	920	220
2024-09-21	43343270	160	<50
2024-09-25	2653576	<50	<50
2024-10-16	4877496	<50	<50
2024-10-17	2795494	<50	<50
2024-10-18	16910414	<50	<50
2024-10-19	52062904	80	80
2024-10-20	12005390	<50	<50
2024-10-21	7674285	<50	<50
2024-10-22	4166472	<50	<50
2024-10-23	183238286	260	260
2024-10-28	2653576	<50	<50
2024-10-31	1395492	<50	<50
2024-11-15	2657471	<50	<50
2024-11-16	7428133	<50	<50
2024-11-17	6191109	<50	<50
2024-11-20	14730381	<50	<50
2024-11-22	6217620	<50	<50
2024-11-23	10399437	<50	<50
2024-11-24	4872804	<50	<50
2024-11-27	9656258	<50	<50
2024-11-28	2112003	<50	<50
2024-11-29	4239135	<50	<50
2024-11-30	1390908	<50	<50
2024-12-01	2796207	<50	<50
2025-01-01	715693	<50	<50
2025-02-01	697117	<50	<50
2025-02-11	1412810	<50	<50
2025-02-13	705822	<50	<50
2025-02-17	1431386	<50	<50
2025-02-19	1386808	<50	<50
2025-02-20	715693	<50	<50
2025-03-02	11693847	<50	<50
2025-03-29	715693	<50	<50
2025-04-01	697117	<50	<50
2025-04-02	715693	<50	<50
2025-04-08	694405	<50	<50
2025-04-15	178384847	260	260
2025-07-26	9053171	<50	<50
2025-07-27	2742512	<50	<50
2025-07-28	9743132	<50	<50
2025-07-29	4182234	<50	<50
2025-07-30	13273544	<50	<50
2025-07-31	6255276	<50	<50
2025-08-01	6967200	<50	<50
2025-08-02	5588837	<50	<50
2025-08-03	9055481	<50	<50
2025-08-04	5557439	<50	<50
2025-08-05	6991271	<50	<50
2025-08-06	2756893	<50	<50
2025-08-07	4195009	<50	<50
2025-08-08	2783541	<50	<50
2025-08-09	4907324	<50	<50
2025-08-10	8937866	<50	<50
2025-08-11	5493245	<50	<50
2025-08-12	3511754	<50	<50
2025-08-13	8987484	<50	<50
2025-08-14	5559751	<50	<50
2025-08-15	8336134	<50	<50
2025-08-16	5509863	<50	<50
2025-08-17	6267697	<50	<50
2025-08-18	5569244	<50	<50
2025-08-19	2066929	<50	<50
2025-08-20	699334	<50	<50
2025-08-21	3463366	<50	<50
2025-08-22	2049744	<50	<50
2025-08-23	2809981	<50	<50
2025-08-24	1398580	<50	<50
2025-08-26	698814	<50	<50
2025-08-27	4864012	<50	<50
2025-08-28	4850697	<50	<50
2025-08-29	7613345	<50	<50
2025-08-30	3501067	<50	<50
2025-08-31	4194302	<50	<50
2025-09-01	4073435	<50	<50
2025-09-02	6256184	<50	<50
2025-09-03	2837725	<50	<50
2025-09-04	4906117	<50	<50
2025-09-05	1385751	<50	<50
2025-09-06	2102504	<50	<50
2025-09-07	2746154	<50	<50
2025-09-09	669854	<50	<50
2025-09-10	4067040	<50	<50
2025-09-11	5582164	<50	<50
2025-09-12	4213902	<50	<50
2025-09-13	2046514	<50	<50
