region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	8284851020	20466	3349	2566
USA/VT	570841921	1359	221	59
GH-actions	9401514122	32885	4750	3813
USA/NY	560091944	356	356	0
AWS/us-east-1	2642506764	1288	1242	23
VPN	12900961390	6566	5701	162
CHN	4726912771	2110	2046	19
CAN/ON	1142892668	503	503	0
USA/MA	1335447339	589	1	556
AWS/ap-southeast-1	1882028131	1112	1112	0
GBR/ENG	1159735053	515	513	1
USA	480008405	218	197	7
TUR/34	15571646	8	8	0
TUN/51	1902397	1	1	0
CHL/TA	1902397	1	1	0
FRA/PAC	4112677	3	3	0
ECU/P	11817551	5	5	0
AWS/us-east-2	258636666	101	101	0
AWS/ap-south-1	8899799	5	5	0
CHN/BJ	1148752542	504	503	1
AWS/us-west-2	114570684	86	38	2
ECU/G	15059543	4	4	0
ARG/C	2928875	2	2	0
VNM/SG	104117102	41	41	0
IRQ/AR	8793396	6	6	0
BRA/SP	58777528	32	32	0
PAK/PB	32245873	16	16	0
GCP/us-west1	13959780	2	2	0
IND/PB	1587864	1	1	0
ZAF/GP	21893249	14	14	0
USA/NC	463147498	150	150	0
HKG	33143094	11	11	0
CHL/RM	34158555	10	10	0
CHE/VD	267560188	762	66	31
IDN/YO	19625986	9	9	0
IRQ/DQ	5577503	2	2	0
ZAF/MP	2013914	2	2	0
ARG/E	2030748	1	1	0
GTM/01	4525040	2	2	0
RUS/STA	3413238	1	1	0
BGD	69464719	30	30	0
MEX/NLE	12848232	3	3	0
VNM/HN	68794257	30	29	1
BRA/MS	7851083	5	5	0
IND/JK	1981683	1	1	0
BRA/PB	12859974	5	5	0
PHL/40	1981683	1	1	0
EGY/C	5499424	3	3	0
DOM/32	2288026	1	1	0
URY/MO	9463889	4	4	0
VNM/56	1573307	1	1	0
USA/CT	1573307	1	1	0
UZB/SA	3027930	2	2	0
AGO/LUA	3813261	3	3	0
BGD/C	5698314	5	5	0
ZAF/WC	14848445	7	7	0
KEN/30	30344401	11	11	0
IRQ/BG	13862316	11	11	0
ARG/M	4907707	3	3	0
EGY/GH	1113636	1	1	0
RUS/PER	1484498	1	1	0
PAK/IS	6966795	5	5	0
JOR/AM	22832319	7	7	0
PAK/SD	26565744	9	9	0
USA/GA	10184851	2	2	0
BRA/PR	7367915	5	5	0
MEX/QUE	1848519	1	1	0
SRB/00	3159213	2	2	0
NLD/NH	1712573	1	1	0
COL/SUC	2389599	1	1	0
BOL/C	5460340	3	3	0
ARG/S	2778333	2	2	0
SAU/02	3462656	3	3	0
KHM/12	3193115	2	2	0
BRA/RS	13638108	9	9	0
IRQ/DA	1252164	1	1	0
PRY/19	988420	1	1	0
ESP/AN	1708105	1	1	0
BRA/CE	22297035	5	5	0
BRA/MG	27083919	15	15	0
PSE/TKM	1167540	1	1	0
JOR	14412810	5	5	0
SEN/DK	9906404	6	6	0
UZB/TK	12078332	8	8	0
RUS/KDA	970014	1	1	0
BRA/SC	24812027	7	7	0
TUR/03	2000007	2	2	0
MEX/CMX	64807019	184	53	49
MEX	8749709	4	4	0
COL/CAL	1480363	1	1	0
ALB/11	2447413	2	2	0
JAM/01	1480363	1	1	0
BGD/E	11710704	3	3	0
ARG/B	32295502	18	18	0
JPN/11	5751811	4	4	0
VNM/69	1481313	1	1	0
VEN/M	1481313	1	1	0
KAZ/79	3013008	2	2	0
ISR/TA	4254131	3	3	0
ARG/R	2378576	1	1	0
ARG/X	6340838	5	5	0
VEN/I	4092134	3	3	0
AZE/BA	11082484	5	5	0
JAM	2930627	2	2	0
GCP/us-east1	757491	1	1	0
RUS/MOW	2191744	3	3	0
IDN/KU	1113636	1	1	0
VEN/A	14395854	9	8	1
UKR/46	2795726	2	2	0
RUS/VGG	1695677	1	1	0
COL/VAC	15764418	4	4	0
VNM/37	3226762	2	2	0
BRA/RN	6871305	2	2	0
URY/MA	5134277	4	4	0
FRA/IDF	21734734	14	8	3
