region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	12406640772	48349	40	52
AWS/us-east-1	47777485230	5751	8	52
GH-actions	39508427541	202970	167	156
USA	130249081589	75	75	0
HKG	2721560961	2126	0	25
SGP	2212764244	414	3	93
CHN/ZJ	350212063	315	0	13
AWS/us-west-2	3867692801	2	2	0
USA/MA	24739478026	243432	180	23
MEX/CMX	31228004	77	23	2
GCP/us-east4	898149898	18230	18230	0
USA/WA	1480032186	1388	5	1
ESP/CN	5545272	7	7	0
USA/FL	81	2	2	0
USA/CA	621039775	2702	4	1
USA/IL	494947744	2494	2	2
CHN/HB	8254008	1	0	1
FRA/IDF	10269604	23	3	3
USA/DC	251896836	2650	2	3
