week_start	Neurophysiology	Video
2024-07-08	0	4157503964
2024-07-15	0	5092782324
2024-07-22	0	14411760
2024-07-29	0	12053472
2024-08-05	411440901145	7429541200
2024-08-12	409090894421	5947284348
2024-08-26	65240817670	1211494990
2024-09-02	380784049139	2859201164
2024-09-09	322571947745	2899514076
2024-09-16	1216758959	0
2024-09-23	2744457183	0
2024-09-30	94402466	0
2024-10-21	34667500704	5707755826
2024-10-28	3594958944	0
2024-11-04	21217816	195976140
2024-11-11	32196286972	97701100
2024-11-18	11922853023	542799288
2024-11-25	151323480	133963860
2024-12-02	0	2002394582
2025-02-03	1087536051	0
2025-02-10	13465293691	0
2025-02-17	0	94156530
2025-02-24	187352880	0
2025-03-03	688320	0
2025-03-17	939602909	0
2025-03-24	6747324	0
2025-03-31	28392026	0
2025-04-28	54502656	0
2025-05-05	91084792	0
2025-05-12	322171728	0
2025-06-16	25268312	0
2025-06-23	31924582	0
2025-07-07	58695168	14477268
2025-07-14	60570274	0
2025-07-21	21092586619	94156530
2025-07-28	249526414048	6346005302
2025-08-04	195134875022	4360250992
2025-08-11	183304725785	2087690076
2025-08-18	69660157040	1064973784
2025-08-25	132535696490	449108444
2025-09-01	121723589837	2503794624
2025-09-08	137929398855	3222264762
2025-09-22	669513466020	0
2025-09-29	2264729	0
2025-10-06	789148230	0
2025-10-13	781680318	0
2025-10-20	401059407	0
2025-10-27	393853527	0
2025-11-03	4751637633	0
2025-11-10	3426838972	0
2025-11-17	2323047270	0
2025-11-24	2347743786	0
2025-12-01	2342372130	0
2025-12-08	12942719497	94156530
2025-12-15	944976417563	33139228914
2025-12-22	83617130543	1800238232
2025-12-29	67758218715	1495175310
2026-01-05	141922194081	274006994
2026-01-12	311476650945	12610462590
2026-01-19	141374528290	4619825292
2026-01-26	301152924987	5774937630
2026-02-02	143070650674	2522001230
2026-02-09	1347079908	0
2026-02-16	855255420	557056
2026-02-23	6094962928	319203422
2026-03-02	544715776	10415856
2026-03-09	169434470	1652343256
2026-03-16	3103060752	1724207212
2026-03-23	11879943478	409405286
2026-03-30	41611237771	1327661274
2026-04-06	2662984724	1866081586
2026-04-13	862216310	1281152882
2026-04-20	2930946778	1864789152
2026-04-27	1739368420	3486228651
2026-05-04	81643154343	67931797
2026-05-11	40445383309	432419888
2026-05-18	671039953	1025063741
2026-05-25	171956857	146500136
2026-06-01	773353593	2387945436
2026-06-08	137490537	68128320
2026-06-15	258330227	434927068
2026-06-22	3474335481	144974986
2026-06-29	187357151	2360433746
2026-07-06	3334234983	1439857548
2026-07-13	453458071	810027648
2026-07-20	252406918	615733880
2026-07-27	394896564	33160960
2026-08-03	140614683	0
2026-08-10	3269809188	0
