region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	1150811179064	4194	2321	458
USA/MA	1190512577952	23351	10	269
AWS/us-east-1	834790945196	99940	703	296
CHN	917852806842	100739	6	180
CAN/QC	194184969072	56	30	19
USA	302531228000	57557	182	58
GH-actions	5974518419	16344	885	847
USA/MD	1661890078	1407	284	145
GCP/us-west1	3169234982	1	1	0
AWS/ap-southeast-1	1792626420	326	326	0
ITA/45	2744457183	584	0	116
USA/NY	114893040450	1924	227	33
USA/DC	414298923	1525	125	119
AWS/us-west-2	27691422727	188	17	7
USA/CA	1136191418	2879	306	238
USA/PA	669707891594	167	85	9
GBR/ENG	1357540328	248	83	34
USA/IL	5828254627	143	99	4
VNM/SG	58695168	6	6	0
VNM/HN	106188468	11	11	0
USA/NH	35798185360	80177	5896	5146
MEX/CMX	3354942491	1945	141	221
USA/VT	1174485717	2616	189	108
CHE/VD	1736312	9	1	1
CAN/ON	864074181	3364	3	29
KOR/27	21514137	12	3	3
BRA/RJ	8057484	2	2	0
SGP	12188976	13	4	3
HKG/KKC	2002394582	245	0	8
AWS/us-east-2	1133028673	15	10	1
NLD	546990629977	25573	65	75
HKG	3668448	3	3	0
UKR/71	11332884	1	1	0
BRA/SP	2	2	0	2
GCP/us-east1	6747324	1	1	0
VNM/06	10808820	1	1	0
GCP/us-central1	1152249080	1	1	0
HUN/BU	32365766782	235	32	9
USA/TX	28663172	8	0	1
GCP/us-south1	13202359864	1	1	0
BRB/08	16508016	1	1	0
TUR/34	1	1	0	1
USA/WA	5691565816	19	7	5
GBR/SCT	26568728336	2	2	0
RUS/MOW	7926468	1	1	0
IND/MH	14411760	1	1	0
CAN/BC	67960468	1	1	0
USA/VA	3068323342	62	61	1
BRA/RS	11529408	2	2	0
IDN/JT	9564168	1	1	0
VNM/13	8843580	1	1	0
IDN/JI	1441176	1	1	0
THA/41	11987964	1	1	0
DEU/NW	7236596	42	3	3
JOR/AM	86567766	1	1	0
COL/ANT	4585560	1	1	0
VNM/02	7860960	1	1	0
BRA/MG	23517372	2	2	0
PAK/PB	19717908	5	5	0
ITA/62	798197232	167	0	1
IND/TS	15394380	1	1	0
IRQ/BB	2423796	1	1	0
ARG	1	1	0	1
KGZ/GB	1	1	0	1
EGY/DK	1179144	1	1	0
ARG/B	26399724	3	3	0
ARE/AZ	25286088	1	1	0
PRY/10	10677804	1	1	0
UZB/TK	15132348	1	1	0
IRQ	17490636	2	2	0
BRA/CE	10350264	1	1	0
MDA/CU	6223260	1	1	0
RUS/SVE	6157752	1	1	0
MYS/14	12512028	3	3	0
FRA/IDF	3636044	11	3	3
IRQ/BA	14084220	1	1	0
MYS/04	1113636	1	1	0
PHL/06	4520052	1	1	0
ZAF/GP	2030748	1	1	0
BRA/PB	1113636	1	1	0
VNM/HP	12774060	1	1	0
CHL/RM	12839568	1	1	0
KHM	13167108	1	1	0
ITA/88	14346252	1	1	0
MEX/CHH	9760692	1	1	0
SRB/00	11725932	1	1	0
MAR/04	4192512	1	1	0
BGD	10481280	2	2	0
MEX/JAL	4258020	1	1	0
VNM/61	5633688	1	1	0
UZB/SA	6485292	1	1	0
NLD/NB	17032080	1	1	0
IRQ/BG	2947860	2	2	0
COL/SAN	3013368	1	1	0
BOL/S	2096256	1	1	0
COL/TOL	9040104	1	1	0
USA/AL	5109624	1	1	0
IND/PB	1	1	0	1
BGR/16	13756680	1	1	0
BOL/L	7205880	1	1	0
NOR/50	105459979	26	0	2
SWE/E	1849084328	35	3	1
GCP/us-west4	10212747	54	3	1
GCP/asia-east1	54406229	78	1	1
JPN/13	27322024	29	4	1
ARE/DU	9040104	1	1	0
VNM/45	10612296	1	1	0
IDN/SU	6878340	1	1	0
BGD/C	2030748	1	1	0
CRI/SJ	3799464	1	1	0
ARM/ER	1	1	0	1
BRA/ES	14149728	1	1	0
