region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	77132590978	9121	669	229
USA/MA	169460459690	2486	243	344
USA	62143364910	5760	369	118
VPN	152525912560	4628	2194	241
GitHub	34602141822	185301	1611	1314
CHN	105935420448	8702	15	220
CAN/ON	109314077562	272	272	0
AWS/ap-southeast-1	2865909492	549	549	0
GCP/us-west1	289138500	7	1	2
USA/NY	73597572570	3786	336	65
AWS/us-east-2	8565038020	9027	135	54
MEX/CMX	3217403538	10308	227	267
GCP/us-east1	51982613454	184	184	0
TWN/TPE	38782403457	169	169	0
HKG/KKC	8803442690	1059	0	21
USA/CA	15273412645	88	76	4
NPL/P3	19193844	1	1	0
USA/IL	2249761383	170	47	2
BGD	82802113	14	13	1
USA/RI	15051406209	183	29	19
PAK/PB	20766036	4	4	0
TUR/06	3406416	1	1	0
LAO/VT	1244652	1	1	0
VNM/66	9367644	1	1	0
USA/MD	211583204	103	10	6
GCP/asia-southeast1	203840302	4	4	0
GCP/europe-west4	203840302	4	4	0
GCP/us-west4	315932712	26	4	2
CHN/SH	161664481	23	2	3
GCP/us-central1	1245677890	75	6	9
FRA/IDF	187833360	971	15	13
ITA/52	10191645	28	2	2
USA/VA	385056024	30	30	0
UKR/18	2030748	1	1	0
VNM/13	7009356	2	2	0
FRA/HDF	19324860	1	1	0
IRQ/BG	24237960	4	4	0
USA/WV	11201868	1	1	0
VEN/X	9498660	1	1	0
SGP	2236853367	304	17	5
VNM/HN	93283392	14	14	0
VNM/24	17294112	1	1	0
MAR/02	2685828	1	1	0
TUR/77	21814164	1	1	0
GCP/us-east4	23821640	2	0	1
USA/PA	775899479	3403	27	7
CHE/VD	5438997847	60	14	8
USA/WA	47773141	36	5	5
AWS/us-west-2	405917076	2203	12	4
UZB/TK	37339560	4	4	0
ECU/L	9367644	1	1	0
VNM/SG	134618940	14	14	0
VNM/43	10743312	1	1	0
IDN/YO	40221912	8	8	0
ARE/AZ	17687160	1	1	0
IND/MH	11005344	2	2	0
LBN/BA	10677804	1	1	0
VEN/A	8581548	2	2	0
CYP/02	1441176	1	1	0
JOR/AM	1113636	1	1	0
BRA/MG	29216569	4	3	1
IND/DL	19324860	1	1	0
JOR	7402404	1	1	0
USA/TX	54345524	18	1	2
COL/DC	13756680	2	2	0
ZAF/GP	9564168	2	2	0
PHL/10	11529408	1	1	0
PRI	309747621	1	1	0
ARE/DU	9760692	1	1	0
VNM/68	19390368	3	3	0
MYS/07	10743312	1	1	0
ITA/45	60376360	4	1	1
BRA/BA	5568180	1	1	0
PAK/KP	4782084	2	2	0
BRA/DF	4520052	1	1	0
IRQ/DA	10153740	1	1	0
CIV/AB	9171120	1	1	0
VNM/DN	25089564	2	2	0
FRA/CVL	3930480	1	1	0
ITA/82	11987964	1	1	0
MAR/05	8516040	1	1	0
TWN/KHH	11594916	1	1	0
BRA/GO	6419784	1	1	0
COG/BZV	851604	1	1	0
PRY/19	1048128	1	1	0
RUS	8712564	1	1	0
MAR/04	6354276	1	1	0
ARG/B	19324860	2	2	0
IDN/JK	5175132	1	1	0
NGA/RI	6026736	1	1	0
IND/HR	9236628	2	2	0
BRA/AM	5568180	1	1	0
FRA/GES	9957216	1	1	0
SRB/20	5240640	1	1	0
IDN/KR	1441176	1	1	0
AZE/BA	1703208	1	1	0
IDN/KS	6288768	1	1	0
VNM/49	9957216	1	1	0
ALB/11	11922456	1	1	0
MEX/CAM	22272720	1	1	0
URY/MO	9016288	2	1	1
EGY/SUZ	22403736	1	1	0
MYS/14	26923788	1	1	0
EGY/DK	1244652	1	1	0
HKG	24106944	5	5	0
CMR/CE	5961228	1	1	0
VEN/V	4258020	1	1	0
ISR	1113636	1	1	0
OMN/ZU	124428753	1	1	0
KOR/30	4706381	1	1	0
EST/37	4706381	1	1	0
COL/VAC	3864972	1	1	0
IDN/BA	12381012	1	1	0
IDN/JI	6943848	3	3	0
VNM	85094892	3	3	0
SYR	3930480	1	1	0
USA/OK	2475234074	317	1	2
