region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/WA	712774668	23128	23128	0
USA/GA	244506	179	179	0
JPN/26	172995967	482	482	0
VNM/SG	69091862	3349	3349	0
KOR/41	5653642	52	52	0
VPN	328379	4	4	0
CAN/BC	137789	1	1	0
CHN/GS	52488	1	1	0
