week_start	behavior_749472_2025-01-09_13-56-02_combined.nwb.zarr	behavior_754896_2025-01-03_17-20-19_combined.nwb.zarr	behavior_754897_2025-03-12_12-23-15_combined.nwb.zarr	behavior_754897_2025-03-13_11-20-42_combined.nwb.zarr	behavior_754898_2025-01-01_20-40-03_combined.nwb.zarr	behavior_781166_2025-05-13_14-04-27_combined.nwb.zarr	behavior_ZS059_2021-04-29_14-02-45_combined.nwb.zarr	behavior_ZS061_2021-04-08_18-01-30_combined.nwb.zarr	behavior_ZS062_2021-05-06_15-46-14_combined.nwb.zarr	test.nwb.zarr
2026-08-17	169558357	195266868	53010907	152295909	182476935	113434163	4672365	4317583	4007453	7302667
