asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
behavior_749472_2025-01-09_13-56-02_combined.nwb.zarr	188970681	3217	3217	0
behavior_754897_2025-03-12_12-23-15_combined.nwb.zarr	71954605	3923	3923	0
behavior_754896_2025-01-03_17-20-19_combined.nwb.zarr	212606676	3193	3193	0
behavior_754897_2025-03-13_11-20-42_combined.nwb.zarr	230474413	3613	3613	0
behavior_754898_2025-01-01_20-40-03_combined.nwb.zarr	242407016	3934	3933	1
test.nwb.zarr	7302667	2132	2132	0
behavior_ZS061_2021-04-08_18-01-30_combined.nwb.zarr	6630212	3299	3299	0
behavior_ZS062_2021-05-06_15-46-14_combined.nwb.zarr	6428042	1549	1549	0
behavior_781166_2025-05-13_14-04-27_combined.nwb.zarr	117879560	2833	2833	0
behavior_ZS059_2021-04-29_14-02-45_combined.nwb.zarr	6882470	1476	1476	0
