region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	45230412	83	83	0
GCP/us-east1	353184	1	1	0
USA/MD	19759744	77	20	15
USA/CA	16047248	27	18	4
VPN	162704604	331	248	19
GitHub	540008972	2729	529	480
USA/NV	29647600	46	46	0
CHN	84917776	152	152	0
AWS/us-east-1	93543972	147	147	0
USA/MA	56413892	90	0	86
USA	12694320	23	23	0
MEX/CMX	37758988	168	47	47
GCP/us-central1	6026256	6	6	0
AWS/us-east-2	7274144	11	10	1
FRA/IDF	34367080	147	26	13
USA/IL	19203176	31	27	2
CAN/QC	8597480	9	9	0
NLD	7540800	15	15	0
HKG/KKC	2143288	1	1	0
UKR	56888	1	1	0
USA/VA	4542104	8	8	0
VNM/SG	3243712	2	2	0
BRA/BA	699064	1	1	0
IRQ/WA	699064	1	1	0
USA/NE	699064	1	1	0
USA/NY	2097192	8	2	1
AGO/LUA	68992	1	1	0
VNM/26	905040	1	1	0
USA/WA	699064	1	1	0
GBR/ENG	699064	1	1	0
USA/TN	699064	1	0	1
VNM/HN	699064	1	1	0
ISR/JM	699064	1	1	0
MEX/NLE	699064	1	1	0
DZA/48	699064	1	1	0
VNM/68	2544648	1	1	0
EST/37	29968	1	1	0
CHE/VD	119872	4	2	1
