week_start	Neurophysiology
2024-05-20	91817656
2024-05-27	699064
2024-06-03	699064
2024-06-10	1398128
2024-06-17	699064
2024-07-08	53907304
2024-07-22	20274584
2024-07-29	8990132
2024-08-26	3630800
2024-09-02	8091792
2024-09-09	5744824
2024-09-16	54219932
2024-09-30	119352
2024-10-07	788448
2024-10-28	1398128
2024-11-04	28961616
2024-11-11	18148872
2024-11-25	3143976
2024-12-02	2143288
2024-12-30	353184
2025-02-24	2521752
2025-03-03	9766264
2025-03-31	5986328
2025-06-23	731712
2025-07-14	731712
2025-07-28	13938904
2025-08-04	3486472
2025-08-11	5584192
2025-08-18	2976312
2025-08-25	7240368
2025-09-01	1306752
2025-09-08	4797336
2025-09-15	98320
2025-10-06	3233176
2025-12-15	121918168
2025-12-22	3155112
2025-12-29	2796256
2026-01-05	3415184
2026-01-12	67964496
2026-01-19	4013912
2026-01-26	10394720
2026-02-02	2544648
2026-02-16	20039552
2026-02-23	38306472
2026-03-02	25395864
2026-03-09	5582272
2026-03-16	21897944
2026-03-23	3421576
2026-03-30	2303168
2026-04-06	4823448
2026-04-13	699064
2026-04-20	17859208
2026-05-04	56888
2026-05-11	13765416
2026-05-18	40343348
