region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	5489777136	705	0	107
VPN	8252187034	16724	198	150
USA/MA	8766979130	556	54	110
AWS/ap-southeast-1	229278000	128	128	0
USA/MD	5661282479	828	119	6
AWS/us-east-2	1092544150	22	22	0
AWS/us-west-2	9510341843	168	168	0
GitHub	16191150145	59428	551	434
USA/WA	5521614024	108	108	0
AWS/ap-northeast-3	2756813089	53	47	6
USA/VA	688292556	39	39	0
USA/NY	5489777136	107	107	0
USA/IL	3407030895	9045	282	45
CHN	953153418	25	25	0
USA/TX	125995444	189	12	1
GCP/us-central1	304729473	5	5	0
MEX/CMX	41666248	50	4	4
DEU/SL	82605588	3	1	1
CHN/YN	312937152	7	7	0
USA/CA	58226793	1	1	0
FRA/IDF	4560175	25	3	3
