region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GH-actions	2002982320	1246	54	58
AWS/us-east-1	1465058624	191	20	10
USA/PA	485635520	32	5	2
ITA/78	1589382852	12	10	2
MEX/CMX	3201575276	340	58	37
VPN	3198890649	150	36	8
USA/MA	2070730873	153	0	37
AWS/ap-southeast-1	14149728	11	11	0
AWS/us-east-2	281194440	2	2	0
KOR/30	1570541636	10	10	0
CHE/VD	1982625600	544	65	16
CAN/ON	1876518904	61	13	1
CHN/BJ	11702504	36	10	10
GBR/ENG	1876630432	60	15	1
USA/MD	2940764676	24	20	1
USA/NY	2200016636	190	23	11
RUS/MOW	1070540456	10	10	0
USA/CA	4078360581	2542	71	21
ITA/52	237468792	2050	2	10
CHN/SH	4308403868	327	36	31
KOR/27	1787896268	37	14	3
CAN/BC	3575030536	285	53	10
TUR/35	597607176	5	5	0
GCP/us-central1	745879072	122	2	4
USA/DC	686591864	7	7	0
ROU	965400116	7	7	0
CHN/GD	290990376	24	4	1
SGP	7080052	30	5	4
FRA/IDF	13320120	18	3	5
VNM/HN	7336896	1	1	0
USA/IL	362312828	13	7	2
PHL/00	3013368	1	1	0
PAK/SD	1244652	1	1	0
CIV/AB	10939836	1	1	0
USA/CO	1013939392	6	5	1
USA	1027788	4	1	1
NLD	7926468	1	1	0
BGD	1113636	1	1	0
CHN/SC	29677072	7	2	1
JPN/26	56727840	1	1	0
JPN/13	201273276	2	2	0
USA/NH	571626000	1188	108	97
USA/NV	9826200	1	1	0
USA/VT	15965844	33	3	2
CHN	283960427	42	2	2
CMR/LT	279817368	7	7	0
KOR/11	200421672	1	1	0
GCP/asia-southeast1	200421672	39	0	1
ITA/45	53621032	11	0	1
USA/NJ	210116856	2	2	0
