region	bytes_sent
AWS/us-east-1	14471536374112
GitHub	145721828198
VPN	115968637760
US/Massachusetts	25960351821
US/Georgia	21071572699
US/California	20519293680
AWS/ap-southeast-1	6795585068
US/New York	4117106868
DE/North Rhine-Westphalia	3693285831
US/Pennsylvania	3497421974
DE/Bavaria	575391544
GB/England	512227032
US/Virginia	269092464
ES/Catalonia	216507143
US/Indiana	167630398
KR/Incheon	151288122
US/Texas	91383660
CA/Quebec	42079009
US/Florida	29190818
US/Rhode Island	22808496
IT/Sardinia	21748656
CA/British Columbia	15918444
US/North Carolina	15721920
AWS/us-east-2	11404248
GCP/us-east1	10022724
