week_start	Neurophysiology	Video
2023-07-31	0	16460138392
2023-08-21	401346185	0
2023-09-04	151288122	0
2023-09-11	171232974	0
2023-12-04	0	2363544295840
2023-12-11	6427713540	8275053946034
2023-12-18	0	163434296
2024-01-01	131044879	0
2024-01-15	438906242288	3023052864026
2024-01-22	2925819101	0
2024-01-29	2747485492	0
2024-02-05	1667695914	0
2024-02-12	1762465585	340255930794
2024-02-19	1567123208	0
2024-02-26	1570276807	60005328
2024-03-04	1096626493	59022708
2024-03-11	31739869299	62363616
2024-03-18	18065880542	27185820
2024-03-25	14490825974	154467864
2024-04-01	12144324489	4142524336
2024-04-08	2361339270	34457208
2024-04-15	2893970939	40287420
2024-04-22	6326505306	7470543470
2024-04-29	5326363244	53454528
2024-05-06	6679683111	56074848
2024-05-13	2962896962	31509348
2024-05-20	3325857945	3738718828
2024-05-27	2313631879	86536068
2024-06-03	3303622406	178181760
2024-06-10	3249483213	975741660
2024-06-17	2907561029	324592140
2024-06-24	1798085529	3750609792
2024-07-01	1529196778	16846203862
2024-07-08	69570365952	37543511420
2024-07-15	7114927569	8571992976
2024-07-22	25892275640	25527116816
2024-07-29	4308597698	10569716584
2024-08-05	12485386510	15037821720
2024-08-12	2409845626	5606381794
2024-08-19	1724081302	599660232
2024-08-26	436513976844	12206369415953
2024-09-02	189572356520	5526412514298
2024-09-09	107856041307	5745925369719
2024-09-16	7404210281	2730807700
2024-09-23	10107836432	5538914840
2024-09-30	14646995076	3237749620
2024-10-07	3169836146	2028840300
2024-10-14	25780791007	27065789228
2024-10-21	5226177137	4785687528
2024-10-28	2834332687	48148380
2024-11-04	7143222771	5590252800
2024-11-11	8738988379	2846797680
2024-11-18	21630883344	64402559948
2024-11-25	1751749428	2567520552
2024-12-02	73656752759	203336832
2024-12-09	203995115	0
2024-12-23	0	39763356
2024-12-30	10219248	10219248
2025-01-06	945425684	10828714834
2025-01-20	9957216	0
2025-02-03	172314073	0
2025-02-10	62374954972	126939486238
2025-02-17	3734968486	42323309574
2025-02-24	26596248	102712026
2025-03-03	6157752	9564168
2025-03-17	0	3098836866
2025-03-24	565979012	7205880
2025-03-31	42449184	27185820
2025-04-07	36487956	10939836
2025-04-21	0	46587604
2025-05-05	0	3101352504
2025-05-12	0	5562334540
2025-05-19	97640	30788760
2025-06-23	232590121	0
2025-06-30	50783888	0
2025-07-14	140971258	0
2025-07-21	21459931608	1301122896548
2025-07-28	143209801117	4481825893004
2025-08-04	89214455924	3101328201602
2025-08-11	104540008349	3594322303320
2025-08-18	44816507813	1396202026676
2025-08-25	54857638131	1879654711070
2025-09-01	59247430130	2294117302112
2025-09-08	54787208188	1727512808978
2025-09-15	155450484	4418142060
2025-09-22	87689034	192724536
2025-09-29	284676078	3675887436
2025-10-06	33476073640	1380405084
2025-10-13	42281696591	102520020
2025-10-20	16711111768	0
2025-10-27	16624510192	26399724
2025-11-03	227766573741	73565484
2025-11-10	161672157561	1220647596
2025-11-17	116480183608	78544092
2025-11-24	112011169151	464042344
2025-12-01	116751925602	50506668
2025-12-08	94817607541	215717373286
2025-12-15	1070434652077	21625579579492
2025-12-22	29899259456	854960592034
2025-12-29	35169263811	1268751340444
2026-01-05	221781471523	1315721132336
2026-01-12	415352954727	6573228620422
2026-01-19	192589004154	2673689790532
2026-01-26	274091898645	5583904763824
2026-02-02	189392011637	2203392732114
2026-02-09	150382635015	3464107802
2026-02-16	134984331405	557056
2026-02-23	159750210258	171537455588
2026-03-02	125803539038	240200278488
2026-03-09	52884170842	284658282544
2026-03-16	102151204864	320565303730
2026-03-23	37526940194	13511065779
2026-03-30	7065949587	35070414577
2026-04-06	6600691726	17514104218
2026-04-13	6157489968	16261509622
2026-04-20	83639771604	34259627578
2026-04-27	20163907339	19857047043
2026-05-04	1683492147	3845246199
2026-05-11	39116546460	871877250468
2026-05-18	65780188750	12169224684
2026-05-25	5822899418	154261858388
2026-06-01	11626675602	1043133986442
2026-06-08	10516715601	183896056442
2026-06-15	9007375911	431911878820
2026-06-22	11003768085	172393060826
2026-06-29	87246926030	2212088023724
2026-07-06	10639945335	23684691827
2026-07-13	19342018373	305597182087
2026-07-20	7450909943	301612386566
2026-07-27	7823866944	537918621184
2026-08-03	4191158718	1047336559370
2026-08-10	5438158128	583907984945
2026-08-17	43285619639	37230212438
