asset_path	bytes_sent	number_of_requests	number_of_downloads
sub-15847/sub-15847_ses-reinforcement-07b3a8c0-e03a-4ce1-8e22-82b7b3d57b2d_behavior+image+ogen.nwb	4016447688	4860	200
sub-211/sub-211_ses-reinforcement-9ca8a868-d9f4-4f1a-9ad3-040a5ee2a4c0_behavior+image+ogen.nwb	4520774781	5240	200
sub-dls-dlight-2/sub-dls-dlight-2_ses-photometry-7e6f9d51-e933-4452-a0ec-5da9a0531f02_behavior+image+ophys/26a55b4b-248e-4482-a0d6-46150513b81f_external_file_0.avi	33396651790	1120	<50
sub-dls-ai32jr-2/sub-dls-ai32jr-2_ses-reinforcement-df6eeffe-43a3-4f15-8894-d98ed89a8937_behavior+image+ogen.nwb	5497269548	4560	180
sub-snc-dls-ctrl-6/sub-snc-dls-ctrl-6_ses-reinforcement-4c50f5e0-676b-48c6-a0ec-69c5067e7dc1_behavior+image+ogen.nwb	3849024076	4600	180
sub-1546/sub-1546_ses-reinforcement-e95c234d-4828-45c2-adea-e13f886c58f3_behavior+image+ogen/390b870a-d090-4d12-986b-3f5ffe766261_external_file_0.avi	32421231836	1080	<50
sub-dlight-chrimson-3/sub-dlight-chrimson-3_ses-reinforcement-photometry-1d77a379-72f9-4582-8cab-9802caf289af_behavior+image+ogen+ophys/2b1da114-1094-4241-9255-54aedba1b404_external_file_0.avi	39486184514	920	<50
sub-dls-ai32jr-1/sub-dls-ai32jr-1_ses-reinforcement-af25fe6c-78e2-478a-9c70-6e2b2b2df1bd_behavior+image+ogen/25ed4559-a7ae-4566-b5cf-13674bd4aca5_external_file_0.avi	40164020428	1060	<50
sub-10/sub-10_ses-reinforcement-3f90808a-1ad6-46a0-a9fe-aa7082c5e3d1_behavior+image+ogen/31ab5aee-d646-4a4e-bc32-4ff29760eba0_external_file_0.avi	33104565072	1320	<50
sub-3440/sub-3440_ses-reinforcement-87212b73-4a1d-4eb5-b999-0a7f4d9365b4_behavior+image+ogen/467b3d7a-2665-4c77-b5df-31882617bf57_external_file_0.avi	49003341740	1180	<50
sub-15847/sub-15847_ses-reinforcement-f86807f9-e0da-4502-8ed4-fc5cb27fc16c_behavior+image+ogen.nwb	4698656016	4040	200
sub-3441/sub-3441_ses-reinforcement-b10f3e9f-861d-48b4-97a4-38a4ffb36d01_behavior+image+ogen.nwb	4856967835	4620	180
sub-dls-ai32jr-1/sub-dls-ai32jr-1_ses-reinforcement-2f80eabd-c951-4b61-97a6-f451f64071e3_behavior+image+ogen/0ac4f68d-a5fa-4337-b75f-3b361cb7fdd1_external_file_0.avi	51005752002	1580	<50
sub-vta-nacc-ctrl-6/sub-vta-nacc-ctrl-6_ses-reinforcement-701d3023-4781-470d-a483-14ba78f3976a_behavior+image+ogen/451df7d2-7c1c-441e-a1e9-f7059e50ccdb_external_file_0.avi	45986802254	1140	<50
sub-3155/sub-3155_ses-reinforcement-39b2f920-dc96-49f1-9e7e-bf89adaa5cad_behavior+image+ogen/56375fee-574c-4013-992b-6028240ccc2e_external_file_0.avi	37254779184	1240	<50
sub-242/sub-242_ses-reinforcement-cdd1ddbc-39fb-4773-9c51-1fa2849e05ac_behavior+image+ogen/63750f7b-ae57-4aa4-bc27-0a4d8a32ba6e_external_file_0.avi	78216203237	1620	<50
sub-dls-ai32jr-5/sub-dls-ai32jr-5_ses-reinforcement-f0ea8932-51e0-4fc0-96c9-a139eb23d537_behavior+image+ogen.nwb	4629136252	3900	180
sub-snc-dls-ctrl-7/sub-snc-dls-ctrl-7_ses-reinforcement-707c4fee-d981-402c-8b35-2461497915da_behavior+image+ogen/9f83306c-e9f2-4efc-91a9-d9824a378d19_external_file_0.avi	44421441826	1120	<50
sub-1527/sub-1527_ses-reinforcement-80ca3d5d-5e59-4aeb-bc3d-dadd2641cbd2_behavior+image+ogen.nwb	4108323046	5220	200
sub-15822/sub-15822_ses-reinforcement-91f1872f-f342-4751-a269-30e3fd199957_behavior+image+ogen.nwb	5961273518	5100	200
sub-dlight-chrimson-6/sub-dlight-chrimson-6_ses-reinforcement-photometry-cfd5b75f-8503-47b9-a40b-9d60861a2861_behavior+image+ogen+ophys.nwb	9977088188	7360	180
sub-1527/sub-1527_ses-reinforcement-6bb9b835-ed3e-4dc4-b591-66f776ba98e1_behavior+image+ogen/e5b05ff6-846f-494f-b882-c23f38b047f2_external_file_0.avi	39865849856	1300	<50
sub-3441/sub-3441_ses-reinforcement-443a3716-942d-41c2-94a4-2374e0f3d105_behavior+image+ogen/d6be32cd-66a9-46cb-a36f-0705a8b5ccfa_external_file_0.avi	29752447484	1060	<50
