region	bytes_sent
GitHub	83906340204
US/New Jersey	5375163308
AWS/us-east-2	911977432
US/California	806508544
US/North Carolina	398878944
IR/Fars	398878944
AWS/us-east-1	377173252
CA/Quebec	201121880
NL/North Holland	200279376
US/Massachusetts	199439472
IN/Delhi	199439472
US/Connecticut	199439472
US/Vermont	199439472
US/Washington	199439472
US/Georgia	199305144
US/Pennsylvania	70470776
GB/England	42929280
AWS/ap-southeast-1	39663688
VPN	34301368
US/Texas	33781048
CN/Shanghai	30481984
GCP/us-central1	18069752
PT/Lisbon	14995096
US/Maryland	6464816
US/Rhode Island	4396352
VN/Ho Chi Minh	2972904
KR/Seoul	1831368
RU/Moscow	1478776
SE/Stockholm	1442104
IN/Maharashtra	1341264
HK/Hong Kong	1333864
VN/Kiên Giang Province	947024
US/Virginia	270440
