week_start	sub-BAYLORCD12/sub-BAYLORCD12_ses-20180125T191601.nwb	sub-BAYLORCD12/sub-BAYLORCD12_ses-20180126T122506.nwb	sub-BAYLORCD12/sub-BAYLORCD12_ses-20180128T220037.nwb	sub-BAYLORCD12/sub-BAYLORCD12_ses-20180129T160551.nwb	sub-BAYLORCD12/sub-BAYLORCD12_ses-20180130T153224.nwb	sub-BAYLORCD13/sub-BAYLORCD13_ses-20171211T135437.nwb	sub-BAYLORCD13/sub-BAYLORCD13_ses-20171212T131814.nwb	sub-BAYLORCD13/sub-BAYLORCD13_ses-20171213T135007.nwb	sub-BAYLORCD13/sub-BAYLORCD13_ses-20171214T103426.nwb	sub-BAYLORCD13/sub-BAYLORCD13_ses-20171215T133939.nwb	sub-BAYLORCD14/sub-BAYLORCD14_ses-20171024T112103.nwb	sub-BAYLORCD14/sub-BAYLORCD14_ses-20171025T114022.nwb	sub-BAYLORCD14/sub-BAYLORCD14_ses-20171026T150956.nwb	sub-BAYLORCD14/sub-BAYLORCD14_ses-20171027T115804.nwb	sub-BAYLORCD14/sub-BAYLORCD14_ses-20171028T165746.nwb	sub-BAYLORCD6/sub-BAYLORCD6_ses-20170610T135720.nwb	sub-BAYLORCD6/sub-BAYLORCD6_ses-20170611T140007.nwb	sub-BAYLORCD6/sub-BAYLORCD6_ses-20170612T125622.nwb	sub-BAYLORCD6/sub-BAYLORCD6_ses-20170614T111143.nwb	sub-BAYLORCD8/sub-BAYLORCD8_ses-20171016T121417.nwb	sub-BAYLORCD8/sub-BAYLORCD8_ses-20171017T114425.nwb	sub-BAYLORCD8/sub-BAYLORCD8_ses-20171018T123550.nwb	sub-BAYLORCD8/sub-BAYLORCD8_ses-20171019T123347.nwb	sub-BAYLORCD8/sub-BAYLORCD8_ses-20171020T124659.nwb	sub-BAYLORNL12/sub-BAYLORNL12_ses-20170610T122530.nwb	sub-BAYLORNL12/sub-BAYLORNL12_ses-20170611T124136.nwb	sub-BAYLORNL12/sub-BAYLORNL12_ses-20170612T115219.nwb	sub-BAYLORNL12/sub-BAYLORNL12_ses-20170613T123812.nwb	sub-BAYLORNL12/sub-BAYLORNL12_ses-20170614T094441.nwb	sub-BAYLORNL14/sub-BAYLORNL14_ses-20170602T114550.nwb	sub-BAYLORNL14/sub-BAYLORNL14_ses-20170603T153540.nwb	sub-BAYLORNL14/sub-BAYLORNL14_ses-20170604T150059.nwb	sub-BAYLORNL14/sub-BAYLORNL14_ses-20170605T123139.nwb	sub-BAYLORNL14/sub-BAYLORNL14_ses-20170606T094050.nwb	sub-BAYLORNL14/sub-BAYLORNL14_ses-20170607T130355.nwb	sub-BAYLORNL15/sub-BAYLORNL15_ses-20170602T095359.nwb	sub-BAYLORNL15/sub-BAYLORNL15_ses-20170603T122807.nwb	sub-BAYLORNL15/sub-BAYLORNL15_ses-20170604T121032.nwb	sub-BAYLORNL15/sub-BAYLORNL15_ses-20170605T093327.nwb	sub-BAYLORNL15/sub-BAYLORNL15_ses-20170607T094337.nwb	sub-anm00314746/sub-anm00314746_ses-20151020T093604.nwb	sub-anm00314746/sub-anm00314746_ses-20151021T112541.nwb	sub-anm00314746/sub-anm00314746_ses-20151022T151738.nwb	sub-anm00314756/sub-anm00314756_ses-20151020T194211.nwb	sub-anm00314756/sub-anm00314756_ses-20151023T141029.nwb	sub-anm00314757/sub-anm00314757_ses-20151020T173731.nwb	sub-anm00314757/sub-anm00314757_ses-20151021T180248.nwb	sub-anm00314758/sub-anm00314758_ses-20151020T104930.nwb	sub-anm00314758/sub-anm00314758_ses-20151021T101014.nwb	sub-anm00314758/sub-anm00314758_ses-20151022T112047.nwb	sub-anm00314758/sub-anm00314758_ses-20151023T094901.nwb	sub-anm00314760/sub-anm00314760_ses-20151020T155230.nwb	sub-anm00314760/sub-anm00314760_ses-20151021T164427.nwb	sub-anm00314760/sub-anm00314760_ses-20151022T163913.nwb
2024-03-25	0	2832824	4278440	13339164	4864680	2006936	1757808	991616	533280	1920456	4380024	58337484	943232	2943124	4338784	7336024	4446388	664624	3703136	4895896	6386912	6370944	6550148	13268120	95657412	0	4967084	5129516	2679668	663808	119888328	225775108	9409072	6431400	2699872	2539912	0	666120	4176496	531920	1388640	1924560	0	1583776	817536	1440592	1762224	1779984	1076512	1363984	1947608	1000336	38048144	0
2024-04-01	454776	2264016	0	515368	0	2375472	34610496	393408	0	1073776	4210488	661704	4322432	0	0	6370944	384296	3828592	1851568	0	0	0	6370944	526232	521576	672760	6050296	0	0	176783364	6370944	6984412	516296	683792	2597472	2190012	669496	2611720	2728844	531920	1388640	1719760	0	1481376	408768	24052496	1352624	1299592	0	425992	785736	0	0	0
2024-04-08	0	0	0	0	0	0	0	19272192	37289600	0	75788784	0	0	0	0	0	0	57784632	0	51967136	103526592	0	0	0	0	0	0	0	61104840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25991840	0	0	0	0	0	0
2024-04-15	0	0	0	0	0	0	0	0	0	28991952	0	0	0	0	0	0	114822808	0	0	0	0	0	0	0	0	68108160	0	120907224	0	0	0	0	0	0	0	0	100425176	0	0	0	0	30467520	0	29675376	0	0	0	0	12918144	0	0	0	0	0
2024-04-22	31509072	2264016	1869880	110117508	484656	2006936	1757808	803008	430880	1073776	0	2190012	369216	47064056	4338784	0	384296	3399096	1851568	0	6386912	6959180	7167312	526232	521576	672760	653424	0	489656	0	0	679832	0	2190012	58105872	2416468	669496	461320	538832	531920	19908000	0	0	0	10219200	925096	132728	377992	0	14631056	0	0	547376	26876928
2024-04-29	0	49400208	0	0	0	34117912	0	0	0	0	92630736	0	0	0	0	0	0	0	53695472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47329056	0	30478944	0	0	0	0	0	0	0	0	0	0	14097792	18194288	0	0	0	0	0	0
2024-05-06	0	0	35527720	0	0	0	0	0	0	16106640	0	0	0	0	0	0	0	16995480	0	0	96052368	0	0	0	0	0	157307696	0	0	0	0	0	0	0	57728736	0	121805956	0	0	0	0	0	20534256	0	0	11101152	0	0	0	0	0	0	0	0
2024-05-13	0	0	0	0	0	38131784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122633940	0	0	0	0	0	0	0	0	0	0	0	57846624	0	0	0	0	0	0	0	15233760	0	0	0	0	0	0	10765120	0	0	0	0	0
2024-05-20	0	0	0	0	49793184	0	0	0	0	0	0	0	0	0	0	314822440	0	74780112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46627056	0	0	0	0	0	0	0	0	0	0	0	0	29890616	0	0	15714720	0	0	0
2024-05-27	0	0	0	0	0	0	0	0	0	1073776	75788784	0	0	0	0	0	0	57784632	0	0	0	0	0	0	0	0	0	102134776	0	172607428	112564808	0	0	0	0	0	0	0	0	0	0	0	0	0	6540288	0	0	0	0	11698288	0	43952832	50001024	0
2024-06-03	32533072	0	0	0	0	0	0	0	31696160	0	0	0	0	0	0	0	0	0	0	0	0	0	124292884	135904696	0	0	0	96126848	0	0	0	0	0	0	0	0	142921280	0	0	0	0	0	0	0	0	0	0	0	0	0	12571776	0	0	0
2024-06-10	2957552	5700024	3739760	71787600	0	4013872	2884208	803008	1864480	1073776	8420976	3119304	0	0	19038960	6946024	9984592	71381016	5554704	3997472	5702256	10249872	0	0	13945552	12770280	0	6007928	8147312	24879616	0	12967832	9838992	2629392	0	5079824	13831792	2611720	0	0	2777280	2538960	1140792	23080848	0	925096	0	1299592	538256	835592	4714416	1831368	2083376	1679808
2024-07-08	4436328	327144	1869880	4775780	0	303000	393528	0	1864480	0	0	3119304	8451776	3620312	3807792	6946024	5397072	3783536	2654560	0	590448	7897316	7167312	0	812392	0	6050296	6007928	8147312	7014272	7932496	6370944	331976	2629392	2220336	2851600	0	2611720	3098832	3501520	0	351976	0	1099088	408768	400808	1237936	382088	945440	0	1178256	1831368	0	1155520
2024-07-15	0	0	1869880	4785840	2190012	2006936	0	803008	1864480	0	0	0	2190012	0	3807792	0	0	3399096	1851568	0	0	8892776	9522224	8820632	6972776	0	0	0	0	10419148	7932496	9954600	4919496	0	0	2539912	0	0	0	0	0	0	0	0	0	925096	881112	0	0	0	0	0	0	839904
2024-07-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2629392	0	0	0	0	0	0	0	0	0	0	0	0	0	1299592	0	0	0	0	0	0
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8820632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6915896	0	0	3501520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9522224	0	0	0	0	0	0	12439808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	0	0	9349400	8892776	7936680	4013872	4326312	803008	3728960	1073776	8420976	2190012	2190012	0	0	0	14430980	3399096	1851568	0	4711844	10249872	18746820	0	0	0	10496684	0	0	10950060	13272800	32120176	4919496	2190012	0	2190012	13831792	2611720	2190012	3501520	0	1269480	1140792	2198176	0	0	881112	1299592	0	0	0	0	0	1679808
2024-09-02	0	0	0	0	0	0	0	0	0	0	8420976	0	0	0	0	0	0	0	0	0	0	0	0	8820632	0	0	0	0	0	0	0	12967832	4919496	0	2220336	0	20747688	0	0	3501520	0	0	0	0	408768	0	0	0	0	0	0	0	0	0
2024-09-09	0	0	0	14357520	0	0	1442104	3212032	1864480	0	0	0	0	3620312	0	41676144	29953776	0	0	3997472	0	0	0	0	0	0	6050296	0	4073656	21590784	23797488	0	0	0	0	2539912	0	0	0	0	4165920	0	0	0	0	0	881112	0	0	835592	785736	5494104	0	839904
2024-09-16	4735456	6027168	8038680	14357520	14637552	8330744	4326312	0	5593440	3770816	14821476	9357912	16358208	10860936	12085440	27408108	9984592	3783536	4506128	4324928	5702256	10249872	10131552	8820632	13609176	7033516	6857712	12015856	6929452	7840256	7932496	7724952	4919496	5482716	2736736	2851600	7540336	5606936	3445152	6047324	4505984	5429896	3422376	6907184	0	1325904	356824	4280864	0	835592	1178256	6014752	6629568	0
2024-09-23	13308984	17100072	16828920	38286720	28453248	16055488	10094728	0	13051360	7516432	29473416	28073736	27672512	21721872	22846752	41676144	29953776	20394576	11109408	23984832	33754160	46242368	28566672	26461896	20918328	12770280	18150888	18023784	12220968	32076544	23797488	33660616	20091880	7888176	6661008	7619736	27663584	7835160	9296496	14006080	12497760	11425320	10267128	9891792	0	0	0	11696328	0	0	0	16482312	18750384	0
2024-09-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5707304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7932496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	839904
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6972776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1831368	0	0
2024-10-28	1478776	1900008	3739760	4785840	3556656	2006936	2884208	803008	1864480	1073776	6400500	5309316	3953216	3620312	3807792	6946024	9984592	3399096	3703136	3997472	5702256	10249872	19044448	8820632	6972776	6446772	6050296	6007928	4073656	15396572	6636400	9224596	0	0	2220336	0	5508212	0	3098832	2190012	1388640	1269480	1140792	2198176	408768	1850192	0	2599184	0	835592	0	3662736	2083376	839904
2024-11-18	4436328	5700024	3739760	4785840	3556656	6020808	4326312	1606016	1864480	1073776	4210488	6238608	10096444	2190012	3807792	0	0	0	0	0	0	0	9522224	0	0	4256760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	0	0	0	0	0	0	0	0	0	1073776	4210488	0	0	0	0	0	0	3399096	0	0	0	0	0	0	0	4256760	0	6007928	0	0	0	0	4919496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408768	0	0	0	0	0	0	0	0	0
2024-12-16	1478776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	1478776	0	3739760	4785840	0	0	0	0	0	2147552	0	3119304	0	7240624	3807792	0	0	0	3703136	0	0	10249872	19044448	0	0	0	0	6007928	0	12439808	0	12967832	4919496	2629392	0	0	6915896	0	0	0	0	2538960	0	1099088	0	0	0	0	538256	835592	1571472	1831368	0	0
2025-03-10	0	307200	0	0	0	0	0	0	0	0	0	307200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204800	0	2611720	0	0	0	0	0	0	0	0	0	0	538256	307200	785736	0	0	0
2025-04-21	1478776	3800016	1869880	4785840	3556656	4013872	1442104	1606016	3728960	1073776	8420976	6238608	3953216	3620312	3807792	13892048	4992296	3399096	1851568	7994944	5702256	10249872	19044448	17641264	6972776	8513520	6050296	6007928	4073656	12439808	15864992	25935664	4919496	2629392	2220336	2539912	13831792	2611720	6197664	3501520	1388640	1269480	1140792	1099088	817536	925096	881112	1299592	1076512	835592	785736	1831368	2083376	839904
2025-07-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4826416	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408768	0	0	0	0	0	0	0	0	0
2025-07-28	1478776	3800016	3739760	4785840	3556656	0	0	0	0	1073776	4210488	3119304	0	0	0	0	0	0	0	0	0	0	9522224	0	0	0	0	0	0	0	0	0	4919496	0	0	0	0	0	0	0	0	1269480	0	0	0	0	0	0	0	0	0	0	2083376	0
2025-08-04	0	0	0	0	0	2006936	0	0	0	0	0	0	0	0	0	0	4992296	0	0	0	0	0	0	0	6972776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785736	0	0	0
2025-08-11	1478776	0	0	0	0	0	1442104	0	1864480	0	0	0	0	3620312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12439808	0	0	0	0	0	0	0	2611720	0	0	0	0	0	0	0	0	881112	0	538256	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6972776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	0	0	0	0	3556656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3997472	0	0	0	0	0	0	0	0	4073656	0	0	0	0	0	0	0	0	5223440	0	0	0	0	0	1099088	0	0	0	0	0	0	0	1831368	0	0
2025-09-08	0	0	0	0	0	0	0	0	0	0	0	0	3953216	0	0	0	4992296	0	0	0	0	0	0	0	0	0	0	0	4073656	0	0	0	0	2629392	0	0	0	0	0	0	1388640	0	0	6594528	1635072	0	0	0	0	0	0	0	0	0
2025-09-15	4641128	1900008	3739760	13147704	3659056	2006936	1442104	1606016	3728960	3426128	4210488	0	14049660	3620312	15231168	10994228	4114568	3399096	3703136	6187484	0	14430804	8229136	17641264	0	12485896	8229136	14803144	12220968	33175116	18055004	0	13148632	0	4440672	2190012	6915896	0	3098832	14006080	2879680	2641360	0	2198176	408768	1850192	881112	1299592	0	835592	785736	3662736	2083376	839904
2025-10-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11666704	0	0	0	0	0	0	0	0	0	0
2025-11-17	1478776	1900008	1869880	4785840	3556656	2006936	1442104	803008	1864480	1073776	4210488	3119304	3953216	3620312	3807792	6946024	4992296	3399096	1851568	3997472	5702256	10249872	9522224	8820632	6972776	4256760	6050296	6007928	4073656	12439808	7932496	12967832	4919496	2629392	2220336	2539912	6915896	2611720	3098832	3501520	1388640	1269480	1140792	1099088	408768	925096	881112	1299592	538256	835592	785736	1831368	2083376	839904
2025-11-24	0	1900008	1869880	4785840	3556656	0	1442104	1606016	3728960	0	12631464	6238608	0	3620312	7615584	0	14976888	6798192	1851568	7994944	0	30321616	9224596	17641264	13144628	12770280	12100592	12015856	4073656	7565496	15864992	6702764	4919496	2629392	0	0	13831792	0	6197664	10504560	2777280	1269480	0	1099088	817536	1850192	0	2599184	1076512	835592	785736	3662736	2083376	3359616
2025-12-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408768	925096	0	0	0	0	0	0	0	0
2025-12-15	2957552	3800016	1869880	4114568	7113312	6020808	4326312	1606016	3728960	2147552	4210488	6238608	3953216	3620312	7615584	13892048	9984592	6798192	3703136	3997472	17106768	8295500	0	21755832	20918328	8513520	0	6007928	8147312	0	12047064	8494592	19677984	2629392	4440672	5079824	6915896	0	3098832	3501520	2777280	2538960	3422376	1099088	1635072	1850192	0	5198368	1076512	835592	785736	1831368	4166752	1679808
2025-12-22	0	0	0	0	0	0	0	0	0	0	4210488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1269480	0	0	0	0	0	0	0	0	0	0	2083376	0
2026-01-05	0	0	0	0	0	0	0	0	0	0	0	3119304	0	0	0	6946024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-12	0	0	0	0	3556656	0	0	1606016	0	0	8420976	0	7906432	0	0	13892048	0	3399096	0	0	5702256	10249872	0	0	6972776	4256760	0	6007928	0	0	0	0	9838992	0	0	0	0	5223440	0	0	0	1269480	0	0	408768	925096	1762224	0	538256	0	785736	5494104	0	2519712
2026-01-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6050296	0	0	0	7932496	0	0	0	0	0	13831792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2083376	0
2026-01-26	0	0	0	0	0	2006936	0	0	0	0	0	0	0	3620312	0	0	0	0	0	0	0	10249872	0	0	6972776	0	0	0	0	0	0	0	0	0	0	2539912	0	2611720	3098832	0	0	0	0	0	0	0	0	0	0	0	785736	1831368	0	0
2026-02-02	0	0	0	0	0	0	0	0	1864480	0	0	0	0	0	0	0	4992296	0	0	0	0	0	0	0	0	0	0	0	0	7196928	0	0	0	0	0	0	0	0	0	0	0	0	1140792	0	0	0	0	0	0	0	0	0	0	0
2026-02-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26477216	8820632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388640	0	1550392	1890976	204800	204800	0	204800	409600	1040392	0	0	0	0
2026-02-23	7803480	2104808	409600	9575464	8137312	4833072	3089008	803008	1864480	1483376	614400	6443408	0	0	8025184	4656896	0	204800	0	4611872	4518460	0	0	0	13813976	4180932	204800	0	4563312	21446988	4247296	4656896	4518460	204800	2220336	2949512	4385732	5428240	204800	204800	2777280	1269480	0	2785264	0	204800	0	4308376	0	204800	785736	409600	2288176	0
2026-03-02	0	0	0	0	484656	0	0	0	0	0	0	0	0	0	0	4180932	0	0	520368	3997472	0	0	511024	0	0	0	0	0	0	5369944	0	0	5161776	0	0	491912	0	0	0	4033440	0	0	0	81368	0	413096	0	0	538256	0	0	1831368	0	0
2026-03-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4827120	0	0	0	0	0	4655964	0	0	0	0	0	0	0	0	0	0	1564784	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	0	1900008	0	0	0	0	0	0	0	1073776	4210488	0	0	0	3807792	6946024	0	0	0	0	0	0	0	0	0	4256760	0	6007928	0	0	0	11281880	9838992	0	0	0	6915896	0	0	0	0	1269480	0	0	408768	0	0	0	0	0	0	0	0	0
2026-03-23	1478776	2366416	1869880	1082316	3556656	0	0	0	0	0	4210488	0	0	3620312	0	0	0	0	0	0	0	0	0	0	419176	0	0	0	489656	597276	0	0	0	683792	0	0	0	0	0	0	1388640	0	0	0	408768	0	471512	0	0	0	376136	1831368	0	839904
2026-03-30	0	0	0	0	3556656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
