date	bytes_sent	number_of_requests	number_of_downloads
2026-03-02	1085563699390	130220	60
2026-03-03	5963430619514	461180	<50
2026-03-04	2018153143695	40020	380
2026-03-05	72921571137	2540	100
2026-03-06	443197190	1000	60
2026-03-07	657478260	1480	100
2026-03-08	565437436	1060	100
2026-03-09	539785319	1080	80
2026-03-10	433080906	740	80
2026-03-11	595994666	1920	60
2026-03-18	39880911	160	<50
2026-03-19	2875879570	400	300
2026-03-20	29032906	120	<50
2026-03-26	11300480	<50	<50
2026-03-27	12158165	60	<50
2026-03-29	37026800	100	<50
2026-03-30	5538984	<50	<50
2026-04-07	452067129	580	<50
2026-04-10	538878799	2460	<50
2026-04-11	369425835	1660	<50
2026-04-12	611770091	2580	<50
2026-04-13	2676335354	3700	60
2026-04-16	265100625	920	<50
2026-04-19	302595674	980	<50
2026-04-20	24905902	120	<50
2026-04-21	3375128900	500	280
2026-04-22	353719767	1340	<50
2026-04-25	194705886342	600	<50
2026-04-27	24235118	60	<50
2026-04-28	16149898	60	<50
2026-05-01	4288	<50	<50
2026-05-04	4288	<50	<50
2026-05-05	128	<50	<50
2026-05-07	4288	<50	<50
2026-05-10	4288	<50	<50
2026-05-13	4288	<50	<50
2026-05-15	20828432816	400	<50
2026-05-16	63957608855	1220	<50
2026-05-17	109334883033	2320	<50
2026-05-18	1527188004	260	260
2026-05-19	4288	<50	<50
2026-05-22	4288	<50	<50
2026-05-25	4288	<50	<50
2026-05-26	14805851277	<50	<50
2026-05-27	83515306	440	<50
2026-05-28	24883193	100	<50
2026-06-01	4288	<50	<50
2026-06-02	134173148	<50	<50
2026-06-03	287306724	60	<50
2026-06-04	399665547	100	<50
2026-06-05	444995844	<50	<50
2026-06-06	190038708	<50	<50
2026-06-07	161219476	<50	<50
2026-06-08	229081476	<50	<50
2026-06-09	14390433738	<50	<50
2026-06-10	105937024	160	<50
2026-06-11	120403704	<50	<50
2026-06-12	71665752	<50	<50
2026-06-13	166525624	<50	<50
2026-06-14	163606905	240	<50
2026-06-15	116094010	200	<50
2026-06-16	69961358	280	<50
2026-06-17	118460483	420	<50
2026-06-18	86091482	360	<50
2026-06-19	442677026	580	<50
2026-06-20	66881611	320	<50
2026-06-21	63569415	300	<50
2026-06-22	4507333803	420	<50
2026-06-23	53405096	200	<50
2026-06-24	61284462	320	<50
2026-06-25	75064000	400	<50
2026-06-26	525238773	600	280
2026-06-27	77905697	420	<50
2026-06-28	78624484	420	<50
2026-06-29	59972442	320	<50
2026-06-30	63486534	320	<50
2026-07-01	76754802	380	<50
2026-07-02	76026472	440	<50
2026-07-03	141125890	760	<50
2026-07-04	252761416	700	<50
2026-07-05	95077840	540	<50
2026-07-06	117409848	740	<50
2026-07-07	1244948092	500	<50
2026-07-08	194366214	1080	<50
2026-07-09	402196862	440	260
2026-07-10	132972270	800	<50
2026-07-11	184037844	1000	<50
2026-07-12	18727874	140	<50
