region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	4550896512825	542997	603	340
VPN	5791801917	2893	686	156
USA/MA	5013679754949	95155	30	397
GitHub	14017786536	64685	2176	2001
AWS/ap-southeast-1	4140171108	772	772	0
USA/DC	1558186819	7688	348	342
MEX/CMX	138255452	713	71	50
VNM/HN	93610932	12	12	0
MAR/03	13756680	1	1	0
PAK/PB	3406416	1	1	0
PHL/00	15787428	1	1	0
BGD	72975912	11	11	0
THA/10	20176464	1	1	0
BRA/MG	12643044	2	2	0
UKR/32	19783416	1	1	0
USA/WA	407014108	416	2	18
UZB/TK	53913084	4	4	0
SLV/SS	5568180	1	1	0
URY/LA	3930480	1	1	0
JOR/AM	11594916	3	3	0
KEN	1244652	1	1	0
COL/ANT	1441176	1	1	0
CHL/RM	27578868	2	2	0
IRQ/BG	5306148	3	3	0
VNM/SG	156629628	16	16	0
SGP	50834208	11	11	0
VNM/70	7336896	1	1	0
VNM	44872980	4	4	0
VNM/13	29675124	2	2	0
QAT/DA	28758012	3	3	0
USA/RI	16049460	1	1	0
VNM/56	10284756	2	2	0
BRA/SP	88959864	9	9	0
IND/GJ	6026736	2	2	0
ZAF/GP	17228604	5	5	0
JOR/AZ	5175132	1	1	0
BRA/RS	4389036	1	1	0
KEN/30	4454544	2	2	0
CRI/SJ	39042768	3	3	0
USA/CA	40239471	30	4	4
CHE/VD	7534820	36	5	4
VNM/21	1310160	1	1	0
IDN/JK	8385024	1	1	0
MYS/12	6419784	1	1	0
VNM/39	11725932	1	1	0
CAN/ON	25613628	2	2	0
VEN/T	12512028	1	1	0
ARM/ER	5306148	1	1	0
AWS/us-west-2	37026800	108	6	2
PAK/SD	5437164	2	2	0
SYR	4061496	3	3	0
PER/LMA	11922456	1	1	0
MYS/13	1113636	1	1	0
MEX/JAL	20897052	2	2	0
USA/MD	16332235187	3	3	0
USA/NH	259522179	1017	54	33
BRA/DF	3733956	1	1	0
AUT/7	14935824	1	1	0
GBR/ENG	33733959	9	2	1
PRY/10	1375668	1	1	0
MYS/14	13167108	2	2	0
NPL	16311492	3	3	0
VNM/20	7926468	1	1	0
VNM/DN	36029400	4	4	0
BRN/BM	8778072	1	1	0
IDN/BT	1113636	1	1	0
MEX/SLP	13232616	1	1	0
IDN/YO	14673792	2	2	0
VNM/35	33474588	1	1	0
CAN/AB	16180476	1	1	0
COL/ATL	18866304	1	1	0
MEX/TLA	9367644	1	1	0
VNM/52	22927800	2	2	0
IRQ/BB	7729944	1	1	0
BRA/RJ	917112	1	1	0
IND/HR	11201868	1	1	0
TUR	2685828	1	1	0
VNM/51	12184488	1	1	0
BRA/PB	10874328	1	1	0
ALB/12	2030748	1	1	0
DEU/BW	255708091	288	19	3
SEN/DK	6812832	2	2	0
ARE/DU	13625664	1	1	0
VNM/54	12512028	1	1	0
VNM/24	45200520	1	1	0
PAK/IS	3013368	1	1	0
DEU/NW	13557107	74	3	3
VNM/06	15721920	1	1	0
THA/83	24041436	1	1	0
COL/DC	21355608	3	3	0
COL/SAN	30461220	1	1	0
JPN/13	14474331552	245	3	1
COL/CUN	7991976	1	1	0
ARG/B	55223244	6	6	0
BGD/C	8581548	2	2	0
USA/TX	28758012	2	2	0
CRI/A	6616308	1	1	0
ECU/P	10415772	2	2	0
VNM/68	9040104	1	1	0
HKG	21159084	4	4	0
ALB/11	23386356	1	1	0
IDN/SU	10612296	2	2	0
VEN/A	4389036	1	1	0
ECU/G	4585560	1	1	0
FRA/IDF	137870268	16	5	3
MEX/PUE	3602940	1	1	0
USA/OH	9040104	1	1	0
EGY/SHR	917112	1	1	0
MEX/AGU	18211224	1	1	0
MYS/07	917112	1	1	0
VNM/49	16377000	1	1	0
BOL/C	6681816	1	1	0
USA/TN	1965240	1	1	0
UKR/12	11791440	1	1	0
VEN/N	3275400	1	1	0
ECU/M	1310160	1	1	0
SAU/02	6747324	1	1	0
COG/BZV	3209892	1	1	0
FRA/PAC	14870316	1	1	0
USA/IL	32520814	53	2	3
IDN/KT	14215236	2	2	0
ZAF/WC	1113636	1	1	0
ARG/C	2423796	1	1	0
COL/NSA	11987964	1	1	0
IDN/SN	7795452	1	1	0
KAZ/71	3995988	1	1	0
EGY/BH	4782084	1	1	0
IRL/L	17359620	1	1	0
IND/CH	8712564	1	1	0
MEX/MEX	5502672	2	2	0
BOL/L	6812832	1	1	0
PAK/KP	3340908	1	1	0
EGY/C	2685828	1	1	0
IND/TN	10874328	1	1	0
USA/NY	586151536	101	2	3
MDA/AN	13036092	1	1	0
LKA/1	3995988	1	1	0
COL/MAG	1441176	1	1	0
VEN/K	5437164	1	1	0
PRY	14084220	1	1	0
ITA/62	12643044	1	1	0
VNM/66	2620320	1	1	0
AGO/LUA	7336896	1	1	0
ETH/AA	7729944	1	1	0
ALB	3930480	1	1	0
MYS/10	34260684	1	1	0
URY/MO	12577536	1	1	0
ESP/MC	3668448	1	1	0
MEX/TAM	14673792	1	1	0
MKD	8450532	1	1	0
BRA/SC	9040104	1	1	0
VNM/CT	10350264	1	1	0
NGA/LA	6092244	2	2	0
NGA/FC	6747324	1	1	0
MEX/VER	11856948	1	1	0
