asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-ZYE-0057/sub-ZYE-0057_ses-2_ecephys+image.nwb	883459445210	19626	75	52
sub-ZYE-0057/sub-ZYE-0057_ses-1_ecephys+image.nwb	1057587438029	30220	213	145
sub-ZYE-0057/sub-ZYE-0057_ecephys+image.nwb	1076394046834	24814	91	58
sub-ZYE-0021/sub-ZYE-0021_ses-4_ecephys+image.nwb	1307123975842	27840	75	71
sub-ZYE-0031/sub-ZYE-0031_ecephys+image.nwb	1204855519113	28889	202	153
sub-ZYE-0021/sub-ZYE-0021_ses-1_ecephys+image.nwb	1716647125407	42911	804	220
sub-ZYE-0040/sub-ZYE-0040_ecephys+image.nwb	1259759023242	24981	82	46
sub-ZYE-0039/sub-ZYE-0039_ecephys+image.nwb	1133343417636	28563	232	152
sub-ZYE-0031/sub-ZYE-0031_ses-4_ecephys+image.nwb	1081890872156	23121	69	50
sub-ZYE-0031/sub-ZYE-0031_ses-1_ecephys+image.nwb	1238308716302	30140	209	157
