region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	607677472321	28538	4	10
USA/MA	775958156091	15844	2	37
AWS/us-east-1	533045414460	63726	55	47
USA/CA	1187853551986	4812	73	34
USA	1195461730526	17977	28	9
GBR/SCT	1076845060880	46	30	2
USA/NY	516485314868	2351	315	17
VPN	682211228777	8703	84	84
USA/PA	2296785801	498	161	6
CHN	894341129983	86491	38	37
TWN/NWT	655238937928	136	22	20
USA/DC	98327508	18	18	0
GitHub	124510232438	6529	146	87
CAN/QC	100117606823	340	16	15
USA/NJ	422678124	9	9	0
USA/MD	356089613	446	24	17
USA/GA	178738660116	39	20	10
USA/VA	531918660323	2696	29	4
ITA/45	1791264039	349	0	11
USA/TX	1062487571383	307	40	3
CHN/HI	143386842379	55	2	15
GBR/ENG	1765516113	54	20	13
AWS/ap-southeast-1	73499976	12	12	0
USA/IL	217873144	83	7	2
MEX/CMX	71056680	324	41	28
CHE/VD	29079205	77	15	11
VNM/HN	21486624	3	3	0
CHN/BJ	423055509631	11	5	6
AWS/us-west-2	8231556680	470	13	12
JPN/26	125207146	413	22	10
USA/NH	7622758080	25694	624	486
USA/VT	816154660	2828	68	12
GCP/us-central1	86958663714	6405	2	3
BGD/C	1048128	1	1	0
ARG/B	8038810	41	1	1
GCP/asia-south1	85629828	481	3	2
CHN/GD	2048000	20	0	1
CHN/SH	6289792	3	1	1
FRA/NAQ	261921492	2	2	0
USA/WA	267073762522	15	7	2
FRA/IDF	2564657520	21	6	4
USA/AZ	105720873175	2	2	0
GCP/asia-southeast1	98855743036	179	11	2
NOR/50	146800640	28	0	2
TWN/TXG	58564152	2	2	0
AWS/us-east-2	54929409551	37	3	1
KOR/42	22419504	6	0	1
UKR	8450532	2	2	0
GCP/asia-east1	2987225438	66	2	1
GCP/us-west4	6096489535	1163	0	1
CAN/ON	54250	7	0	1
POL/14	62953188	1	1	0
ISR/M	1108344800	19	3	1
CAN	9498660	1	1	0
ARE	29521517212	1	1	0
bogon	99486251	23	2	1
HKG/KKC	52286262335	1	1	0
NOR/18	21683148	1	1	0
USA/FL	25875660	1	1	0
JPN/13	20635020	1	1	0
USA/NM	13494648	1	1	0
CHL/RM	1048128	1	1	0
NZL/WGN	5478267168	1	1	0
SGP	50703192	5	5	0
ESP/CT	160329247	1286	0	1
BRA/RN	10022724	1	1	0
VNM/HP	7664436	1	1	0
BRA/PB	5830212	1	1	0
MYS/14	1113636	1	1	0
IRN	7860960	1	1	0
HUN/BU	40034428	8	0	1
USA/IN	8778072	2	2	0
URY/MA	7795452	1	1	0
BGD	18800796	2	2	0
COL/BOY	5371656	1	1	0
BRA/RJ	7009356	1	1	0
VEN/A	5764704	1	1	0
USA/OH	50273912	260	1	1
