week_start	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250101T111740.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250101T112404.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250108T110520.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250108T111022.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250108T111455.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250113T120811.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250113T121303.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250115T110633.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250115T111328.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250119T113543.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250119T114045.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250120T115044.nwb	sub-HumanPitt-held-in-calib/sub-HumanPitt-held-in-calib_ses-19250120T115537.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250101T111740.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250101T112404.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250108T110520.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250108T111022.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250108T111455.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250113T120811.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250113T121303.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250115T110633.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250115T111328.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250119T113543.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250119T114045.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250120T115044.nwb	sub-HumanPitt-held-in-minival/sub-HumanPitt-held-in-minival_ses-19250120T115537.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250126T113454.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250126T114029.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250127T120333.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250127T120826.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250129T112555.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250129T113059.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250202T113958.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250202T114452.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250203T113515.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250203T114018.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250206T112219.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250206T112712.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250209T111826.nwb	sub-HumanPitt-held-out-calib/sub-HumanPitt-held-out-calib_ses-19250209T112327.nwb
2025-02-17	10316638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	10316638	3090448	5801669	3308274	0	0	0	5944811	6858862	6153697	5997093	0	6144273	925980	1015480	0	0	1019604	0	922184	1106836	1111248	0	1021356	1109660	1044752	1472872	1431320	0	0	1351985	0	0	1271944	1206269	0	1363294	1360362	0	1384702
2025-03-03	0	0	0	0	0	11706504	0	0	6858862	0	11994186	13450280	6144273	925980	0	1024284	1067820	1019604	984848	0	1106836	1111248	1067268	0	1109660	0	1472872	0	1505958	1415291	0	1254631	0	1271944	1206269	0	0	1360362	0	1384702
2025-03-10	10316638	6180896	11603338	6923748	6302282	11706504	11135650	6252011	13717724	12307394	5997093	13450280	6144273	1851960	2030960	2048568	2135640	2039208	984848	1844368	1106836	2222496	1067268	2042712	2219320	2089504	2945744	1431320	3011916	2830582	2703970	2509262	1381886	2543888	2412538	1172811	2726588	2720724	3018970	2769404
2025-03-17	20633276	3090448	5801669	0	3151141	5853252	5567825	5944811	6858862	0	5997093	6725140	6144273	0	1015480	0	1067820	1019604	984848	922184	1106836	1111248	1067268	1021356	1109660	1044752	1472872	1431320	1505958	1415291	1351985	1254631	1381886	1271944	1206269	1172811	1363294	1360362	0	0
2025-03-31	10316638	6180896	11603338	6616548	6302282	5853252	11135650	11889622	13717724	12307394	11994186	13450280	6144273	1851960	2030960	2048568	2135640	2039208	1969696	1844368	2213672	2222496	2134536	2042712	2219320	2089504	2945744	2862640	3011916	2830582	2703970	2509262	2763772	2543888	2412538	2345622	2726588	2720724	1509485	1384702
2025-04-07	10316638	6180896	5801669	3308274	3151141	11706504	11135650	5944811	13717724	12307394	5997093	13450280	12288546	1851960	2030960	1024284	2135640	2039208	1969696	1844368	2213672	2222496	2134536	2042712	2219320	2089504	2945744	2862640	1505958	1415291	2703970	2509262	1381886	2543888	1206269	2345622	1363294	1360362	1509485	1384702
2025-04-21	10316638	9271344	5801669	9924822	0	5853252	0	5944811	13717724	0	5997093	0	6144273	925980	0	1024284	1067820	0	984848	922184	1106836	1111248	2134536	2042712	2219320	2089504	1472872	1431320	3011916	2830582	2703970	1254631	2763772	1271944	2412538	2345622	1363294	4081086	1509485	2769404
2025-04-28	15474957	3090448	17405007	9924822	0	17559756	11135650	11889622	13717724	18461091	11994186	20175420	12288546	925980	2030960	1024284	2135640	3058812	2954544	922184	2213672	3333744	3201804	2042712	2219320	2089504	4418616	1431320	4517874	2830582	4055955	3763893	2763772	3815832	2412538	2345622	4089882	4081086	3018970	2769404
2025-05-19	0	0	0	3308274	3151141	5853252	0	0	6858862	6153697	0	0	6144273	925980	1015480	1024284	0	0	984848	922184	1106836	1111248	0	0	0	1044752	0	0	1505958	1415291	1351985	1254631	0	0	1206269	0	0	0	1509485	1384702
2025-05-26	5158319	0	5801669	3308274	3151141	5853252	0	5944811	6858862	6153697	5997093	6725140	6144273	925980	1015480	1024284	1067820	0	984848	922184	1106836	1111248	0	1021356	1109660	1044752	1472872	0	1505958	1415291	0	1254631	1381886	1271944	1206269	0	1363294	1360362	1509485	1384702
2025-06-16	20633276	9271344	17405007	9924822	6302282	17559756	16703475	17834433	20576586	18461091	5997093	20175420	12288546	2777940	2030960	2048568	2135640	2039208	1969696	2766552	2213672	2222496	2134536	2042712	2219320	3134256	2945744	2862640	3011916	2830582	4055955	3763893	4145658	2543888	3618807	3518433	4089882	2720724	4528455	2769404
2025-06-23	5171687	3090448	5801669	0	3151141	5853252	11135650	0	13718916	6153697	5997093	0	6144273	0	1015480	1024284	0	1019604	0	0	0	2222496	1067268	2042712	2219320	1044752	0	1431320	1505958	2830582	0	1254631	0	1271944	1206269	1172811	1363294	1360362	1509485	2769404
2025-06-30	10316638	6180896	5801669	9924822	9453423	17559756	11135650	17834433	20576586	12307394	17991279	20175420	12288546	2777940	1015480	3072852	2135640	3058812	1969696	2766552	3320508	1111248	1067268	3064068	3328980	2089504	2945744	4293960	4517874	4245873	4055955	2509262	4145658	3815832	3618807	3518433	4089882	4081086	4528455	4154106
2025-07-07	10316638	3090448	0	6616548	12604564	5853252	5567825	11889622	0	12307394	0	6725140	0	1851960	2030960	2048568	2135640	1019604	1969696	922184	2213672	2222496	2134536	2042712	1109660	1044752	2945744	2862640	3011916	1415291	1351985	2509262	2763772	1271944	1206269	1172811	2726588	2720724	3018970	2769404
2025-07-14	10316638	6180896	5801669	6616548	3151141	11706504	5567825	11889622	13717724	6153697	11994186	13450280	12288546	1851960	2030960	2048568	2135640	2039208	984848	1844368	2213672	1111248	2134536	2042712	1109660	2089504	2945744	2862640	1505958	2830582	2703970	2509262	2763772	2543888	1206269	2345622	2726588	2720724	1509485	2769404
2025-07-21	5158319	3090448	5801669	0	6302282	5853252	5567825	5944811	0	6153697	17991279	6725140	0	925980	1015480	1024284	1067820	1019604	984848	922184	1106836	1111248	1067268	1021356	1109660	1044752	1472872	1431320	1505958	0	0	1254631	1381886	1271944	1206269	1172811	0	0	3018970	1384702
2025-07-28	0	0	11603338	3308274	3151141	0	0	5944811	6858862	0	5997093	0	6144273	0	1015480	0	1067820	2039208	1969696	1844368	0	0	0	1021356	1109660	2089504	0	1431320	1505958	0	1351985	1254631	0	1271944	1206269	1172811	1363294	0	3018970	0
2025-08-04	15474957	9271344	11603338	6616548	3151141	11706504	11135650	5944811	20576586	18461091	11994186	13450280	18432819	0	2030960	1024284	2135640	2039208	0	1844368	2213672	3333744	2134536	2042712	3328980	2089504	2945744	0	3011916	2830582	2703970	2509262	2763772	1271944	2412538	2345622	2726588	2720724	1509485	1384702
2025-08-11	5158319	3090448	5801669	3308274	9453423	5853252	5567825	5944811	6858862	6153697	5997093	6725140	6144273	925980	1015480	1024284	1067820	1019604	984848	922184	1106836	1111248	2134536	1021356	1109660	1044752	1472872	1431320	1505958	1415291	1351985	1254631	1381886	3815832	1206269	1172811	1363294	1360362	1509485	1384702
2025-08-18	5158319	6180896	11603338	13233096	3151141	17559756	5567825	11889622	20576586	12307394	11994186	13450280	18432819	925980	2030960	1024284	4271280	0	984848	1844368	2213672	2222496	2134536	2042712	2219320	2089504	2945744	2862640	0	2830582	2703970	1254631	1381886	2543888	2412538	2345622	2726588	1360362	3018970	1384702
2025-08-25	10316638	3090448	17405007	3308274	3151141	5853252	11135650	5944811	6858862	6153697	5997093	13450280	6144273	925980	1015480	1024284	1067820	1019604	984848	922184	1106836	1111248	2134536	1021356	2219320	1044752	1472872	1431320	1505958	2830582	1351985	2509262	1381886	2543888	1206269	1172811	1363294	1360362	1509485	1384702
2025-09-01	0	0	0	0	3151141	0	0	11889622	0	0	0	6725140	0	0	1015480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-08	10316638	9271344	17405007	0	0	11706504	5567825	0	13717724	6153697	5997093	6725140	6144273	1851960	1015480	0	2135640	2039208	984848	1844368	0	1111248	1067268	2042712	0	2089504	4418616	1431320	0	4245873	5407940	2509262	0	1271944	1206269	1172811	1363294	4081086	1509485	2769404
2025-09-15	5158319	6180896	11603338	6616548	6302282	5853252	11135650	5944811	13717724	12307394	11994186	13450280	12288546	925980	2030960	2048568	2135640	1019604	1969696	922184	2213672	1111248	2134536	2042712	1109660	1044752	2945744	1431320	1505958	2830582	2703970	1254631	2763772	1271944	2412538	2345622	1363294	1360362	1509485	1384702
2025-09-22	5158319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	14997180	3090448	5801669	3308274	3151141	5853252	5567825	5944811	6858862	6153697	5997093	6725140	6144273	925980	1015480	1024284	0	1019604	0	922184	1106836	1111248	1067268	1021356	1109660	1044752	1472872	1431320	1505958	1415291	1351985	1254631	1381886	1271944	1206269	1172811	1363294	1360362	0	0
2025-10-13	10316638	0	0	0	0	5853252	5567825	5944811	0	0	0	0	6144273	0	0	1024284	1067820	0	984848	0	0	0	0	1021356	0	1044752	0	0	0	0	1351985	1254631	0	1271944	1206269	0	0	0	0	0
2025-10-20	20633276	3090448	11603338	9924822	6302282	17559756	11135650	5944811	13717724	6153697	11994186	6725140	12288546	925980	3046440	3072852	2135640	2039208	984848	1844368	2213672	1111248	2134536	2042712	3328980	1044752	0	2862640	3011916	4245873	2703970	3763893	4145658	0	2412538	3518433	0	2720724	3018970	2769404
2025-10-27	30949914	12361792	11603338	9924822	12604564	29266260	11135650	17834433	27435448	24614788	17991279	20175420	18432819	2777940	3046440	4097136	3203460	4078416	3939392	2766552	2213672	4444992	4269072	2042712	3328980	3134256	5891488	4293960	4517874	2830582	4055955	3763893	5527544	3815832	2412538	3518433	5453176	5441448	3018970	4154106
2025-11-03	5158319	0	5801669	3308274	6302282	17559756	5567825	5944811	13717724	6153697	5997093	13450280	12288546	1851960	3046440	2048568	2135640	2039208	1969696	1844368	2213672	2222496	2134536	2042712	2219320	2089504	2945744	2862640	3011916	2830582	2703970	2509262	2763772	1271944	2412538	2345622	2726588	2720724	1509485	2769404
2025-11-10	36108233	18542688	63818359	36391014	28360269	35119512	50110425	47558488	54870896	43075879	59970930	53801120	49154184	8333820	10154800	8194272	9610380	9176436	7878784	8299656	5534180	7778736	11739948	10213560	11096600	6268512	16201592	11450560	15059580	12737619	9463895	8782417	13818860	10175552	8443883	7036866	13632940	6801810	9056910	12462318
2025-11-17	5158319	6180896	11603338	6616548	3151141	17559756	11135650	11889622	13717724	6153697	17991279	6725140	12288546	1851960	1015480	2048568	2135640	2039208	984848	2766552	2213672	2222496	1067268	1021356	2219320	2089504	2945744	2862640	1505958	4245873	2703970	1254631	2763772	2543888	2412538	1172811	2726588	2720724	3018970	2769404
2025-12-01	5158319	3090448	0	3308274	0	0	5567825	0	6858862	6153697	5997093	6725140	0	925980	0	0	1067820	1019604	984848	922184	1106836	1111248	1067268	0	0	1044752	1472872	0	3011916	0	1351985	0	1381886	0	0	1172811	0	1360362	1509485	0
2025-12-08	5158319	6180896	5801669	6616548	6302282	11706504	5567825	11889622	0	12307394	11994186	6725140	6144273	1851960	2030960	2048568	2135640	1019604	1969696	922184	1106836	2222496	2134536	2042712	1109660	2089504	1472872	2862640	1505958	2830582	2703970	2509262	1381886	2543888	2412538	1172811	1363294	2720724	3018970	2769404
2025-12-15	20633276	9271344	17405007	9924822	12604564	23413008	5567825	17834433	26341290	6153697	22380315	20001080	18432819	2777940	2030960	3072852	4271280	4078416	2954544	3688736	2213672	2222496	4269072	2042712	3328980	4179008	2945744	5725280	4517874	4245873	5407940	5018524	6909430	2543888	3618807	2345622	1363294	0	3018970	4154106
2025-12-22	0	3090448	5801669	3308274	0	5853252	0	5944811	6858862	6153697	0	6725140	6144273	1851960	1015480	0	0	1019604	0	1844368	0	1111248	1067268	0	0	0	0	0	1505958	0	0	1254631	1381886	0	1206269	1172811	1363294	1360362	1509485	1384702
2025-12-29	10316638	12361792	11603338	3308274	9453423	11706504	16703475	11889622	6858862	12307394	11994186	13450280	18432819	2777940	3046440	3072852	3203460	3058812	2954544	1844368	3320508	3333744	0	3064068	4438640	2089504	2945744	4293960	4517874	4245873	1351985	1254631	4145658	3815832	3618807	4691244	1363294	2720724	3018970	2769404
2026-01-12	10316638	6180896	5801669	9924822	12604564	23413008	5567825	11889622	6858862	30768485	29985465	13450280	6144273	4629900	3046440	4097136	0	3058812	2954544	2766552	2213672	1111248	2134536	3064068	2219320	3134256	1472872	0	4517874	1415291	2703970	1254631	5527544	2543888	0	2345622	1363294	6801810	4528455	5538808
2026-01-19	20633276	21633136	34810014	9924822	15755705	23413008	22271300	23779244	20576586	30768485	29985465	33625700	24577092	3703920	5077400	4097136	5339100	5098020	2954544	3688736	6641016	4444992	1067268	5106780	4438640	4179008	7364360	5725280	6023832	4245873	5407940	5018524	5527544	3815832	2412538	7036866	4089882	5441448	3018970	4154106
2026-01-26	15474957	9271344	17405007	9924822	9453423	17559756	16703475	17834433	20576586	18461091	17991279	26900560	18432819	2777940	3046440	3072852	3203460	3058812	2954544	2766552	4427344	4444992	3201804	2042712	0	3134256	4418616	1431320	0	2830582	4055955	1254631	1381886	2543888	1206269	0	4089882	4081086	3018970	1384702
2026-02-02	10316638	6180896	5801669	6616548	6302282	17559756	11135650	5944811	6858862	18461091	17991279	20175420	18432819	925980	2030960	1024284	2135640	2039208	1969696	1844368	1106836	3333744	2134536	3064068	3328980	3134256	2945744	2862640	3011916	5661164	5407940	2509262	2763772	3815832	2412538	2345622	1363294	2720724	4528455	2769404
2026-02-09	5158319	0	5801669	3308274	3151141	0	5567825	5944811	6858862	6153697	0	6725140	0	925980	1015480	1024284	1067820	1019604	984848	922184	1106836	1111248	1067268	1021356	1109660	1044752	1472872	0	1505958	1415291	1351985	1254631	1381886	0	1206269	1172811	1363294	1360362	1509485	1384702
2026-02-16	10931038	3090448	307200	7230948	3458341	7082052	6182225	6252011	307200	6153697	0	0	0	925980	1015480	1024284	1067820	1019604	984848	922184	2213672	1111248	2134536	1021356	1109660	1044752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	26094527	12361792	12182607	9924822	19497987	17559756	22271300	29724055	32174914	18461091	23988372	13450280	18432819	2777940	3046440	3072852	2135640	5503224	2442544	3688736	4817380	3333744	4269072	3471024	3328980	1044752	6442760	2862640	7529790	1415291	4055955	2509262	2763772	3815832	2412538	3518433	5453176	4622248	1509485	6923510
2026-03-02	24811624	6180896	12182607	9924822	12604564	24453460	16703475	18454444	13717724	22981143	23286024	37949228	12288546	4629900	3447520	5121420	5339100	5098020	5909088	4098920	6641016	2222496	6856476	5106780	3721840	5654112	5891488	1431320	7529790	8491746	4055955	6273155	3326458	8186808	5314545	5864055	6816470	5441448	7547425	4719608
2026-03-09	0	0	0	0	3151141	0	5189229	0	6858862	0	0	0	0	0	0	409884	0	0	0	0	0	0	0	0	0	0	0	509720	0	0	0	0	0	0	0	0	0	0	0	1384702
2026-03-16	10800	3090448	0	6616548	6302282	9980256	0	10006307	0	6153697	5997093	0	0	925980	0	1024284	0	0	984848	1844368	2213672	0	0	0	1109660	0	0	0	0	0	0	0	1381886	0	0	1172811	0	0	1509485	0
2026-03-23	35207934	3090448	23206676	16848570	12604564	5853252	11135650	23779244	27435448	24614788	23988372	13450280	24577092	3703920	3046440	5121420	2135640	4078416	3939392	3688736	2213672	5556240	3201804	3064068	2219320	4179008	5891488	2862640	6023832	2830582	4055955	3763893	0	5087776	4825076	4691244	2726588	6801810	1509485	4154106
2026-03-30	15474957	3090448	0	3308274	6302282	11706504	5567825	11889622	0	6153697	11994186	6725140	6144273	925980	3046440	4097136	3203460	1019604	2954544	0	1106836	1111248	2134536	3064068	0	1044752	2945744	2862640	3011916	1415291	4055955	2509262	1381886	2543888	1206269	2345622	4089882	2720724	1509485	4154106
2026-04-06	10372638	6180896	17405007	6616548	9453423	17559756	22271300	11889622	20576586	12307394	17991279	20175420	12288546	2777940	1015480	3072852	3203460	2039208	984848	1844368	1106836	2222496	3201804	4085424	3328980	2089504	4418616	5725280	3011916	2830582	4055955	3763893	4145658	2543888	3618807	2345622	4089882	4081086	4528455	2769404
2026-04-13	20027413	6631176	11091338	6411748	12841768	27982016	16293875	32622259	32758310	40049314	5485093	13920900	6352861	0	3046440	1024284	1067820	1019604	1969696	2766552	1106836	2222496	1067268	2042712	3328980	2089504	2945744	4293960	1505958	1415291	1351985	2509262	2763772	2543888	2412538	4076844	2726588	1360362	1509485	1384702
2026-04-20	5158319	0	5801669	3308274	3151141	0	0	0	6858862	6153697	11994186	0	0	2777940	1015480	2048568	1067820	2039208	984848	922184	1106836	1111248	2134536	1021356	2219320	1044752	5891488	5725280	6023832	5661164	6759925	5018524	6909430	5087776	6031345	4691244	5453176	5441448	7547425	5538808
2026-04-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431320	0	0	0	0	0	0	0	0	0	0	0	0
