region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	3733501233	74198	349	628
HKG/KKC	321316980	39	0	1
USA/RI	29217000	7	0	1
USA/MA	5836446145	3386	10	25
SGP	23953730264	66	66	0
AWS/ap-southeast-1	48475920	12	12	0
AWS/us-east-2	1177155871	4611	3	16
VPN	2454112759	62	33	9
USA/CA	1209661600	47	14	8
AWS/us-east-1	1604405905	196	18	4
USA	958617871	1055	1	3
USA/DC	785629618	6	6	0
USA/VA	462319332	139	2	3
CAN/QC	23459314	6	0	3
NOR/50	180639700	44	0	3
MEX/CMX	29916341	71	16	16
JPN/13	9403080	6	1	1
CHN	3605345903	209	4	4
USA/PA	1927221263	6	6	0
CHE/VD	324109696	9	3	1
HKG	321316980	1	1	0
USA/TN	740232574	2	2	0
EST/37	321316980	1	1	0
USA/TX	321316980	1	1	0
BOL/S	1113636	1	1	0
USA/IL	16483414	12	3	2
FRA/IDF	4504200	12	4	3
GBR/ENG	6508958581	16	16	0
CHN/SH	740232574	2	2	0
MAR/03	1	1	0	1
TUR/28	5371656	1	1	0
VNM/HN	23779404	2	2	0
JAM/12	2358288	1	1	0
BGD	12905076	2	2	0
USA/OH	394477172	1849	2	1
NLD	436004222	20	1	1
GCP/us-central1	342095120	1	1	0
USA/MI	418915594	1	1	0
IND/MH	418915594	1	1	0
KOR/11	418915594	1	1	0
UKR/77	11201868	1	1	0
JPN	5175132	1	1	0
ZAF/WC	1113636	1	1	0
