week_start	sub-619293/sub-619293_ses-1184980079_ogen.nwb	sub-619296/sub-619296_ses-1187930705_ogen.nwb	sub-619296/sub-619296_ses-1187930705_probe-0_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-1_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-2_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-3_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-4_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-5_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_ogen.nwb	sub-620333/sub-620333_ses-1188137866_probe-0_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-1_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-2_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-3_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-4_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-5_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_ogen.nwb	sub-620334/sub-620334_ses-1189887297_probe-0_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-1_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-2_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-3_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-4_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-5_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_ogen.nwb	sub-625545/sub-625545_ses-1182865981_probe-0_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-1_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-2_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-3_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-4_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-5_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_ogen.nwb	sub-625554/sub-625554_ses-1181330601_probe-0_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-1_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-2_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-3_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-4_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-5_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_ogen.nwb	sub-625555/sub-625555_ses-1183070926_probe-0_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-1_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-2_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-3_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-4_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-5_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_ogen.nwb	sub-630506/sub-630506_ses-1192952695_probe-0_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-1_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-2_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-3_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-4_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-5_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_ogen.nwb	sub-631510/sub-631510_ses-1196157974_probe-0_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-1_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-2_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-3_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-4_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-5_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_ogen.nwb	sub-631570/sub-631570_ses-1194857009_probe-0_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-1_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-2_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-3_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-4_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-5_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_ogen.nwb	sub-633229/sub-633229_ses-1199247593_probe-0_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-1_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-2_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-3_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-4_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-5_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_ogen.nwb	sub-637484/sub-637484_ses-1208667752_probe-0_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-1_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-2_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-3_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-4_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-5_ecephys.nwb
2025-08-04	177536	0	0	0	1469704216	0	0	0	1987431774	0	0	0	0	1616427424	0	0	0	0	0	0	810427520	0	0	868287211	1434744625	0	0	0	0	0	0	0	1101004800	0	0	0	1602642598	1363148800	0	1528578918	0	0	0	0	0	0	0	0	0	0	0	1101004800	0	0	0	0	0	0	1677721600	0	0	0	0	1678771816	0	0	0	0	1153433600	1153433600	0	0	0	0	0	0	0	0
2025-08-11	182528	1787567520	1562084134	0	0	1468006400	0	0	0	0	0	0	0	0	0	1625292800	0	0	0	0	0	0	0	0	0	838860800	0	0	0	0	0	1363148800	0	1318120655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1593906435	0	0	0	0	0	0	1468006400	0	0	0	0	3151647828	3658071152	0	0	0	0	1122625921	0	0	0	0	0	0	0
2025-08-18	221728	0	0	0	0	0	1415577600	0	0	1415577600	0	0	0	0	0	0	0	0	0	1927624301	0	0	0	0	0	0	0	0	1086900977	0	0	0	0	0	1018725730	0	0	0	0	0	0	0	0	0	0	1101004800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879914180	0	0	0	0	0	0	0	0	0	0
2025-08-25	2453874096	0	1457226534	419430400	0	0	0	0	0	0	0	891289600	0	0	0	0	0	0	0	0	576716800	0	0	1445004011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1589064714	0	1562737153	0	0	0	0	0	0	0	0	0	0	1205862400	0	0	0	0	1502916696	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	316192	1163410240	0	1625292800	0	0	0	0	1148570974	0	1497723820	0	0	0	1666203940	0	1939865600	0	1335336604	0	0	0	0	0	0	1520435200	0	0	0	0	0	699086575	0	0	0	996147200	0	1129223942	485481062	0	0	0	0	1939865600	0	0	0	0	0	0	0	0	0	0	524288000	0	0	0	0	0	734003200	0	1011585182	1783629416	0	0	1495066085	0	0	1247314531	0	0	0	996147200	0	0	1151856033	0
2025-09-08	49260740	15873724	565570152	4127004	2108892427	3128845970	0	0	4061496	0	0	0	0	0	0	4520052	0	0	0	0	0	734003200	2292150774	0	0	0	0	1252551040	0	2424842114	1507725989	0	0	0	0	0	4585560	0	0	0	0	0	0	18698066	1301186988	0	1520435200	0	0	0	0	1366422134	0	0	0	0	1052224282	12412605	1542059584	0	0	0	0	0	15690896	0	0	0	0	0	0	10493580	0	0	0	0	0	0
2025-09-15	16733972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	313792	0	0	0	0	0	0	0	3954540638	0	0	2243944228	2449359865	4910576448	2429572710	0	2414208752	2119145847	2016911004	0	2278433920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2302794952	395746172	0	0	1954935128	0	0	0	0	0	0	0	2773818936	0	0	0	2045178347	0	2153229082	2108745405	2433349184	4655379530	2168921061	0	2165018782	0	0	0	2333926885	2033347780	0	2138604131	2433345921	0	0	0	0	0	0	0
2025-09-29	30144184	21310888	0	0	0	0	0	0	44112438	0	0	0	0	0	0	20205412	0	0	0	0	0	0	9957216	0	0	0	0	0	0	15140061	0	0	0	0	0	0	8974596	0	0	0	0	0	0	29244854	0	0	0	0	0	0	26596120	0	0	0	0	0	0	16539609	0	0	0	0	0	0	31381792	0	0	0	0	0	0	6432084	0	0	0	0	0	0
2025-10-06	251200	0	0	0	0	0	0	0	2704924072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29942972	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-13	463232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1561584080	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-20	154400	7271388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	279328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	258592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-10	2453658416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2717870004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	229120	4938283840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2803551453	0	0	0	0	0	0	0	0	0	0	0	0	0	11987964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	15732960	20831544	18014700	25679136	24303468	7926468	25941168	37536084	36684480	24368976	17818176	26006676	18997320	0	22141704	17556144	24565500	34195176	46641696	11005344	24631008	15918444	11594916	0	26858280	7664436	40090896	12118980	18997320	21224592	26792772	11856948	12839568	24565500	7860960	12249996	40942500	11332884	44872980	19914432	23582880	42449184	11922456	34457208	9564168	33081540	0	15459888	23320848	14542776	14870316	35636352	11463900	0	31967904	25613628	43693836	25155072	10808820	10284756	57122976	11922456	0	0	0	17949192	28626996	15197856	16770048	5961228	33278064	9236628	22993308	20962560	14935824	9957216	25941168	44414424
2025-12-01	0	0	0	0	0	0	0	0	3036007774	0	0	0	0	0	0	2717870004	0	0	0	0	0	0	0	0	0	0	0	0	0	3212025680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	48017364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72611536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1499463680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148190720	0	0	0	0	0
2025-12-15	4916335968	2488925336	14084220	4240535856	2113327084	2461753318	2333920649	2310785539	6681816	2383528960	2292475336	2243944228	4902846734	2465376456	7303195398	16180476	12381012	16377000	2016911004	2564630861	2292059584	4971403654	5607102906	2557931267	2390254465	4809711142	4917634318	4925080888	10743312	3619691457	2399015589	1904948975	6110466076	2534202303	5088475600	2502497302	5197579596	2439943942	8778072	3665898522	2655006132	7336896	4943861712	2719397354	17490636	12381012	2225161024	4966604348	1410512928	9891708	2773818936	2152854134	2284455431	3245189196	2054808023	2116623623	4310585168	4228496154	4887202372	2334175057	2168921061	2564105183	2174451934	4835638264	3322952940	4585248192	2342246401	3288158096	8254008	2149216427	2443237629	2566612344	1909326488	4640189652	3802971303	2435998391	1795282377	4806882626
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1371174396	0	0	0	1106044397	0	0	0	0	0	0	0	0	0	0	0	0	0	1494071845	0	0	0	0	1825199188	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	0	0	0	0	1276698007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023050347	0	4217490810	0	0	0	0	0	0	0	0	0	0	0	0	0	1602909524	0	0	0	0	0	0
2026-01-05	1515192320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1449093044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368462595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564287733	0	1138354561	0	0	0	0	0	0	0
2026-01-12	10485760	0	0	0	0	0	0	2309545367	0	0	0	10485760	0	0	0	2900850336	0	0	0	0	0	0	0	0	0	2401350893	0	0	0	0	0	3820383710	4462231128	0	0	0	0	0	0	1051763492	2626636688	2493150716	0	0	0	2327635437	0	0	4712664128	0	1393965436	0	2275480835	0	0	0	0	0	4625640304	2348661285	0	0	4551208600	0	3319419988	2289348696	0	4066695560	0	0	0	0	3771351720	0	2315177007	0	2100332325	0
2026-01-19	0	0	0	0	0	0	1353502089	0	0	0	0	0	1458455545	1336934400	0	0	0	0	0	2556769901	0	0	0	0	1193572145	0	0	0	1396230897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-26	0	1153179040	1389069094	1095761920	1305477120	1148190720	0	0	1368391680	1261552640	0	1085276160	0	0	0	0	1116733440	1448057207	0	1730150400	972956800	1504706560	1462763520	0	0	1111602413	1256987981	1063807360	0	0	0	0	0	1370549455	1562378240	0	1780900518	0	0	0	0	0	1452277760	0	0	0	0	1190605834	0	1237678593	0	0	0	825676838	0	0	1172810522	1121976320	0	0	1366760421	1494557663	1163628702	1233127016	0	1153433600	0	0	0	0	0	0	0	1326448640	0	1871708160	1162341793	1279262720
2026-02-02	0	0	0	0	0	0	0	0	3047938748	0	1258291200	0	0	0	1121976320	2733096808	2414208752	0	915906204	0	0	0	12363257	1303446251	0	0	0	0	0	1709178880	996147200	955987695	0	0	0	1190133760	0	1160681222	1161812582	0	1216301968	0	0	858716444	1326448640	0	1056662824	0	0	0	14477140	1041363574	0	0	1001845227	0	0	0	1426716224	0	0	0	0	0	15101324	0	1091364325	0	0	1058570851	0	0	0	0	0	0	0	0
2026-02-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9269732	0	4630728	14718960	0	0	0	0	0	0	0	0	0	6494268	4274572	4937928	4536604	19022148	10168617	5421312	0	0	0	0	0	0	0
2026-02-23	14654152	16050860	5095272	4192512	4593836	9008898	4258020	4192512	15210755730	4659344	204800	9060728	4639004	4434204	8516040	13673131296	12075506580	5120575	4434204	204800	4389036	4499712	31383072	8364684	0	9428070	8925640	4733128	4331804	69320502	8823240	409600	772148	4630728	4397312	2730654	30916200	8385024	5399146	4434204	13163320	4513560	2468964	26363202	307200	4389036	4192512	204800	9304152	409600	25617988	0	9093548	512000	4331804	8991148	8766008	22976645	4659344	8589824	9232840	13490860	9048790	4258020	13358277948	8319516	12696488	4909312	4499712	9500302	9796453	23764024	4499712	5408334	5096695	4462820	12761996	4651068
2026-03-02	0	0	0	0	0	0	0	4585560	30360077740	0	0	0	0	4127004	4734822	21742960032	16903588268	0	0	558701	0	546963	13083845	0	0	0	5064241	0	641777	0	807589	5013487	0	4666859	0	0	12063398	4389036	0	0	0	0	0	0	0	0	0	4716576	0	0	10350136	5073754	0	0	0	0	985882	0	4759388	5198433	0	0	0	0	43122771344	0	0	0	4127004	5253875	0	0	0	0	0	0	0	4877157
2026-03-09	2781296	0	996134	4681540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4956153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4955154	0	0	0	0	0	0	3471924	0	0	4258020	0	0	4361899	0	0	8226235	0	0	0	0	0	0	0	4127004	22079656	0	0	4389036	0	0	0	0	0	0	0	529967	0	0
2026-03-16	2453451408	0	0	0	0	0	7402404	0	6072015548	0	0	0	0	0	0	0	4127004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12905076	0	0	0	2598789798	0	0	11332884	0	0	0	0	0	9629676	0	0	0	0	0	0	5764704	0	0	0	0	0	0	0	0	0	0	0	19193956	0	0	16377000	4192512	0	6681816	7402404	0	0	10350264	4782084	0	0
2026-03-23	0	4127004	7866198	11725932	0	4258020	0	0	4258020	0	0	6816904	0	10350264	7795452	2732019732	4829596648	592247	2947860	9695184	0	0	6905053	447211	530225	0	4626025	0	0	11627457	0	0	0	0	0	4593494	2598789798	4127004	0	0	4978608	0	917112	11396662	7336896	18276732	4258020	3995988	8319516	4127004	4258020	4127004	0	476198	786096	0	655080	0	4656988	444965	498661	0	0	435816	131072	307200	0	307200	5109624	594531	851604	5817684	0	4258020	4127004	0	0	0
2026-03-30	5437164	35240160	1310160	554536	0	1965240	917112	1113636	6076142552	578560	0	2440216	1614393	555424	0	20532952	7242626256	0	41597580	0	0	8188500	8236253	1466723	327540	4914697	4127004	0	0	4667620	917112	820975	0	0	458556	0	23330774	0	617062	917112	760664	0	629658	14571062	0	393048	0	851604	0	5240640	655080	0	562435	5491698	557547	7674398	1113636	13984797	632384	547365	6308533	0	794782	538216	16166004	2317780	538085	810180	557813	0	629121	6432084	819540	720588	524064	0	0	982620
2026-04-06	1768716	11746720	1913246	0	673816	0	1375668	794007	0	1364656	533420	851604	0	6288768	0	0	458556	0	0	0	1397524	0	0	549611	1265250	0	851604	0	524064	11013057	0	1048128	1418952	0	0	0	12915002	982620	0	566118	393048	524064	0	786096	0	851604	0	0	538144	625153	720588	655080	562435	578598	1409151	627307	0	26200878	851604	0	936877	0	0	8385024	11039828	0	538085	1179144	1244652	0	0	6432084	819540	786096	0	0	0	2398659229
