week_start	sub-619293/sub-619293_ses-1184980079_ogen.nwb	sub-619296/sub-619296_ses-1187930705_ogen.nwb	sub-619296/sub-619296_ses-1187930705_probe-0_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-1_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-2_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-3_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-4_ecephys.nwb	sub-619296/sub-619296_ses-1187930705_probe-5_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_ogen.nwb	sub-620333/sub-620333_ses-1188137866_probe-0_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-1_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-2_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-3_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-4_ecephys.nwb	sub-620333/sub-620333_ses-1188137866_probe-5_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_ogen.nwb	sub-620334/sub-620334_ses-1189887297_probe-0_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-1_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-2_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-3_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-4_ecephys.nwb	sub-620334/sub-620334_ses-1189887297_probe-5_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_ogen.nwb	sub-625545/sub-625545_ses-1182865981_probe-0_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-1_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-2_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-3_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-4_ecephys.nwb	sub-625545/sub-625545_ses-1182865981_probe-5_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_ogen.nwb	sub-625554/sub-625554_ses-1181330601_probe-0_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-1_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-2_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-3_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-4_ecephys.nwb	sub-625554/sub-625554_ses-1181330601_probe-5_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_ogen.nwb	sub-625555/sub-625555_ses-1183070926_probe-0_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-1_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-2_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-3_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-4_ecephys.nwb	sub-625555/sub-625555_ses-1183070926_probe-5_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_ogen.nwb	sub-630506/sub-630506_ses-1192952695_probe-0_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-1_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-2_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-3_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-4_ecephys.nwb	sub-630506/sub-630506_ses-1192952695_probe-5_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_ogen.nwb	sub-631510/sub-631510_ses-1196157974_probe-0_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-1_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-2_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-3_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-4_ecephys.nwb	sub-631510/sub-631510_ses-1196157974_probe-5_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_ogen.nwb	sub-631570/sub-631570_ses-1194857009_probe-0_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-1_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-2_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-3_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-4_ecephys.nwb	sub-631570/sub-631570_ses-1194857009_probe-5_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_ogen.nwb	sub-633229/sub-633229_ses-1199247593_probe-0_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-1_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-2_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-3_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-4_ecephys.nwb	sub-633229/sub-633229_ses-1199247593_probe-5_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_ogen.nwb	sub-637484/sub-637484_ses-1208667752_probe-0_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-1_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-2_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-3_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-4_ecephys.nwb	sub-637484/sub-637484_ses-1208667752_probe-5_ecephys.nwb
2024-06-17	0	0	0	0	0	0	0	0	21252054418	0	0	0	0	0	0	16307220024	16899461264	0	0	0	0	0	19624860171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7795452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42321628	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	16704540	0	0	0	0	0	0	0	24288062192	12480441	0	0	0	0	0	16307220024	14485252512	0	0	0	0	0	8410654359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10034901264	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	0	0	0	0	0	0	0	0	42504108836	0	0	0	0	0	0	35332310052	31384713776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39904603640	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	20227832	25301736	92413685	102679708	0	106837898	11125765	101697088	6419784	0	4813740	11129740	2900985	11972272	10308554	2744173744	4837976600	103375279	2858652	0	2892928	100976500	15712833	2949867	3209892	101435056	0	2910592	12304245	7598928	9701189	2963183	0	12963278	2917730	0	107789332	2922246	13486254	11221194	6616308	9530096	2964378	24492926	6354276	17878493	107199760	2962442	4389036	2849281	6354276	10085998	10029363	0	113616310	101697088	5416662	0	0	2865701	105636809	131016	7571646	0	6672207532	11576848	2942437	105693076	6954393	4585560	7921941	13164976	15142532	2940238	12828627	3995988	0	111436197
2024-07-15	0	0	0	0	0	0	0	0	3036007774	102090136	0	0	0	0	0	0	2414208752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16411484	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-22	0	6747324	10350264	0	11856948	0	0	0	10088232	12512028	0	14018712	12708552	12512028	10743312	0	0	12118980	4192512	0	12315504	12708552	8057484	10677804	0	0	10022724	0	0	0	0	0	12577536	0	0	10022724	0	11463900	10022724	10088232	0	11725932	0	10481280	10088232	9236628	10022724	0	0	0	10874328	11136360	0	10088232	10088232	0	0	0	0	0	11856948	12512028	12512028	12643044	10022724	10022724	10022724	9957216	10612296	0	0	11987964	0	0	11725932	0	1781001633	11594916
2024-08-05	54046920	20060792	57755991	0	0	75605974	0	0	3109331970	0	96718480	0	0	0	0	2717870004	7242626256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14084220	12774060	0	23189832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35050240	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	4906919904	0	2191229734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	2453451408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201326592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2162288456	0	0	1622594598	2045178347	1194370724	1714144048	26006676	0	0	0	0	0	0	3308934228	2289348696	4667853770	0	0	0	2433345921	0	0	0	0	0	0	0
2024-08-26	19717908	14018712	19652400	5437164	13756680	0	23386356	0	8843580	12577536	13429140	14215236	22796784	14084220	29937156	45557008	30737540	27775392	12249996	11725932	12970584	22076196	15590904	6419784	0	16311492	28299456	20241972	6419784	0	18211224	13560156	0	20569512	13691172	12184488	24041436	6419784	0	2332960110	12118980	23255340	0	8974596	10219248	17883684	12184488	7664436	2371859700	20372988	5574037596	14084220	14084220	0	20897052	26727264	12643044	21879672	10874328	13822188	2189425065	6157752	14149728	13691172	0	34115240	20438496	9957216	11463900	13887696	9957216	21093576	10088232	21486624	2335947523	21945180	12446520	17818176
2024-09-02	9813805632	0	0	0	0	0	0	1667393724	0	0	0	0	0	0	0	1978080372	2414208752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1779232848	0	0	0	7860960	0	0	1885052422	0	2192192848	0	0	0	2338121197	0	0	0	0	0	0	1679021711	0	0	0	0	0	0	4655379530	0	0	0	0	9101864288	0	0	6336715432	2150863313	0	2094928654	0	1320610288	0	6715217177	0	0	0
2024-09-09	101621287992	1844813112	1291223692	1436599848	0	0	0	0	3858710486	1579878352	1519511776	2263465612	0	0	13101600	0	1734453232	0	0	0	0	0	0	2003650223	0	1749678369	0	0	0	0	0	1460699060	0	0	1821077854	1995236696	0	1862331410	0	0	0	0	0	0	0	0	0	0	10350264	1994373334	0	1168799308	0	1149288676	0	0	1371086898	0	0	0	1354228962	1840666876	13101600	0	0	0	0	0	0	0	0	0	0	1904787348	0	0	0	0
2024-09-16	27240322812	2619095872	20677414	32800868	9755804	6812832	26396129	33664862	94605316	0	6354276	0	4127004	12627352	0	2824690604	2441980440	9498660	22232376	23751898	2892928	32154994	0	6616308	2914097	2864365	9572901	2910592	18137313	243276737	21636426	25718238	23261288	17886415	27164090	20339828	262454916	29826748	31630408	23411562	23893792	18511356	36249442	0	3049900	4651068	6616308	4520052	4127004	24179714	235149140	29745286	21042435	30787586	26076118	21660267	2183656354	242280125	28633740	24949569	19340261	21308383	20680862	29031092	236606548	19181656	24759242	20081860	27008017	27031411	24498946	48324604	0	31632232	25149843	29715235	25676003	31275202
2024-09-23	29280128140	17027425540	41354828	40471632	34852912	43313668	43621138	47299374	5501302136	46484480	63750572	73366672	44747755	57289952	43057970	11426098744	49394896	67003868	52878292	52405063	64524800	53905849	2178259386	37881302	38334050	63250119	39336602	40948480	67789011	2987407234	29233829	22755055	40824936	35772830	45157060	34888820	7709125950	17733382	18864742	37258956	20925328	37022712	19348378	8462388212	43848536	62304711	37145168	42887188	36015168	63991299	10588375920	51763042	89483535	60062834	53794241	97815575	52887886	6002285300	43248768	71374543	61632404	42616766	36118844	44043472	13337382476	19181656	54964655	14838980	73885919	56198953	51752803	8147031376	19210580	19586382	18795567	23098927	19393953	18391709
2024-09-30	12791545040	10909160480	2211907148	20235816	17426456	21656834	2355731218	2322709294	7309715482	2402519040	10485760	2243944228	4920626155	2477880128	2447420620	3339949788	2414208752	2119145847	2016911004	2556769901	2278433920	0	5607102906	2546008811	2378463025	0	0	2458413440	2397620977	4072683394	18748069	22755055	0	2541869470	22578530	17444410	5783103474	718955702	18864742	2315010918	469696144	0	116852954	6110401186	2424116056	2338121197	2223426128	2501797908	2379582528	2454026753	8720251104	19001974	2296523270	1622594598	2045178347	2077557974	19376922	372244480	2096926380	2348512330	19340261	580536254	835250436	3111476072	7541292284	19181656	2333926885	20081860	162732429	105758584	21621121	5811530408	0	0	0	2424337967	19393953	2417050938
2024-10-07	20444288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4127004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7795452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	2453451408	2469141920	0	0	0	0	0	0	3036007774	0	0	0	0	0	0	0	0	0	0	0	0	0	2803551453	0	0	0	0	0	0	0	0	0	0	0	0	0	2598789798	0	0	0	0	0	0	2709636662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3308934228	0	0	0	0	0	0	2557113684	0	0	0	0	0	0
2024-10-21	10500622912	19506113100	20677414	30586080	23846240	21656834	26396129	33737919	12857443030	26064944	29909464	20963108	21906425	29601260	23154058	11406208964	0	10022724	12118980	10153740	25956280	0	6502438083	18940651	29255257	28354761	19668301	26894024	22596337	12372761288	29491381	33498367	28797492	27974647	34894034	17444410	8822295192	17733382	18864742	18629478	20925328	18511356	32777518	11938287130	21924268	28694705	19686220	21443594	18007584	21330433	6423857308	19001974	35978259	33866462	21426667	24411603	19376922	4600085554	33939888	30845289	31524749	21308383	20680862	27131360	17537407444	0	27974557	10022724	0	29586223	7402404	11236294020	19210580	27447342	29080323	33252667	33478173	18391709
2024-10-28	12336200128	9876567680	0	0	20117788	0	0	0	9108023322	0	0	0	0	0	0	8153610012	0	0	0	0	0	0	8410654359	0	0	0	0	0	0	10859074371	0	0	0	0	0	0	5197579596	0	0	0	0	0	0	8128909986	0	0	0	0	0	0	8321456808	0	0	0	0	0	0	2108745405	0	0	0	0	0	0	3308934228	0	0	0	0	0	0	12785568420	0	0	0	0	0	0
2024-11-04	4990102176	2469141920	0	0	0	0	0	0	6072015548	0	0	0	0	0	0	10871480016	0	0	0	0	0	0	2803551453	0	0	0	0	0	0	7239382914	0	0	0	0	0	0	5197579596	0	0	0	0	0	0	2709636662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9926802684	0	8254008	0	0	0	0	2557113684	0	0	0	0	0	0
2024-11-11	7560866048	4938283840	0	0	0	0	0	0	12144031096	0	0	0	0	0	0	13589350020	4828417504	0	0	0	0	0	5607102906	0	0	0	0	8909088	0	3619691457	0	0	124098	0	0	0	2598789798	0	0	0	0	0	0	8128909986	0	0	0	0	0	0	8321456808	0	0	0	0	0	0	8434981620	0	0	0	29609616	0	0	19911062804	12053472	0	0	0	0	0	7671341052	0	0	0	0	0	0
2024-11-18	4302357368	2621140892	0	0	0	0	0	0	10539836912	0	0	0	0	0	0	10871480016	9656835008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56865360001	32885016	0	0	0	0	0	6663827508	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	3036007774	0	0	0	0	0	0	2717870004	2414208752	0	0	0	0	0	0	0	0	2401350893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6443016783	0	0	0	0	0	0	3340053988	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	3118583836	2521138704	0	0	0	0	0	0	12207465358	0	0	0	0	0	0	43096652	0	0	0	0	0	0	2844309672	0	0	0	0	0	0	4414619592	0	0	0	0	0	0	44041228	0	126422	0	0	0	0	56487246	0	0	0	0	0	0	10350264	0	0	0	0	0	0	41721032839	0	0	0	0	0	0	6642075392	0	0	0	0	0	0	14620584	0	0	0	0	0	0
2024-12-09	34535399128	21779664420	17209588	0	0	0	0	0	31420390650	3070965928	0	0	0	0	0	16365723240	0	0	0	0	0	0	11827880772	0	0	0	0	0	0	39816606027	0	0	0	0	0	0	20790318384	0	0	0	0	0	0	21677093296	0	0	0	0	0	0	11095275744	0	0	0	0	0	0	19220379597	0	0	0	0	0	0	26471473824	0	0	0	0	0	0	5114227368	0	0	0	0	0	0
2024-12-16	4906902816	7407425760	0	0	0	0	0	0	9108023322	0	0	0	0	0	0	2717870004	0	0	0	0	0	0	5607102906	0	0	0	0	0	0	10859074371	0	0	0	0	0	0	5197579596	0	0	0	0	0	0	8128909986	0	0	0	0	0	0	11095275744	0	0	0	0	0	0	10543727025	0	0	0	0	0	0	6617868456	0	0	0	0	0	0	2557113684	0	0	0	0	0	0
2025-01-13	0	0	0	0	0	0	0	0	9108023322	0	0	0	0	0	0	10871480016	4828417504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9975220016	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	924821632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96063400	26268708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1807373396	0	0	0	0	0	0	17949192	0	0	0	0	0	0
2025-01-27	0	2469141920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2803551453	0	0	0	0	0	0	3640708773	0	0	0	0	0	0	2598789798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2108745405	0	0	0	0	0	0	3327480160	0	0	0	0	0	0	2557113684	0	0	0	0	0	0
2025-02-03	0	0	0	0	0	0	0	0	246003048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-10	0	0	0	0	0	0	0	0	18800796	0	0	0	0	0	0	22403736	0	0	0	0	0	0	0	0	0	0	0	0	0	12249996	0	0	0	0	0	0	15197856	0	0	0	0	0	0	11529408	0	0	0	0	0	0	11791440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1890918740	0	0	0	0	0
2025-02-17	0	0	0	0	0	0	0	0	9108023322	0	0	0	0	0	0	5435740008	4828417504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3324428600	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2414208752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3319974056	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-03	687296	0	0	0	0	0	0	0	15180038870	0	0	0	0	0	0	8153610012	9656835008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2598789798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13288508796	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	822240	0	0	0	0	0	0	0	49119983900	2383528960	9957216	2256718288	2460823765	0	13363632	35332310052	38627340032	0	1268681884	0	0	415361736	0	344811	0	0	0	0	0	23648388	0	23975928	0	0	357730	0	0	0	0	0	0	0	0	1024000	0	0	0	0	0	0	1278867880	0	0	1622968396	2045178347	9367644	2153229082	0	0	0	0	0	0	0	53194360548	2289348696	2333926885	0	2722964213	0	0	0	0	0	0	0	368033	0
2025-03-17	791488	2469141920	0	2112144936	0	0	2333920649	2299059607	3036007774	2383528960	2284155820	0	0	2455288224	0	10871480016	7242626256	2119145847	0	2556769901	0	2478626963	2803551453	0	0	2401350893	2452364621	2458413440	0	0	2399015589	0	0	2523983055	2539160930	2486840890	2598789798	0	0	0	2637122448	2482664956	2462530458	2709636662	2402191788	2338121197	2204853544	0	2361574944	2454026753	2773818936	0	0	0	2045178347	2055897707	2153229082	0	0	0	2168921061	2564105183	2165018782	2412775016	35281248	0	2333926885	0	2722964213	2138604131	2433345921	0	1890918740	2315967822	2325662767	2424337967	1781001633	2398659229
2025-03-24	15793156184	4938283840	0	0	0	0	0	0	3036007774	0	0	0	0	0	0	2717870004	0	0	0	0	0	0	5607102906	0	0	0	0	0	0	14478765828	0	0	0	0	0	0	5197579596	0	0	0	0	0	0	2709636662	0	0	0	0	0	0	2773818936	0	0	0	0	0	0	4217490810	0	0	0	0	0	0	6617868456	0	0	0	0	0	0	5114227368	0	0	0	0	0	0
2025-03-31	492672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2717870004	2414208752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11039828	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	2485902288	0	0	0	0	0	0	0	6072015548	0	0	0	0	0	0	5435740008	4828417504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20438496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3346508256	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	435040	0	0	0	0	0	0	0	3036007774	0	0	0	0	0	0	2717870004	4828417504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6631856144	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21	692320	0	0	0	0	0	0	0	8516040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	453376	0	0	0	0	0	0	0	54341438048	0	0	2243944228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6617868456	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	9361556	4061496	0	0	0	0	0	0	133687567916	2750345347	3325114972	41608612512	4898719730	489610972	4072976282	15226804	2414208752	0	2016911004	2556769901	2278433920	2478626963	16472506	0	0	0	0	0	0	4389036	0	0	0	0	0	0	4127004	0	0	0	0	0	0	19025606	0	0	0	0	0	0	2777945940	2152854134	2275480835	1622594598	2045178347	2055897707	2153229082	216524448	1567479800	1360585028	1644349356	393125852	0	0	9926802684	0	2333926885	2033347780	2722964213	2138604131	4866691842	10952136	0	0	0	0	0	0
2025-05-12	0	0	0	0	0	0	0	0	39468101062	0	0	40390996104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-19	0	0	0	0	0	0	0	0	3036007774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29347584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	2469250056	2469141920	0	0	0	0	0	0	0	0	0	0	0	0	0	222420168	0	0	0	0	0	0	0	0	0	0	0	0	0	3622447353	0	0	0	0	0	0	2598789798	0	0	0	0	0	0	2709636662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19853605368	0	0	0	0	0	0	2557113684	0	0	0	0	0	0
2025-06-09	38319932	23931208	0	0	0	0	0	0	28701022	0	0	0	0	0	0	15226804	0	0	0	0	0	0	16472506	0	0	0	0	0	0	26153118	0	0	0	0	0	0	16452434	0	2477775462	0	0	0	0	37527148	0	0	0	0	0	0	20765908	0	0	0	0	0	0	16932657	0	0	0	0	0	0	11039828	0	0	0	0	0	0	10559088	0	0	0	0	0	0
2025-06-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2733188124	2438057248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	38340920	66705332	190810	323467	136512	198923	250596	215538	6147976468	123766	344098	388570	291976	50307	196652	16375924848	14485521945	194311	218721	268386	221937	392306	62272512	141728	269856	243638	393234	340285	169416	59973056	248830	324028	292284	249528	218688	271819	77441184	198356	292896	48493	272710	200037	145592	87050398	398022	72995	175907	398956	273030	250446	72737332	254174	274898	175779	147662	199347	201263	90588181	173839	263750	194894	465550	248576	124337	10200370508	522005	125759	697802	598884	312093	671086	66241980	198728	147964	318748	271743	272769	299056
2025-06-30	43727116	63122636	0	0	0	0	0	0	3094073416	0	0	0	0	0	0	2780713512	2414208752	0	0	0	0	0	53806554	0	0	0	0	0	0	52830300	0	0	0	0	0	0	22151630	0	0	0	0	0	0	95128030	0	0	0	0	0	0	58432624	0	0	0	0	0	0	61082727	0	0	0	0	0	0	3354958788	0	0	0	0	0	0	42432876	0	0	0	0	0	0
2025-07-07	98255256	52337748	0	0	0	0	0	0	12227932444	0	0	0	0	0	0	16384766272	12071043760	0	0	0	0	0	44164635	0	0	0	0	0	0	76224369	0	0	0	0	0	0	69216152	0	0	0	0	0	0	75971408	0	0	0	0	0	0	96492388	0	0	0	0	0	0	82829061	0	0	0	0	0	0	13332371592	0	0	0	0	0	0	40508544	0	0	0	0	0	0
2025-07-14	39032304	56424432	260112	250324	136512	324337	146460	247630	15246497244	73552	417547	338225	218982	123617	270008	13668118200	318882	266663	145814	317793	295916	196153	55766344	310964	122672	316049	393234	340285	169416	52743337	197218	272012	321267	219960	124594	175793	83130870	270859	146448	195155	272710	273364	271425	56608276	324663	145990	142162	251752	346627	323804	58337560	254174	253900	196494	422271	199347	275324	78770317	371550	214338	170707	196206	322854	322968	16673762764	198220	125759	124933	199628	121701	398478	51893680	323725	147964	391622	271743	198761	197436
2025-07-21	19024812	0	0	0	0	0	0	0	11930974	0	0	0	0	0	0	19353808	0	0	0	0	0	0	17931437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4127004	0	0	0	0	0	0	1415577600	0	0	0	0	0	0	4061496	0	0	0	0	0	0	20210948	0	0	0	0	0	0	10493580	1156915540	0	1258291200	0	0	0
2025-07-28	1221034096	0	0	0	0	0	0	1407770007	16188994	0	0	1929371428	1191068665	0	891289600	19484824	1310720000	1205862400	1859624604	0	0	1639766163	2006051080	0	0	0	1363148800	0	0	1800544106	0	0	0	0	0	1205862400	0	0	1534057062	0	2097152000	1853519356	1258291200	14571062	0	0	0	2254438400	1575142944	1562737153	0	0	0	1203164198	1625747947	1205862400	0	1322313405	0	0	0	1782579200	0	0	12381012	0	0	0	0	0	0	1639258192	0	0	0	1008760367	0	1297654429
