asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-BH589/sub-BH589_ses-20240827T160400_obj-1atot55_ecephys.nwb	115366272	225	56	29
sub-BH589/sub-BH589_ses-20240827T160400_obj-1057uzf_ecephys.nwb	56240685	196	48	23
sub-BH560/sub-BH560_ses-20240621T182500_ecephys.nwb	58582534	276	70	44
sub-BH589/sub-BH589_ses-20240827T162700_ecephys.nwb	133334989	149	51	22
sub-BH589/sub-BH589_ses-20240827T165500_ecephys.nwb	56945716	93	36	17
sub-BH589/sub-BH589_ses-20240919T202300_ecephys.nwb	23805680	96	39	17
sub-BH589/sub-BH589_ses-20240827T180300_ecephys.nwb	64266828	109	33	18
sub-BH589/sub-BH589_ses-20240827T184800_ecephys.nwb	22655112	77	32	16
sub-BH560/sub-BH560_ses-20240621T184200_ecephys.nwb	110169534	190	31	22
sub-BH589/sub-BH589_ses-20240827T182600_ecephys.nwb	42232872	103	30	18
sub-BH589/sub-BH589_ses-20240827T203000_ecephys.nwb	43294816	85	25	14
sub-BH589/sub-BH589_ses-20240827T200800_ecephys.nwb	56450632	143	39	29
sub-BH589/sub-BH589_ses-20240827T171800_ecephys.nwb	51628228	105	35	21
