region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	82874669716	248219	11541	10405
USA/MD	24619858948	2023	410	146
AWS/us-east-2	126121101404	1486175	217	669
GH-actions	19835053952	480405	1590	2026
USA/NV	46836552261	1766	179	122
VPN	89491695827	8855	1183	270
HKG	1815895164	216	10	3
HKG/KKC	24836568616	373	100	12
CHN	63121702648	3763	102	114
USA/WA	86078110780	516	409	19
CAN/QC	12935701828	1930	24	201
USA	31134612708	1785	213	36
USA/MA	80959366216	1122	206	153
USA/VT	3178185860	9551	446	332
CAN/BC	18533469560	433	101	3
AWS/us-east-1	66109367640	11734	232	890
USA/IA	22634339960	101	101	0
AWS/us-west-2	1141266936	2498	107	108
AWS/ap-southeast-1	1958399156	286	286	0
USA/NY	23514608720	2025	143	25
USA/CA	25650465240	719	202	21
USA/MS	22609238800	101	101	0
GCP/us-east1	17735960080	86	86	0
ITA/45	13426066272	2703	1	207
USA/IL	1753186640	96	60	2
USA/GA	31921463845	1969	103	202
JPN/23	22944896632	104	104	0
KOR/11	44685860018	200	200	0
NLD	37367844732	580	174	39
CAN/ON	23048824052	108	108	0
USA/OH	3318200	1	1	0
MYS/08	14400988	1	1	0
PAN/4	6901856	1	1	0
BRA/RJ	2654560	2	2	0
IRQ	10817332	4	4	0
IDN/KT	929096	1	1	0
CHN/BJ	139643948	527	100	100
GHA/AA	2123648	2	2	0
MEX/CHH	1128188	1	1	0
BRA/SP	97090532	24	24	0
KEN/30	30925624	6	6	0
USA/OR	3542945224	20	20	0
CAN/AB	37628388	3	3	0
MEX/CMX	1182978224	1118	122	57
GCP/us-west4	14950953988	1092	67	10
USA/MI	1659232999	13	13	0
GCP/us-central1	7002219542	171	48	3
ESP/MD	1904875480	8	8	0
DEU/NW	473863568	287	9	9
USA/FL	883940988	1567	171	101
CHE/VD	526306320	231	42	14
SAU/01	6039124	2	2	0
BRA/PE	2853652	2	2	0
BRA/PR	16458272	5	5	0
ESP/CM	7771924424	223	36	33
SGP	606693448	58	25	4
GCP/europe-west4	502675040	6	6	0
UKR/30	116269728	21	21	0
ARE/AZ	25417412	3	3	0
BWA/NE	1128188	1	1	0
KAZ/35	17254640	1	1	0
USA/TX	318738772	6	6	0
JPN/27	109534872	1	1	0
USA/VA	2166124356	420	26	5
ITA/34	321190136	2	2	0
VNM/SG	238921076	30	30	0
SYC	18250100	5	5	0
USA/PA	342016184	435	30	7
BRA/RS	24355588	6	6	0
VNM/39	9954600	1	1	0
BIH/SRP	12210976	1	1	0
VEN/V	32053812	2	2	0
PAK/PB	27872880	13	13	0
GCP/us-east4	8608197080	61	61	0
VNM/49	10750968	1	1	0
VNM/61	3384564	1	1	0
MEX/PUE	15860996	2	2	0
CIV/AB	1460008	1	1	0
KAZ/11	6835492	1	1	0
BRN/BM	929096	1	1	0
AWS/eu-south-2	15468696	42	0	1
GBR/ENG	1996278404	116	45	4
FRA/PAC	3006674717	10	10	0
VEN/B	12011884	2	2	0
NOR/50	609677792	112	1	9
FRA/OCC	1327280	1	1	0
PAK/SD	25417412	6	6	0
ZAF/GP	28735612	7	7	0
THA/90	322918992	760	65	34
NOR/46	112486152	20	20	0
IDN	7167312	2	2	0
BRA/BA	5043664	2	2	0
SAU/02	303139472	7	7	0
MEX/TAB	1260916	1	1	0
SYR	1924556	2	2	0
DEU	216254936	1	1	0
USA/NM	262136805	19	3	2
VNM/HN	31124716	15	15	0
IRQ/BB	862732	1	1	0
ROU/B	23360128	2	2	0
ESP/AN	5773668	2	2	0
ARG	796368	1	1	0
RUS/KDA	10551048	1	1	0
BGD/C	30527440	4	4	0
BGD	23957404	15	15	0
IDN/JK	12144612	1	1	0
ARE/DU	22497396	3	3	0
PHL/07	1061824	1	1	0
IDN/BT	2057284	2	2	0
ITA/25	1061824	1	1	0
DEU/TH	62647616	8	8	0
ARG/B	24820136	4	4	0
KHM/12	2256376	2	2	0
EGY/C	1791828	1	1	0
NPL	1128188	1	1	0
ECU/P	9621952	2	2	0
AWS/ap-northeast-2	185116976	522	0	12
DEU/RP	37362932	4	4	0
CMR/LT	2057284	1	1	0
GCP/europe-west1	58783936	166	0	4
CHL/RM	189011920	8	8	0
USA/KY	28203872	3	3	0
GUY/DE	4114568	1	1	0
ESP/PV	18051008	2	2	0
DEU/BW	16391908	3	3	0
BRA/DF	2521832	2	2	0
ROU/VL	1061824	1	1	0
VEN/A	7631860	3	3	0
PAK	1393644	1	1	0
