region	bytes_sent
NL/North Holland	1609488864022080
US/California	119071505091810
CA/British Columbia	100334503094491
CN/Guangdong	19308723223883
AWS/us-east-2	1002991912159
US/Massachusetts	727314650937
CN/Shanghai	516291805342
DE/Baden-Wurttemberg	282408824778
AWS/us-east-1	261417203671
CA/Ontario	204796112235
CN/Beijing	190246660983
VPN	182692434438
US/New Hampshire	135150947346
US/New Mexico	69996802976
US/New York	56443107993
US/North Carolina	43012210915
US/Texas	18124249108
US/Michigan	13547212547
US/Connecticut	12055559135
HK/Hong Kong	9984291185
US/Washington	9006322568
GCP/us-east1	6319880161
DE/Berlin	3948911752
GB/England	3456338071
US/Virginia	3409736239
IT/Lazio	3165455888
CA/Quebec	3150912706
DE/Bavaria	2701105179
GB/Scotland	2164972401
NL/Limburg	1714687908
KR/Seoul	1564104888
GitHub	1338333071
DE/Thuringia	1165571135
CH/Zurich	1013942888
CH/Basel-City	994132760
US/Vermont	822256551
CH/Saint Gallen	774629238
IN/Telangana	628723603
US/Pennsylvania	626159559
UA/Kyiv City	438415441
NO/Vestland	437111787
US/District of Columbia	413113858
GCP/us-west4	410992197
US/Maine	384747104
CA/New Brunswick	365995564
PR/San Juan	324732437
IT/Tuscany	305706132
FR/Nouvelle-Aquitaine	279100824
PR/Cayey	240103481
US/Maryland	236466029
NZ/Auckland	220654087
US/Florida	127698717
AU/Victoria	117870479
US/Alabama	114253900
AWS/ap-southeast-1	111862981
US/Georgia	79563239
SG/Singapore	71838415
UA/Kiev	67329233
DK/Capital Region	66301042
JP/Hyōgo	40832842
AWS/ap-northeast-1	32004093
AWS/us-west-2	30393451
US/New Jersey	26331720
DE/Lower Saxony	23391815
DE/Brandenburg	20395026
CZ/Jihočeský kraj	17069036
AWS/ap-northeast-2	15865025
GCP/us-central1	12952583
PK/Punjab	9780118
US/Minnesota	6609672
DE/North Rhine-Westphalia	6508261
RU/Ryazan Oblast	6388678
US/Colorado	6378259
US/Illinois	3254736
US/Louisiana	3254164
ZA/Mpumalanga	3253521
JP/Osaka	3253521
US/Hawaii	3253521
NO/Oslo	3253521
MX/Baja California	3253521
JP/Tokyo	3253521
GE/Tbilisi	3208716
IL/Tel Aviv	2643010
US/Wisconsin	1381373
RU/Moscow	85351
IE/Leinster	67487
EC/Pichincha	38323
TH/Samut Prakan	30962
NL/South Holland	29864
CL/Santiago Metropolitan	22699
US/Tennessee	19588
IL/Central District	11353
unknown	8336
ES/Catalonia	7715
US/Utah	1290
HK/Tsuen Wan	643
HK/Kwai Tsing	643
IN/Gujarat	451
IN/Maharashtra	451
